Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Carroll,PRN,3B,0.251,59,211,27,53,13,2,0,27,20,37,2,2,1,2,7,0.325,0.332,0.657
B Amyx,BUR,1B,0.26,50,177,23,46,13,1,3,26,21,54,1,0,1,1,4,0.353,0.395,0.748
J Morris,DAN,1B,0.282,55,202,31,57,18,1,4,35,10,51,2,2,1,0,2,0.35,0.441,0.79
B Humphrey,PRN,1B,0.236,56,195,22,46,13,3,4,28,25,61,7,3,0,3,2,0.336,0.395,0.731
J Jimenez,KNG,3B,0.309,51,188,32,58,17,1,7,41,17,43,4,3,0,3,2,0.379,0.521,0.9
D Romero,ELZ,3B,0.316,66,247,60,78,16,2,9,52,34,47,9,3,0,5,7,0.406,0.506,0.912
R Leveret,ELZ,1B,0.307,66,244,50,75,14,0,8,65,34,36,0,0,0,1,9,0.399,0.463,0.862
H Sanchez,ELZ,1B,0.258,10,31,10,8,2,0,1,8,11,7,0,0,0,0,2,0.465,0.419,0.884
P Chmiel,BLU,1B,0.297,18,64,11,19,2,0,3,12,14,22,0,1,0,1,1,0.418,0.469,0.886
T Cruz,JC,3B,0.28,6,25,2,7,2,0,2,2,2,2,1,0,0,0,0,0.333,0.6,0.933
K Miller,GRN,1B,0.234,56,197,22,46,7,0,7,23,13,53,1,1,0,0,2,0.291,0.376,0.667
W Alvarado,JC,3B,0.146,16,48,8,7,3,0,0,5,7,13,1,0,0,0,1,0.293,0.208,0.501
E Rosario,GRN,3B,0.273,59,220,25,60,14,3,2,26,4,25,4,1,1,1,3,0.297,0.391,0.688
O Morales,JC,1B,0.213,17,47,8,10,5,0,3,6,7,21,0,0,0,0,0,0.315,0.511,0.825
H Vargas,BRI,3B,0.255,51,184,29,47,3,0,0,10,14,40,12,8,4,1,4,0.313,0.272,0.585
A Coe,DAN,3B,0.257,58,218,25,56,16,0,3,24,17,51,4,0,2,2,9,0.314,0.372,0.685
A Launier,GRN,1B,0.256,48,176,19,45,14,0,3,24,10,52,1,1,0,0,5,0.299,0.386,0.686
N Giarraputo,KNG,3B,0.274,66,263,27,72,24,0,0,34,9,44,2,3,2,2,4,0.298,0.365,0.663
S Shults,DAN,3B,0.271,59,192,34,52,19,0,6,25,16,67,2,3,0,1,3,0.35,0.464,0.814
E Sonoqui,PRN,1B,0.333,19,66,10,22,5,2,1,14,6,20,3,0,0,1,1,0.384,0.515,0.899
M Arburr,JC,3B,0.207,44,135,17,28,8,2,5,20,14,56,0,0,0,1,2,0.28,0.407,0.687
L Johnson,BRI,3B,0.28,53,164,25,46,16,0,3,22,24,40,1,1,0,0,1,0.419,0.433,0.852
J Lane,BUR,1B,0.315,53,184,45,58,16,4,6,41,30,50,9,6,0,1,1,0.453,0.543,0.996
N Mahin,BRI,1B,0.298,52,181,29,54,10,3,9,33,10,34,2,2,0,2,4,0.342,0.536,0.878
C Pelt,JC,1B,0.406,9,32,4,13,3,0,1,9,6,10,0,0,0,0,1,0.5,0.594,1.094
M Tucker,BLU,3B,0.312,38,141,30,44,14,3,4,35,23,33,4,2,0,3,1,0.415,0.539,0.954
T Vaughn,KNG,3B,0.284,25,88,20,25,9,0,3,14,4,18,1,1,0,0,1,0.351,0.489,0.839
N Vera,JC,3B,0.286,58,199,27,57,11,0,4,29,17,35,4,3,0,3,3,0.341,0.402,0.743
J Andrade,BRI,1B,0.216,37,116,8,25,6,0,0,3,5,29,0,1,0,0,6,0.248,0.267,0.515
