Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1999-04-10,CHA,KCA,L 4-9 vs KCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1st career game
1999-04-11,CHA,KCA,L 1-3 vs KCA,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1st career hit
1999-04-18,CHA,KCA,W 7-5 @KCA,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1st career RBI
1999-05-02,CHA,ANA,L 3-6 @ANA,2,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,9,1st career home run
1999-05-18,CHA,CLE,L 0-13 vs CLE,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1st career stolen base
1999-06-23,CHA,MIN,L 10-12 vs MIN,5,1,4,0,1,1,3,1,0,0,0,0,0,0,0,0,49,4 hits
1999-06-30,CHA,KCA,W 10-9 @KCA,6,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,56,4 hits
1999-07-06,CHA,KCA,L 7-8 vs KCA,6,3,5,1,1,1,4,0,0,0,0,0,0,0,0,0,61,5 hits
1999-07-19,CHA,MIL,W 10-8 @MIL,6,2,5,0,0,1,2,0,1,1,0,0,1,0,0,0,71,5 hits
1999-08-03,CHA,DET,W 9-6 @DET,5,2,4,0,0,1,3,2,0,0,0,0,0,0,0,0,85,4 hits
1999-09-22,CHA,NYA,L 4-5 @NYA,3,2,2,0,0,2,3,0,0,0,0,0,0,0,1,0,124,2 home runs
2000-04-18,CHA,SEA,W 18-11 vs SEA,5,3,4,1,0,0,4,0,0,0,1,0,0,0,1,0,146,4 hits
2000-04-22,CHA,DET,W 14-6 vs DET,5,3,5,1,0,1,5,0,0,0,0,0,0,0,0,0,149,"5 RBIs, 5 hits"
2001-04-06,CHA,DET,L 9-10 vs DET,5,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,282,3 stolen bases
2001-05-26,CHA,DET,W 8-0 @DET,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,317,4 hits
2001-09-02,CHA,CLE,W 19-10 vs CLE,5,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,394,4 hits
2002-05-12,BAL,TBA,L 3-6 @TBA,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,449,4 hits
2002-07-16,BAL,SEA,W 6-1 vs SEA,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,500,500th career game
2002-07-31,BAL,TBA,W 12-2 @TBA,6,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,512,4 hits
2002-09-17,BAL,TOR,W 10-4 vs TOR,3,2,2,0,0,2,2,0,0,1,0,1,0,0,0,0,546,2 home runs
