Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE010,0.0,3650.0,0.0,1983.0,L,1.0,OpeF,07/31/2011,3.0,GREAGRIN
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE010,45.0,0.0,0.0,1983.0,L,1.0,OpeF,07/31/2011,2.0,GREAGRIN
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE010,0.0,2660.0,0.0,1983.0,L,2.0,OpeF,07/31/2011,3.0,GREAGRIN
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE010,45.0,0.0,0.0,1983.0,L,2.0,OpeF,07/31/2011,2.0,GREAGRIN
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11EAC003,0.0,2090.0,0.0,1983.0,R,1.0,OpeF,08/21/2011,23.0,NORSLA
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11EAC003,45.0,0.0,0.0,1983.0,R,1.0,OpeF,08/21/2011,26.0,NORSLA
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE004,0.0,2230.0,0.0,1983.0,L,1.0,OpeF,10/30/2011,1.0,GREKAIAF
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE004,44.5,0.0,0.0,1983.0,L,1.0,OpeF,10/30/2011,2.0,GREKAIAF
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE004,0.0,3530.0,0.0,1983.0,L,2.0,OpeF,10/30/2011,1.0,GREKAIAF
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE004,44.0,0.0,0.0,1983.0,L,2.0,OpeF,10/30/2011,2.0,GREKAIAF
 , , , , , , , , , , , , , 
LIAKOU Flora,GRE,F,11GRE004,44.0,0.0,0.0,1983.0,L,3.0,OpeF,10/30/2011,2.0,GREKAIAF
