Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
C Pena,VER,1B,0.0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,0.0,0.2
R Canzler,DAY,1B,0.273,98,326,47,89,22,2,12,59,27,70,7,4,3,4,12,0.327,0.463,0.79
J Lennerton,LAK,1B,0.179,18,56,9,10,2,0,1,8,14,18,0,0,0,1,1,0.338,0.268,0.606
J Urick,CLR,1B,0.266,122,421,56,112,32,1,10,77,50,107,0,2,0,5,7,0.35,0.418,0.768
L Duda,STL,1B,0.263,133,483,58,127,26,3,11,66,66,129,2,7,0,3,15,0.358,0.398,0.755
P Franko,DUN,1B,0.232,20,56,4,13,4,0,0,6,4,16,0,0,0,1,1,0.302,0.304,0.605
M Fields,VER,1B,0.228,132,482,62,110,25,2,18,57,33,134,9,4,0,1,15,0.298,0.4,0.698
G Psomas,JUP,1B,0.169,20,83,6,14,6,0,1,5,7,27,0,0,0,0,0,0.233,0.277,0.51
D Berg,FTM,1B,0.279,67,222,39,62,8,2,6,22,32,49,2,2,2,1,4,0.381,0.414,0.795
K Smith,TAM,1B,0.29,124,445,51,129,35,1,5,62,32,93,7,5,0,4,11,0.337,0.407,0.744
J Woodard,FTM,1B,0.241,69,245,37,59,13,3,6,35,34,62,1,2,0,2,4,0.347,0.392,0.739
S Chapman,BRE,1B,0.202,89,312,40,63,12,7,12,31,33,112,11,2,2,4,4,0.281,0.401,0.682
R Strieby,LAK,1B,0.278,112,421,65,117,19,7,29,94,46,101,0,1,1,5,16,0.352,0.563,0.915
B Dopirak,DUN,1B,0.308,106,409,77,126,25,2,27,88,47,100,0,0,0,3,8,0.382,0.577,0.959
M Eylward,CLR,1B,0.358,30,95,14,34,7,1,2,15,18,17,0,0,0,2,1,0.466,0.516,0.982
J Gonzalez,DUN,1B,0.228,94,346,35,79,19,3,11,38,21,85,0,1,0,1,8,0.285,0.396,0.681
Y Alonso,SAR,1B,0.316,6,19,1,6,1,0,0,2,5,5,0,0,0,1,0,0.44,0.368,0.808
D Cooper,DUN,1B,0.304,24,92,10,28,9,0,1,13,10,16,0,0,0,0,3,0.373,0.435,0.807
J Blackwood,JUP,1B,0.208,92,317,30,66,10,3,4,29,21,39,5,1,0,2,13,0.265,0.297,0.561
C Harris,CLR,1B,0.351,44,134,25,47,6,0,8,35,27,17,0,1,0,6,4,0.459,0.575,1.034
L Morrison,JUP,1B,0.332,130,488,71,162,38,1,13,74,57,80,9,3,0,6,11,0.402,0.494,0.896
A Van Slyke,PMB,1B,0.111,4,9,2,1,0,0,0,1,2,2,0,0,0,0,0,0.273,0.111,0.384
L Parker,SAR,1B,0.301,38,143,16,43,10,0,6,24,13,32,0,1,0,1,1,0.361,0.497,0.857
J Louwsma,SAR,1B,0.226,112,420,25,95,12,0,5,43,16,82,1,1,1,2,13,0.257,0.29,0.547
M Hilligoss,TAM,1B,0.241,121,456,47,110,23,0,1,31,31,61,17,9,7,4,30,0.287,0.298,0.585
B Buckman,PMB,1B,0.26,74,273,30,71,11,0,4,33,31,56,1,1,0,7,8,0.334,0.344,0.679
W Robbins,FTM,1B,0.268,91,284,39,76,13,4,6,42,52,55,1,2,1,5,13,0.383,0.405,0.788
M Bertram,LAK,1B,0.285,102,372,51,106,21,4,8,55,27,69,2,2,0,4,6,0.34,0.427,0.767
J Hopf,BRE,1B,0.206,19,63,4,13,3,0,0,7,10,15,0,0,0,0,0,0.324,0.254,0.578
B Lalli,DAY,1B,0.343,76,283,30,97,29,0,7,49,19,34,0,0,1,3,8,0.386,0.519,0.906
M Arburr,PMB,1B,0.208,47,173,32,36,7,0,9,27,26,68,5,0,0,1,1,0.313,0.405,0.718
A Brown,PMB,1B,0.33,24,88,14,29,8,0,4,15,11,25,0,0,0,0,2,0.41,0.557,0.967
S Hill,PMB,1B,0.285,46,172,28,49,11,2,9,34,15,42,0,0,0,2,5,0.339,0.529,0.868
J Murphy,CLR,1B,0.25,3,8,0,2,1,0,0,0,2,3,0,0,0,0,0,0.4,0.375,0.775
