Batter,Team,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Brandon Jacobs,Por,3,8,2,3,1,1,0,0,0,0,0,2,0.375,0.375,0.75,1.125
David Ross,Por,3,6,3,2,2,0,0,2,0,0,1,2,0.333,0.429,0.667,1.095
Nick Natoli,Por,3,14,2,6,1,0,0,2,1,0,0,4,0.429,0.429,0.5,0.929
Xander Bogaerts,Por,56,219,40,68,12,6,6,35,5,1,35,51,0.311,0.407,0.502,0.909
Garin Cecchini,Por,66,240,36,71,14,3,2,28,8,3,51,52,0.296,0.42,0.404,0.825
J.C. Linares,Por,81,301,44,83,24,2,8,51,0,0,26,72,0.276,0.351,0.449,0.8
Christian Vazquez,Por,96,342,48,99,19,1,5,48,7,4,47,44,0.289,0.376,0.395,0.771
Michael Almanzar,Por,131,507,67,136,29,3,16,81,13,2,42,100,0.268,0.328,0.432,0.76
Travis Shaw,Por,127,444,57,98,21,4,16,50,7,3,78,117,0.221,0.342,0.394,0.736
Matt Spring,Por,52,185,20,41,12,0,10,34,0,0,10,64,0.222,0.268,0.449,0.716
Stephen Drew,Por,6,20,1,4,2,0,1,4,0,0,2,4,0.2,0.261,0.45,0.711
Derrik Gibson,Por,88,260,40,65,16,1,2,22,12,5,37,61,0.25,0.348,0.342,0.69
Peter Hissey,Por,68,262,35,68,15,2,3,24,17,4,22,63,0.26,0.318,0.366,0.685
Tony Thomas,Por,107,418,51,92,25,7,11,68,16,2,33,113,0.22,0.287,0.392,0.679
Matty Johnson,Por,25,93,12,26,2,1,0,4,8,7,9,13,0.28,0.35,0.323,0.672
Heiker Meneses,Por,92,322,43,82,15,4,3,31,11,7,20,84,0.255,0.312,0.354,0.666
Ryan Dent,Por,56,183,26,47,7,0,3,22,8,4,16,38,0.257,0.32,0.344,0.664
Shannon Wilkerson,Por,124,465,76,110,23,6,4,37,24,14,53,101,0.237,0.318,0.338,0.655
Ronald Bermudez,Por,21,71,11,19,1,0,1,9,1,2,6,15,0.268,0.321,0.324,0.644
Deven Marrero,Por,19,72,7,17,0,0,0,5,6,0,10,16,0.236,0.321,0.236,0.558
Kolbrin Vitek,Por,58,201,14,41,8,1,0,14,5,3,14,60,0.204,0.26,0.254,0.514
Leonel Escobar,Por,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5
Kevin Heller,Por,7,20,1,3,1,0,0,3,1,0,3,6,0.15,0.261,0.2,0.461
Alberto Rosario,Por,11,36,3,6,0,0,0,4,0,0,3,4,0.167,0.244,0.167,0.411
