Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Ugas,DSL RSX,1B,.208,55,168,25,35,7,0,0,20,42,36,7,1,0,1,6,.388,.250,0.638
L Jose,DSL ATH,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
R Pascual,DSL BRW,P,.250,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,.250,.250,0.5
C Alvarez,DSL NAT,DH,.307,55,176,37,54,8,4,2,19,47,26,10,5,2,1,5,.470,.432,0.902
J Urdaneta,DSL NAT,1B,.205,14,39,4,8,2,0,0,6,6,6,0,0,0,0,2,.326,.256,0.582
M Monges,DSL BLJ,OF,.226,26,62,5,14,3,0,0,3,0,21,2,0,0,0,0,.238,.274,0.512
R Leiva,DSL TIG,1B,.253,27,75,7,19,2,0,0,6,10,12,1,0,0,1,2,.345,.280,0.625
J Blanco,DSL TWI,2B,.319,50,166,27,53,11,1,0,15,10,17,18,11,1,0,3,.379,.398,0.777
N Moreno,DSL MTS,1B,.228,19,57,13,13,4,1,1,6,12,10,2,0,0,0,3,.362,.386,0.748
C Lugo,DSL ANG,C,.207,51,116,30,24,2,1,1,15,35,32,2,4,4,1,4,.415,.267,0.682
J Palomo,DSL NYY1,C,.250,32,72,10,18,3,0,0,8,5,20,1,0,1,3,2,.305,.292,0.597
M Garcia,DSL WSX,OF,.159,31,44,4,7,0,0,0,1,5,12,0,1,1,0,0,.260,.159,0.419
R Balentien,DSL PHI,OF,.196,49,158,14,31,6,1,2,11,24,41,9,9,2,0,2,.310,.285,0.595
A De Leon,DSL ATH,C,.209,26,67,8,14,4,0,0,7,10,12,0,1,1,0,2,.338,.269,0.606
K Rojas,DSL ATH,CF,.273,3,11,1,3,0,0,1,2,1,0,0,0,1,0,0,.333,.545,0.879
E Bens,DSL REDS,C,.212,29,52,6,11,2,0,0,6,9,8,0,1,0,3,2,.333,.250,0.583
W Bravo,DSL NYY1,P,--,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
D Taveras,DSL NYY1,C,.270,9,37,4,10,0,0,1,4,0,3,1,2,0,0,1,.308,.351,0.659
L Ferrini,DSL BLJ,2B,.274,36,95,19,26,2,0,0,6,25,29,13,2,2,0,1,.425,.295,0.72
F Natera,DSL BLJ,3B,.238,59,227,25,54,9,2,0,12,15,37,17,6,2,1,2,.304,.295,0.599
C Guillen,DSL TB,OF,.183,23,93,15,17,4,0,2,14,5,10,1,0,0,2,3,.235,.290,0.526
A Lugo,DSL CUB,3B,.294,58,180,29,53,11,0,7,26,20,30,2,1,1,1,3,.382,.472,0.854
M Noboa,DSL BRA,2B,.143,13,42,3,6,1,0,0,1,4,9,4,1,1,0,2,.234,.167,0.401
W Adames,DSL ANG,OF,.296,54,179,28,53,11,5,3,26,22,44,19,5,1,3,3,.389,.464,0.852
G Gonzalez,DSL BLJ,LF,.241,48,145,15,35,5,3,0,13,18,18,4,5,1,0,4,.333,.317,0.651
L Hernandez,DSL BLJ,1B,.207,41,121,5,25,5,0,0,14,8,17,0,0,0,2,7,.258,.248,0.506
R van Heydoorn,DSL SEA,C,.305,61,177,31,54,15,0,7,26,42,51,2,8,0,5,1,.439,.508,0.947
R Trujillo,DSL WSX,CF,.264,58,159,27,42,12,3,0,14,26,14,6,4,0,1,8,.382,.377,0.76
M Croussett,DSL NYY1,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
F Felida,DSL TIG,C,.161,12,31,2,5,0,0,0,2,3,5,0,0,0,0,1,.235,.161,0.397
R Colon,DSL TB,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
A Cequea,DSL BRW,3B,.283,38,120,16,34,5,0,2,22,13,15,3,2,3,2,7,.358,.375,0.733
H Arias,DSL BRW,1B,.225,64,200,23,45,12,2,2,25,29,58,1,5,0,2,1,.357,.335,0.692
E De La Rosa,DSL NYY1,1B,.263,66,232,25,61,14,2,6,46,20,56,1,2,1,6,8,.317,.418,0.735
E Nunez,DSL SEA,OF,.205,55,151,27,31,2,2,3,17,34,55,11,11,3,2,3,.368,.305,0.673
F Marte,DSL BRA,OF,.269,58,208,25,56,17,3,6,24,26,74,3,3,1,1,3,.357,.466,0.823
D Mejia,DSL BRW,C,.161,14,31,4,5,1,0,0,3,7,6,0,1,0,0,0,.316,.194,0.509
H Alvarez,DSL MTS,C,.249,62,201,31,50,19,0,1,28,17,25,7,3,1,3,4,.333,.358,0.692
R Lopez,DSL AST,SS,.250,57,156,26,39,4,1,1,12,24,28,13,4,3,3,2,.358,.308,0.666
D Maldonado,DSL TB,OF,.250,6,16,1,4,0,0,0,0,2,8,2,1,0,0,0,.368,.250,0.618
C Moronta,DSL AST,C,.364,8,22,5,8,0,0,1,3,2,5,1,0,0,1,0,.400,.500,0.9
R Perez,DSL AST,LF,.194,25,62,6,12,0,1,0,4,4,18,2,2,0,1,1,.271,.226,0.497
L Baez,DSL ATH,3B,.282,52,170,24,48,15,1,4,23,8,30,10,5,3,1,9,.328,.453,0.781
J Delgado,DSL BLJ,1B,.292,42,130,12,38,8,0,1,17,8,11,1,1,0,0,4,.343,.377,0.72
A Alcantara,DSL BRA,1B,.282,61,213,29,60,17,4,1,38,31,42,5,4,2,2,7,.385,.413,0.798
S Ortiz,DSL TIG,2B,.273,45,139,18,38,6,3,0,10,15,24,2,0,3,0,3,.353,.360,0.712
A Nunez,DSL BRA,C,.193,34,88,10,17,4,0,0,6,13,21,0,1,0,0,2,.304,.239,0.543
E Martes,DSL TIG,1B,.125,18,48,4,6,1,0,1,2,2,16,0,1,0,0,0,.222,.208,0.431
A Rodriguez,DSL BLJ,C,.226,12,31,3,7,1,0,0,4,4,6,0,1,0,2,0,.316,.258,0.574
K Javier,DSL DIA,DH,.176,24,51,5,9,3,0,0,3,20,23,0,0,0,0,1,.447,.235,0.683
M Perez,DSL CUB2,DH,.217,13,23,2,5,0,0,0,1,0,8,1,0,0,0,0,.217,.217,0.435
