Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
T Roth,BAK,1B,0.236,20,55,11,13,5,0,0,4,13,10,1,1,0,0,1,0.382,0.327,0.71
C Kemp,BAK,1B,0.194,12,31,2,6,1,0,0,4,4,7,0,0,0,0,0,0.286,0.226,0.512
C Davis,BAK,3B,0.298,99,386,69,115,28,3,24,93,22,123,3,3,0,5,8,0.34,0.573,0.912
J Fasano,BAK,1B,0.271,18,70,11,19,4,0,4,12,5,11,0,0,0,0,3,0.32,0.5,0.82
F Thon,BAK,1B,0.284,113,429,42,122,27,1,11,66,9,73,2,5,0,1,8,0.3,0.429,0.729
J Whittleman,BAK,3B,0.24,29,104,18,25,9,0,3,15,23,33,0,3,0,2,1,0.372,0.413,0.786
N Cadena,BAK,1B,0.217,48,157,15,34,5,1,6,22,11,54,0,1,0,1,6,0.279,0.376,0.655
T Von Schell,SJO,1B,0.27,41,152,28,41,10,0,10,45,18,49,0,0,0,6,5,0.354,0.533,0.886
W Thompson,SJO,1B,0.207,70,241,15,50,7,0,0,30,30,61,1,0,0,4,3,0.293,0.237,0.53
T Ishikawa,SJO,1B,0.268,56,198,35,53,15,1,13,34,19,78,0,0,0,1,1,0.342,0.551,0.893
D Maroul,SJO,3B,0.221,118,420,61,93,30,2,20,50,25,112,2,0,1,3,4,0.272,0.445,0.717
C Cook,MOD,1B,0.107,8,28,2,3,1,0,0,2,3,10,0,0,0,0,0,0.242,0.143,0.385
P Cuadrado,MOD,3B,0.215,37,130,19,28,5,2,3,19,13,29,0,1,0,1,1,0.304,0.354,0.658
J Van Kooten,MOD,3B,0.181,27,83,7,15,2,0,0,6,4,19,3,2,0,1,1,0.216,0.205,0.421
J Kindel,MOD,1B,0.317,126,477,79,151,34,7,14,83,41,81,3,4,3,6,7,0.375,0.505,0.88
N Haley,MOD,3B,0.301,50,163,35,49,8,1,0,15,32,26,3,4,5,0,0,0.421,0.362,0.783
J Valdez,MOD,3B,0.258,85,322,39,83,21,1,3,54,29,54,5,4,3,3,8,0.32,0.357,0.677
J Smith,VIS,3B,0.444,3,9,4,4,0,0,1,5,2,1,0,0,0,0,0,0.583,0.778,1.361
R Ryal,VIS,3B,0.301,70,276,46,83,15,3,11,46,16,47,2,4,0,2,8,0.354,0.496,0.851
B Burgess,VIS,3B,0.26,90,331,56,86,19,4,17,56,33,103,5,2,0,4,5,0.353,0.495,0.849
B Byrne,VIS,1B,0.31,128,478,75,148,25,5,13,74,66,78,4,1,1,5,10,0.397,0.464,0.862
M Santana,VIS,3B,0.235,44,162,25,38,12,1,2,19,12,27,0,1,0,3,4,0.287,0.358,0.645
I Omura,STO,3B,0.195,27,77,5,15,4,0,1,9,11,26,0,1,0,1,6,0.292,0.286,0.578
T Everidge,STO,1B,0.258,124,461,75,119,13,3,26,90,66,103,2,2,0,6,13,0.354,0.469,0.823
C Arrieche,STO,3B,0.156,9,32,3,5,1,0,0,2,0,9,1,1,1,0,1,0.182,0.188,0.369
F Martinez,STO,3B,0.267,131,499,65,133,28,6,12,60,35,96,14,4,3,2,13,0.32,0.419,0.739
K Ruth,LAK,1B,0.176,5,17,2,3,0,0,0,1,0,4,0,0,1,0,0,0.176,0.176,0.353
C Cooper,LAK,1B,0.317,124,458,83,145,32,4,10,78,56,87,4,4,1,5,12,0.397,0.469,0.866
