Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 7,at Texas,"L, 6-0",3,0,0,-,-,-,0,-,1,-,-
Feb 8,vs. Memphis,"L, 7-5",4,1,2,-,-,-,0,-,-,-,-
Feb 9,vs. North Texas,"L, 11-3",1,1,0,-,-,-,0,2,-,-,-
Feb 9,at Texas,"L, 8-0",3,0,0,-,-,-,0,-,-,-,-
Feb 10,vs. Memphis,"W, 3-0",4,0,0,-,-,-,0,-,-,-,-
Feb 15,vs. Northern Colo.,"L, 5-0",4,0,1,-,-,-,0,-,-,-,-
Feb 15,vs. University of the Pacific,"L, 11-2",2,0,0,-,-,-,0,-,-,-,-
Feb 16,vs. Baylor,"L, 4-1",1,0,0,-,-,-,0,1,-,-,-
Feb 16,at Baylor,"L, 7-0",2,0,0,-,-,-,0,-,-,-,-
Feb 17,vs. Northern Colo.,"W, 6-4",2,0,0,-,-,-,0,1,-,1,-
Feb 21,Kansas,"W, 1-0",2,0,0,-,-,-,0,1,-,1,-
Feb 22,vs. Kansas,"L, 11-3",3,0,1,-,-,-,0,-,-,-,-
Feb 22,Auburn,"L, 6-4",2,1,1,-,-,-,0,-,-,-,-
Feb 23,New Mexico,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Feb 24,vs. Southern U.,"W, 7-3",4,1,2,-,-,-,1,-,-,-,-
Mar 1,vs. North Texas,"L, 7-3",2,0,0,-,-,-,0,-,-,-,-
Mar 1,vs. Purdue,"L, 3-0",2,0,0,-,-,-,0,-,1,-,-
Mar 2,at Texas State,"L, 7-1",2,0,1,-,-,-,0,-,-,-,1
Mar 2,vs. Purdue,"L, 7-0",1,0,0,-,-,-,0,-,-,-,-
Mar 3,vs. North Texas,"L, 9-1",2,0,0,-,-,-,0,-,-,-,-
Mar 9,Houston Baptist,"W, 4-3",2,0,0,-,-,-,0,-,-,1,-
Mar 9,Houston Baptist,"L, 12-4",3,1,2,-,-,-,0,-,-,-,-
Mar 10,Houston Baptist,"L, 9-3",3,2,1,-,-,-,0,-,-,1,-
Mar 13,UTSA,"L, 9-4",2,1,1,-,-,-,1,-,-,-,-
Mar 16,at McNeese State,"L, 4-2",3,1,1,-,-,-,0,-,-,-,-
Mar 16,at McNeese State,"L, 5-1",3,0,0,-,-,-,0,-,-,-,-
Mar 17,at McNeese State,"L, 4-1",3,0,0,-,-,-,0,-,-,-,-
Mar 23,Northwestern State,"L, 5-2",2,0,0,-,-,-,0,-,1,-,-
Mar 23,Northwestern State,"L, 9-0",2,0,0,-,-,-,0,-,-,-,-
Mar 24,Northwestern State,"L, 5-1",3,0,0,-,-,-,0,-,1,-,-
Mar 29,at Southeastern La.,"L, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at Southeastern La.,"W, 6-0",4,0,2,-,-,-,0,-,-,-,-
Mar 30,at Southeastern La.,"L, 10-2",2,0,1,-,-,-,0,-,-,-,-
Apr 6,at Lamar,"L, 9-6",3,1,1,-,-,-,0,-,-,-,-
Apr 6,at Lamar,"L, 7-6",3,0,0,-,-,-,0,-,-,-,-
Apr 7,at Lamar,"L, 5-4",4,1,2,-,-,-,0,-,-,1,-
Apr 13,Sam Houston State,"L, 10-2",1,1,0,-,-,-,0,-,-,-,-
Apr 13,Sam Houston State,"W, 6-5",2,1,1,-,-,-,0,-,-,1,-
Apr 14,Sam Houston State,"L, 8-5",3,1,0,-,-,-,0,-,-,-,-
Apr 17,at UTSA,"L, 9-1",2,0,1,-,-,-,0,-,-,-,-
Apr 17,at UTSA,"L, 5-1",1,0,0,-,-,-,0,1,1,-,-
Apr 20,at Stephen F. Austin,"W, 5-4",3,2,2,-,-,-,0,1,-,-,1
Apr 20,at Stephen F. Austin,"L, 5-1",3,0,0,-,-,-,0,-,1,-,-
Apr 21,at Stephen F. Austin,"L, 6-0",3,0,1,-,-,-,0,-,-,-,-
Apr 27,Nicholls,"L, 4-1",3,0,0,-,-,-,0,-,1,-,-
Apr 27,Nicholls,"L, 5-2",3,1,1,-,-,-,0,-,-,1,-
Apr 28,Nicholls,"L, 3-2",3,0,1,-,-,-,1,-,-,-,-
May 4,Central Arkansas,"L, 7-4",4,0,0,-,-,-,0,-,1,-,-
May 4,Central Arkansas,"W, 6-4",3,1,1,-,-,-,0,-,-,-,-
May 5,Central Arkansas,"W, 6-5",3,0,1,-,-,-,1,-,-,-,-
