Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B Fuenmayor,LAN,1B,0.208,26,96,13,20,4,1,4,17,8,32,0,0,0,1,2,0.287,0.396,0.683
D Goris,FW,1B,0.266,96,361,43,96,19,1,6,52,16,47,1,0,3,7,10,0.294,0.374,0.667
C Bell,SB,1B,0.233,60,206,21,48,12,2,3,17,15,32,0,1,0,3,8,0.291,0.354,0.645
C Davidson,QC,1B,0.238,10,42,5,10,3,0,1,5,2,21,1,2,0,0,0,0.289,0.381,0.67
M Gonzales,CR,1B,0.252,29,103,17,26,7,0,5,18,7,22,1,0,0,4,1,0.325,0.466,0.791
D Hicks,CR,1B,0.297,89,354,50,105,31,0,13,82,34,85,0,1,3,7,5,0.355,0.494,0.85
J Leyland,LAN,1B,0.231,37,130,16,30,2,1,2,19,17,33,2,1,0,2,5,0.32,0.308,0.628
J Wierzbicki,QC,1B,0.264,87,330,45,87,21,2,6,54,39,59,9,4,0,4,5,0.358,0.394,0.752
B Borchering,QC,1B,0.203,48,172,17,35,7,1,5,22,21,61,1,0,0,0,2,0.305,0.343,0.648
C Sanchez,DAY,1B,0.304,8,23,3,7,2,0,0,3,1,3,0,0,0,0,0,0.333,0.391,0.725
J Lara,CLI,1B,0.26,98,339,39,88,25,3,10,63,29,68,3,0,0,5,8,0.317,0.44,0.757
R Flores,SB,1B,0.274,92,343,43,94,24,3,19,64,31,134,0,2,0,3,3,0.337,0.528,0.865
M Hamblin,QC,1B,0.202,35,119,10,24,3,0,1,14,22,39,2,3,1,4,0,0.317,0.252,0.569
J Singleton,QC,1B,0.286,6,21,6,6,2,0,3,5,4,5,0,0,0,0,0,0.4,0.81,1.21
D Washington,PEO,1B,0.333,3,9,1,3,2,0,0,1,6,2,0,0,0,0,0,0.6,0.556,1.156
J Schaffer,PEO,1B,0.214,75,281,25,60,14,1,11,33,22,61,2,2,0,5,5,0.273,0.388,0.661
J Holm,WM,1B,0.27,122,459,56,124,15,8,9,74,55,75,16,10,1,8,10,0.344,0.397,0.741
D Peterson,CLI,1B,0.293,26,99,16,29,5,1,7,20,7,24,1,0,0,0,3,0.346,0.576,0.922
J Valdez,GL,1B,0.188,28,80,9,15,2,0,0,10,3,22,1,0,0,1,1,0.241,0.213,0.454
L Castillo,LC,1B,0.211,69,228,28,48,11,1,6,24,17,48,5,2,3,3,7,0.268,0.346,0.614
L Tejada,FW,1B,0.227,112,423,44,96,19,4,2,37,19,92,18,5,3,4,11,0.266,0.305,0.571
J Tanis,BEL,1B,0.182,12,44,4,8,4,0,1,5,2,11,0,0,0,0,1,0.217,0.341,0.558
T Ard,CLI,1B,0.24,118,420,47,101,23,1,8,53,45,63,2,1,0,4,10,0.32,0.357,0.677
M Perry,WM,1B,0.071,5,14,2,1,0,0,1,1,2,5,0,0,0,0,0,0.188,0.286,0.473
P Leonard,BG,1B,0.225,123,440,52,99,26,0,9,57,42,118,4,1,1,2,12,0.303,0.345,0.648
D Vogelbach,KC,1B,0.284,114,433,55,123,21,0,17,71,57,76,4,4,0,8,11,0.364,0.45,0.814
F Hall,SB,1B,0.195,25,82,6,16,3,0,0,8,6,22,0,0,0,0,3,0.267,0.232,0.498
T Ogle,GL,1B,0.252,130,437,60,110,24,0,12,57,96,76,6,7,2,0,7,0.401,0.389,0.79
N Rodriguez,LC,1B,0.194,47,160,18,31,7,0,1,13,26,53,0,0,1,1,5,0.305,0.256,0.561
J Sever,LC,1B,0.272,101,386,48,105,25,2,7,58,32,80,3,3,1,3,18,0.333,0.402,0.735
P Wisdom,PEO,1B,0.231,104,372,54,86,20,4,13,62,42,114,4,1,3,3,4,0.312,0.411,0.723
M Olson,BEL,1B,0.225,134,481,69,108,32,0,23,93,72,148,4,3,0,3,5,0.326,0.435,0.761
S Mejias-Brean,DAY,1B,0.305,127,479,70,146,35,3,10,79,55,83,3,2,2,3,12,0.381,0.453,0.834
W Hinkle,BUR,1B,0.27,119,444,57,120,30,2,13,68,54,89,2,2,0,1,7,0.359,0.435,0.794
A Giacalone,WIS,1B,0.249,64,229,27,57,13,0,0,25,28,61,0,1,1,4,9,0.331,0.306,0.636
R Dunn,BG,1B,0.209,83,277,40,58,11,1,4,25,37,63,6,0,4,1,5,0.308,0.3,0.608
J Walton,PEO,1B,0.278,109,403,47,112,24,3,3,49,31,77,5,5,2,5,6,0.333,0.375,0.708
G Cooper,WIS,1B,0.287,32,122,15,35,6,3,2,20,10,33,0,0,0,0,5,0.346,0.434,0.78
