Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Alou,BIN,LF,.167,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,.167,.167,.333
L Castillo,BIN,2B,.250,5,16,1,4,0,0,0,2,2,3,0,0,0,0,0,.333,.250,.583
D Ortiz,POR,DH,.250,3,8,2,2,0,0,0,1,2,1,0,0,0,0,1,.400,.250,.650
B Wagner,BIN,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
D Young,HAR,1B,.375,3,8,0,3,1,0,0,0,3,1,0,0,0,0,0,.545,.500,1.045
O Hernandez,BIN,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
R Belliard,HAR,2B,.000,3,12,0,0,0,0,0,0,0,4,0,0,0,0,1,.000,.000,.000
D Reichert,ALT,P,.200,2,5,0,1,0,0,0,0,0,2,0,0,0,0,0,.200,.200,.400
P Feliz,REA,3B,.500,2,8,2,4,0,0,2,2,0,2,0,0,0,0,0,.500,1.250,1.750
B Davis,BOW,C,.227,24,97,10,22,6,1,2,13,5,15,0,0,0,0,5,.272,.371,.643
G Dawkins,REA,2B,.224,19,67,8,15,4,0,1,4,8,13,1,2,0,0,1,.316,.328,.644
S Torrealba,BOW,C,.283,37,120,16,34,8,0,8,26,13,22,1,0,0,0,6,.358,.550,.908
J Estrada,HAR,C,.250,5,20,2,5,0,0,1,3,0,2,0,0,0,0,1,.250,.400,.650
A Eaton,REA,P,.000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
J Wilson,ALT,SS,.316,7,19,1,6,0,0,0,0,4,2,1,0,1,0,0,.458,.316,.774
A Cintron,BOW,SS,.333,3,9,0,3,0,0,0,0,1,2,0,0,0,0,0,.400,.333,.733
V Martinez,AKR,C,.333,2,6,1,2,0,0,1,1,1,2,0,0,0,0,0,.429,.833,1.262
A Machado,BIN,1B,.200,14,40,4,8,2,0,1,6,7,11,0,0,1,0,0,.319,.325,.644
J Padilla,HAR,RF,.330,33,106,25,35,4,0,1,14,17,12,2,2,1,0,4,.437,.396,.833
E Rogers,HAR,SS,.148,7,27,2,4,0,0,0,0,0,2,0,0,2,0,2,.148,.148,.296
J Valentine,REA,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
A Munoz,HAR,P,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
J Kershner,REA,P,.000,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
J Hall,HAR,P,.000,3,4,0,0,0,0,0,1,0,2,0,0,1,0,0,.000,.000,.000
J Anderson,REA,P,.000,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
R Doumit,ALT,C,.429,3,7,0,3,0,0,0,0,0,2,0,0,0,0,0,.429,.429,.857
F Bynum,BOW,SS,.350,6,20,4,7,1,1,1,3,1,3,0,1,1,0,0,.381,.650,1.031
R Church,BIN,RF,.000,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,.000,.000
N Bump,CON,P,.000,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,.000,.000,.000
B Perez,HAR,P,.000,15,4,0,0,0,0,0,0,0,2,0,0,1,0,0,.000,.000,.000
S Victorino,REA,OF,.333,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.667
E Alfonzo,CON,C,.363,19,80,8,29,7,0,2,15,2,18,0,0,0,0,4,.393,.525,.918
C Mendoza,TRN,3B,.280,30,75,10,21,5,1,0,13,14,15,1,1,2,1,2,.396,.373,.769
M St. Pierre,ERI,C,.250,44,156,22,39,9,0,6,31,16,23,0,1,0,0,1,.331,.423,.755
J Hietpas,BIN,P,.000,16,5,0,0,0,0,0,0,0,2,0,0,2,0,0,.000,.000,.000
L Montanez,BOW,LF,.335,116,451,90,151,32,5,26,97,36,63,4,4,0,8,9,.385,.601,.986
J Barfield,AKR,2B,.000,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,.000,.000,.000
J Durbin,REA,P,.000,6,7,1,0,0,0,0,1,3,3,0,0,0,0,0,.300,.000,.300
W Bergolla,HAR,2B,.251,72,267,42,67,15,0,4,26,31,34,5,1,7,3,7,.328,.352,.680
R Belisario,ALT,P,.000,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000
T Bittner,HAR,P,.333,18,3,1,1,0,0,0,0,0,2,0,0,1,0,0,.333,.333,.667
F Guzman,ERI,CF,.281,30,121,27,34,2,6,2,19,16,14,15,5,1,3,1,.362,.446,.808
R Thompson,REA,OF,.300,3,10,1,3,0,1,0,1,0,2,0,0,0,1,1,.273,.500,.773
J Wald,CON,SS,.262,52,168,26,44,10,2,2,15,13,44,2,0,3,0,3,.326,.381,.707
M Perez,ALT,C,.281,57,171,14,48,4,0,2,22,9,32,1,1,2,1,6,.330,.339,.669
M Aubrey,AKR,DH,.282,25,103,14,29,10,1,2,16,8,12,0,0,0,1,2,.330,.456,.787
E Reed,BIN,OF,.229,38,118,16,27,3,0,0,7,11,20,5,2,0,0,0,.300,.254,.554
M Hinckley,HAR,P,.000,11,9,0,0,0,0,0,0,1,2,1,0,2,0,0,.100,.000,.100
E Brito,BIN,P,.250,15,8,1,2,0,0,0,0,0,1,0,0,0,0,0,.250,.250,.500
Z Segovia,HAR,P,.000,4,5,1,0,0,0,0,1,0,2,0,0,0,1,0,.000,.000,.000
A Concepcion,BIN,RF,.241,126,456,56,110,22,3,12,54,18,110,24,6,2,4,13,.277,.382,.658
J Gothreaux,NH,P,--,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,--,--,--
C Duffy,ALT,OF,.259,18,58,7,15,5,1,1,4,7,10,1,1,0,1,3,.333,.431,.764
J Cordido,CON,3B,.116,13,43,4,5,0,0,0,0,2,9,0,0,1,0,2,.156,.116,.272
J Herrera,HAR,C,.264,42,110,27,29,7,0,1,7,25,23,3,2,4,0,2,.426,.355,.780
M Nickeas,BIN,C,.196,17,51,2,10,1,0,1,4,7,7,0,0,0,1,0,.288,.275,.563
C Cosme,ERI,SS,.248,47,165,20,41,4,1,2,12,7,49,0,0,2,0,6,.279,.321,.600
B Peterson,BOW,C,.243,51,177,17,43,9,0,2,20,15,27,0,1,1,1,12,.311,.328,.639
I Desmond,HAR,SS,.251,93,323,42,81,14,0,12,44,31,78,12,8,6,2,7,.318,.406,.724
Y de Caster,HAR,3B,.321,15,56,11,18,5,0,4,16,10,15,1,0,0,0,4,.441,.625,1.066
J Nettles,BOW,3B,.253,134,510,74,129,25,0,24,78,44,84,0,1,0,4,16,.315,.443,.758
A Camacaro,AKR,C,.233,22,73,8,17,3,0,4,14,5,3,1,1,0,0,4,.282,.438,.720
J Bowers,ALT,3B,.239,97,309,40,74,20,2,5,40,21,59,12,3,3,4,8,.291,.366,.656
J Hammond,REA,1B,.280,81,289,42,81,16,2,4,33,44,44,2,2,3,0,9,.377,.391,.768
S Madera,POR,1B,.291,44,172,22,50,9,1,7,29,12,19,1,0,0,2,5,.344,.477,.821
K Phillips,NH,1B,.306,78,268,33,82,16,0,8,34,27,41,0,2,4,1,3,.370,.455,.826
J Gaetti,NBR,LF,1.000,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1.000,4.000,5.000
W Toregas,AKR,C,.296,47,162,22,48,9,0,12,35,17,20,0,1,0,3,2,.371,.574,.945
E Garcia,BIN,CF,.243,104,367,51,89,12,2,4,40,34,83,17,9,11,4,6,.307,.319,.626
A Flores,ERI,C,.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
N Panther,AKR,LF,.248,91,294,44,73,16,2,7,27,45,59,4,0,5,3,10,.345,.388,.733
R Ray,CON,P,.000,17,4,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000
E Baez,HAR,RF,.246,56,167,22,41,9,1,2,13,15,50,5,3,2,0,2,.311,.347,.659
J Barthmaier,ALT,P,.000,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,.000,.000
D Harang,NH,P,.000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000
D Scram,ERI,CF,.253,131,482,70,122,24,4,13,69,57,127,14,3,2,6,3,.335,.400,.735
