Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
D Jeter,NYY,SS,0.19,17,63,8,12,1,0,1,7,8,10,0,0,0,1,3,0.288,0.254,0.542
M Tejada,KC,2B,0.288,53,156,15,45,5,0,3,20,6,25,1,0,3,1,6,0.317,0.378,0.695
M DeRosa,TOR,2B,0.235,88,204,23,48,12,1,7,36,28,49,0,0,0,3,8,0.326,0.407,0.733
J McDonald,BOS,SS,0.133,14,15,3,2,0,0,0,0,2,4,0,0,0,0,0,0.235,0.133,0.369
B Roberts,BAL,2B,0.249,77,265,33,66,12,1,8,39,26,44,3,1,1,4,4,0.312,0.392,0.704
O Infante,DET,2B,0.318,118,453,54,144,24,3,10,51,20,44,5,2,0,3,11,0.345,0.45,0.795
J Reyes,TOR,SS,0.296,93,382,58,113,20,0,10,37,34,47,15,6,0,2,6,0.353,0.427,0.78
R Santiago,DET,2B,0.224,80,205,27,46,8,1,1,14,21,32,0,1,6,1,2,0.298,0.288,0.586
J Carroll,KC,2B,0.211,72,227,26,48,9,0,0,11,17,39,2,1,2,2,3,0.267,0.251,0.518
J Peralta,DET,SS,0.303,107,409,50,124,30,0,11,55,35,98,3,3,1,2,9,0.358,0.457,0.815
R Cano,NYY,2B,0.314,160,605,81,190,41,0,27,107,65,85,7,1,0,5,18,0.383,0.516,0.899
J Hardy,BAL,SS,0.263,159,601,66,158,27,0,25,76,38,73,2,1,3,2,14,0.306,0.433,0.738
R Cedeno,HOU,SS,0.22,51,141,12,31,6,1,1,12,6,42,2,1,5,1,4,0.26,0.298,0.558
B Harris,TEX,SS,0.206,44,107,14,22,4,0,4,9,6,29,0,1,2,1,2,0.252,0.355,0.607
M Izturis,TOR,2B,0.236,107,365,33,86,12,0,5,32,27,38,1,5,3,3,11,0.288,0.31,0.597
E Aybar,LAA,SS,0.271,138,550,68,149,33,5,6,54,23,59,12,7,8,5,14,0.301,0.382,0.683
J Keppinger,CWS,2B,0.253,117,423,38,107,13,1,4,40,20,41,0,1,2,5,14,0.283,0.317,0.6
J Nix,NYY,SS,0.236,87,267,32,63,9,1,3,24,24,80,13,1,4,3,4,0.308,0.311,0.619
H Kendrick,LAA,2B,0.297,122,478,55,142,21,4,13,54,23,89,6,3,3,3,16,0.335,0.439,0.775
I Kinsler,TEX,2B,0.277,136,545,85,151,31,2,13,72,51,59,15,11,3,7,5,0.344,0.413,0.757
R Andino,SEA,2B,0.184,29,76,5,14,4,0,0,4,7,27,0,0,2,0,3,0.253,0.237,0.49
R Roberts,TB,2B,0.247,60,162,15,40,6,0,5,17,11,39,0,2,0,0,3,0.295,0.377,0.671
A Escobar,KC,SS,0.234,158,607,57,142,20,4,4,52,19,84,22,0,9,4,12,0.259,0.3,0.559
A Sanchez,CWS,2B,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
D Bernier,MIN,SS,0.226,33,53,9,12,3,0,0,5,8,15,2,1,2,0,1,0.339,0.283,0.622
B Zobrist,TB,2B,0.275,157,612,77,168,36,3,12,71,72,91,11,3,1,6,18,0.354,0.402,0.756
S Drew,BOS,SS,0.253,124,442,57,112,29,8,13,67,54,124,6,0,0,4,9,0.333,0.443,0.777
A Cabrera,CLE,SS,0.242,136,508,66,123,35,2,14,64,35,114,9,3,6,5,10,0.299,0.402,0.7
B Ryan,NYY,SS,0.197,104,319,30,63,12,0,4,22,23,73,4,2,4,1,11,0.255,0.273,0.528
D Pedroia,BOS,2B,0.301,160,641,91,193,42,2,9,84,73,75,17,5,0,7,24,0.372,0.415,0.787
E Nunez,NYY,SS,0.26,90,304,38,79,17,4,3,28,20,51,10,3,4,5,3,0.307,0.372,0.679
J Weeks,OAK,2B,0.111,8,9,3,1,0,0,0,0,0,5,0,0,0,0,0,0.111,0.111,0.222
A Casilla,BAL,2B,0.214,62,112,15,24,4,1,1,10,9,20,9,2,2,2,1,0.268,0.295,0.563
R Brignac,NYY,SS,0.114,17,44,1,5,1,0,0,0,1,17,0,0,0,0,3,0.133,0.136,0.27
T Greene,CWS,2B,0.222,22,54,7,12,2,1,1,3,3,19,0,0,0,0,1,0.263,0.352,0.615
C Getz,KC,2B,0.22,78,209,29,46,6,1,1,18,20,24,16,3,8,0,9,0.288,0.273,0.561
E Andrus,TEX,SS,0.271,156,620,91,168,17,4,4,67,52,97,42,8,16,6,19,0.328,0.331,0.659
P Ciriaco,KC,SS,0.21,33,62,4,13,3,1,1,4,6,13,3,1,0,1,0,0.275,0.339,0.614
P Florimon,MIN,SS,0.221,134,403,44,89,17,0,9,44,33,115,15,6,5,3,7,0.281,0.33,0.611
E Bonifacio,KC,2B,0.243,136,420,54,102,22,3,3,31,30,103,28,8,6,3,4,0.295,0.331,0.625
E Johnson,KC,2B,0.179,79,162,19,29,2,1,2,9,8,49,14,0,3,0,2,0.218,0.241,0.458
A Gonzalez,NYY,SS,0.176,13,34,3,6,1,0,0,4,0,6,0,0,0,0,1,0.176,0.206,0.382
T Field,LAA,2B,0.154,15,26,4,4,0,0,0,0,1,7,0,0,0,0,0,0.185,0.154,0.339
J Lowrie,OAK,SS,0.29,154,603,80,175,45,2,15,75,50,91,1,0,3,4,17,0.344,0.446,0.791
Y Escobar,TB,SS,0.256,153,508,61,130,27,1,9,56,57,73,4,4,6,4,19,0.332,0.366,0.698
M Kawasaki,TOR,SS,0.229,96,240,27,55,6,5,1,24,32,41,7,1,10,3,5,0.326,0.308,0.634
A Ramirez,CWS,SS,0.284,158,637,68,181,39,2,6,48,26,68,30,9,4,4,17,0.313,0.38,0.693
G Beckham,CWS,2B,0.267,103,371,46,99,22,1,5,24,28,56,5,1,1,4,10,0.322,0.372,0.694
E Escobar,MIN,SS,0.236,66,165,23,39,5,2,3,10,11,34,0,2,2,1,0,0.282,0.345,0.628
Y Navarro,BAL,2B,0.286,8,28,3,8,0,1,0,2,2,8,0,0,1,0,1,0.333,0.357,0.69
S Sizemore,OAK,2B,0.167,2,6,0,1,1,0,0,0,0,2,0,0,0,0,0,0.167,0.333,0.5
G Green,LAA,2B,0.25,45,140,16,35,8,1,1,17,10,44,0,0,0,2,3,0.301,0.343,0.644
J Diaz,BOS,2B,0.0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
M Gonzalez,HOU,SS,0.221,72,204,22,45,8,0,4,14,9,37,6,2,8,1,5,0.252,0.319,0.571
C Triunfel,SEA,SS,0.136,17,44,1,6,1,0,0,2,0,11,0,0,1,1,1,0.152,0.159,0.311
J Altuve,HOU,2B,0.283,152,626,64,177,31,2,5,52,32,85,35,13,4,8,24,0.316,0.363,0.678
J Elmore,HOU,SS,0.242,52,120,16,29,4,0,2,6,13,20,1,6,2,1,1,0.313,0.325,0.638
A Parrino,OAK,SS,0.118,14,34,2,4,2,0,0,1,2,12,0,0,0,0,1,0.167,0.176,0.343
E Sogard,OAK,2B,0.266,130,368,45,98,24,3,2,35,27,51,10,5,6,4,4,0.322,0.364,0.686
H Perez,DET,2B,0.197,34,66,13,13,0,1,0,5,2,15,1,0,2,1,2,0.217,0.227,0.445
J Villar,HOU,SS,0.243,58,210,26,51,9,2,1,8,24,71,18,8,7,0,5,0.321,0.319,0.64
T Beckham,TB,SS,0.429,5,7,1,3,0,0,0,1,0,0,0,0,0,1,0,0.375,0.429,0.804
J Giavotella,KC,2B,0.22,14,41,4,9,3,0,0,4,5,4,0,0,0,0,0,0.333,0.293,0.626
C Joseph,NYY,2B,0.167,2,6,1,1,1,0,0,0,1,1,0,0,0,0,0,0.286,0.333,0.619
J Kipnis,CLE,2B,0.284,149,564,86,160,36,4,17,84,76,143,30,7,5,10,10,0.366,0.452,0.818
B Miller,SEA,SS,0.265,76,306,41,81,11,6,8,36,24,52,5,3,2,2,2,0.318,0.418,0.737
C Phelps,CLE,2B,0.0,4,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
L Garcia,CWS,2B,0.198,45,101,10,20,1,1,0,2,7,34,7,2,2,1,0,0.248,0.228,0.475
N Franklin,SEA,2B,0.225,102,369,38,83,20,1,12,45,42,113,6,1,0,1,2,0.303,0.382,0.686
J Schoop,BAL,2B,0.286,5,14,5,4,0,0,1,1,1,2,0,0,0,0,2,0.333,0.5,0.833
B Holt,BOS,2B,0.203,26,59,9,12,2,0,0,11,7,4,1,0,3,3,0,0.275,0.237,0.513
R Goins,TOR,2B,0.252,34,119,11,30,5,0,2,8,2,28,0,0,0,0,1,0.264,0.345,0.609
B Dozier,MIN,2B,0.244,147,558,72,136,33,4,18,66,51,120,14,7,3,4,14,0.312,0.414,0.726
J Iglesias,DET,SS,0.303,109,350,39,106,16,2,3,29,15,60,5,2,4,2,7,0.349,0.386,0.735
X Bogaerts,BOS,SS,0.25,18,44,7,11,2,0,1,5,5,13,1,0,0,1,1,0.32,0.364,0.684
J Profar,TEX,2B,0.234,85,286,30,67,11,0,6,26,26,63,2,4,6,1,1,0.308,0.336,0.644
J Ramirez,CLE,2B,0.333,15,12,5,4,0,1,0,0,2,2,0,1,0,0,0,0.429,0.5,0.929
