Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Cairo,DAY,3B,.000,3,10,0,0,0,0,0,0,0,2,0,0,1,0,0,.000,.000,0.0
J Hannahan,LC,3B,.125,2,8,0,1,0,0,0,1,0,4,0,0,0,0,0,.125,.125,0.25
G Suarez,GL,OF,.333,7,21,4,7,0,0,0,2,4,2,2,0,0,0,0,.462,.333,0.795
D Stubbs,DAY,CF,.100,3,10,0,1,0,0,0,1,1,2,0,0,0,0,0,.182,.100,0.282
J Votto,DAY,1B,.200,3,5,1,1,0,0,0,1,3,1,0,0,0,1,0,.444,.200,0.644
C Gomez,WIS,CF,.154,4,13,2,2,0,0,1,3,1,4,0,0,0,0,0,.214,.385,0.599
P Guerrero,GL,SS,.225,90,293,38,66,15,3,10,42,16,91,7,1,7,5,2,.273,.399,0.672
C Santana,LC,C,.250,1,4,1,1,0,0,1,2,0,0,0,0,0,0,0,.250,1.000,1.25
N Akins,GL,RF,.238,55,189,31,45,10,1,8,24,28,48,10,6,0,2,3,.348,.429,0.777
C Ramirez,CLI,2B,.190,6,21,3,4,0,0,0,0,3,2,0,0,0,0,1,.320,.190,0.51
M Yepez,CLI,RF,.219,44,146,21,32,4,1,2,20,14,33,1,0,2,2,2,.293,.301,0.594
J Goncalves,BEL,CF,.278,86,306,42,85,16,4,2,31,39,50,14,9,6,4,5,.370,.376,0.746
D Medina,QC,1B,.241,120,431,56,104,31,2,9,72,50,133,3,3,2,3,17,.318,.385,0.703
M Pericht,GL,C,.186,14,43,5,8,3,0,1,2,7,18,1,0,0,0,0,.340,.326,0.665
K Schutz,LAN,LF,.227,19,66,7,15,4,1,0,6,4,22,0,0,0,0,1,.292,.318,0.61
L Durham,WM,DH,.238,51,164,21,39,12,3,5,25,40,64,1,0,0,1,1,.388,.439,0.827
L Castillo,WM,CF,.280,12,50,12,14,4,2,2,11,3,6,0,1,2,2,0,.309,.560,0.869
