Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Bryce Brentz,PawPor,233,31,69,15,1,8,40,5,2,22,70,0.296,0.355,0.472,0.827
Travis Shaw,PorSal,231,39,64,23,1,7,37,6,0,31,69,0.277,0.367,0.476,0.843
Keury De La Cruz,SalGre,263,36,81,21,5,10,44,13,4,14,57,0.308,0.35,0.54,0.89
Brandon Jacobs,Sal,208,36,59,19,0,8,29,12,6,28,57,0.284,0.378,0.49,0.868
Boss Moanaroa,Gre,184,27,46,11,0,2,32,0,0,40,57,0.25,0.38,0.342,0.722
Sean Coyle,Sal,224,30,58,16,2,3,31,8,0,16,56,0.259,0.327,0.388,0.715
Jeremy Hazelbaker,PawPor,247,49,83,14,5,14,47,20,7,18,52,0.336,0.398,0.603,1.001
Henry Ramos,Gre,219,30,48,13,3,3,28,6,2,24,51,0.219,0.299,0.347,0.646
Xander Bogaerts,PorSal,244,44,82,23,2,13,50,4,2,23,49,0.336,0.401,0.607,1.008
Jackie Bradley,PorSal,240,52,79,23,2,5,39,11,1,48,49,0.329,0.44,0.504,0.945
Shannon Wilkerson,PorSal,244,29,62,10,3,1,23,15,1,13,49,0.254,0.292,0.332,0.624
Garin Cecchini,Gre,218,45,64,19,2,2,34,29,4,34,46,0.294,0.402,0.427,0.828
Heiker Meneses,PorSal,186,28,46,11,3,2,18,12,5,6,44,0.247,0.289,0.371,0.66
Christian Vazquez,PorSal,175,27,41,9,0,3,25,2,0,25,43,0.234,0.337,0.337,0.674
Michael Almanzar,Sal,234,33,78,23,0,4,24,5,2,21,42,0.333,0.391,0.483,0.874
Jose Garcia,Gre,187,39,48,8,2,5,23,15,5,23,42,0.257,0.338,0.401,0.739
Lars Anderson,Paw,175,31,38,11,0,6,23,1,0,33,42,0.217,0.335,0.383,0.718
Derrik Gibson,Por,210,26,50,11,2,0,14,6,2,24,41,0.238,0.314,0.31,0.623
J.C. Linares,PawPor,217,39,73,15,2,10,35,0,1,13,35,0.336,0.379,0.562,0.941
Che-Hsuan Lin,Paw,195,18,42,6,3,0,13,4,3,14,34,0.215,0.276,0.277,0.553
