Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS318,44.0,0.0,0.0,1994.0,L,2.0,U21W,02/12/2012,1.0,AUS3020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,43.5,0.0,0.0,1994.0,L,1.0,U21W,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS101,42.5,0.0,0.0,1994.0,L,1.0,U17F,04/09/2012,13.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,11NZL08,42.0,0.0,0.0,1994.0,L,1.0,U17G,01/29/2012,4.0,NZL50001
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS318,41.0,0.0,0.0,1994.0,L,1.0,U21W,02/12/2012,1.0,AUS3020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,40.0,0.0,0.0,1994.0,L,1.0,U17F,03/08/2012,6.0,AUS3030
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS322,39.5,0.0,0.0,1994.0,L,2.0,U17F,03/04/2012,2.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS328,39.0,0.0,0.0,1994.0,L,2.0,U17G,03/25/2012,3.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,39.0,0.0,0.0,1994.0,L,2.0,U17F,03/08/2012,6.0,AUS3030
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS314,38.5,0.0,0.0,1994.0,L,1.0,U17F,01/08/2012,7.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS322,38.5,0.0,0.0,1994.0,L,1.0,U17F,03/04/2012,2.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,32.5,0.0,0.0,1994.0,L,2.0,U21W,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
