Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Wilson,WTN,SS,0.5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0
A Machado,HVL,SS,0.265,99,249,23,66,20,1,1,30,38,67,0,1,5,2,1,0.362,0.365,0.728
A Amezaga,CHA,SS,1.0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,2.0
J Wald,MOB,SS,0.161,72,205,12,33,7,1,1,17,27,88,1,3,6,3,3,0.262,0.22,0.481
T Harbin,MOB,SS,0.259,118,433,48,112,27,3,6,45,24,78,10,8,3,6,10,0.306,0.376,0.682
F Cortez,BIR,SS,0.38,23,92,7,35,9,0,0,11,5,4,5,2,1,0,2,0.412,0.478,0.891
J Dominguez,WTN,SS,0.213,22,61,5,13,2,1,2,4,5,18,0,2,4,0,2,0.273,0.377,0.65
B Dowdy,HVL,SS,0.111,3,9,1,1,0,0,0,0,0,2,0,0,1,0,0,0.111,0.111,0.222
L Bolivar,MIS,SS,0.277,47,159,22,44,6,2,3,17,13,41,5,4,1,0,1,0.339,0.396,0.735
J Gonzalez,MIS,SS,0.206,34,102,7,21,4,0,0,12,14,26,0,0,1,1,0,0.322,0.245,0.567
E Herrera,CHA,SS,0.258,97,299,44,77,11,4,2,38,47,71,31,10,12,3,6,0.363,0.341,0.704
A Zazueta,MIS,SS,0.0,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
C De La Cruz,MTG,SS,0.27,94,330,32,89,12,4,4,26,27,44,0,4,9,1,5,0.324,0.367,0.691
R Hudson,BIR,SS,0.214,4,14,3,3,1,0,0,2,3,3,1,0,0,0,1,0.353,0.286,0.639
M Rojas,CAR,SS,0.222,7,27,1,6,0,0,0,4,2,4,1,1,0,0,0,0.276,0.222,0.498
E Escobar,BIR,SS,0.262,49,202,22,53,8,3,3,22,9,35,3,0,5,0,5,0.294,0.376,0.67
J Fuller,BIR,SS,0.188,25,80,8,15,0,2,0,5,10,21,2,0,5,1,0,0.283,0.238,0.52
O Martinez,JAX,SS,0.302,130,516,90,156,28,4,5,54,49,64,13,9,11,2,10,0.372,0.401,0.773
K Negron,CAR,SS,0.272,120,470,79,128,19,6,11,41,51,97,34,9,7,3,5,0.361,0.409,0.77
S O'Malley,MTG,SS,0.181,44,144,18,26,1,3,0,7,16,32,9,1,3,0,0,0.289,0.229,0.518
M Gonzalez,TNS,SS,0.246,86,305,24,75,11,3,4,41,17,40,6,4,3,4,7,0.284,0.341,0.625
C Triunfel,WTN,SS,0.257,129,470,51,121,12,1,7,42,13,54,2,8,5,3,18,0.286,0.332,0.618
S Castro,TNS,SS,0.376,26,109,20,41,8,5,1,20,9,11,4,5,0,2,3,0.421,0.569,0.99
R Gress,MIS,SS,0.25,39,96,13,24,4,0,2,6,11,26,0,1,3,0,1,0.339,0.354,0.694
G Paiml,BIR,SS,0.237,70,232,29,55,9,1,2,21,11,54,5,1,7,1,4,0.279,0.31,0.59
Z Wheeler,HVL,SS,0.275,135,480,76,132,21,2,11,65,70,77,8,4,1,3,14,0.382,0.396,0.778
T Pastornicky,MIS,SS,0.254,38,134,22,34,5,2,2,15,16,22,11,2,7,2,4,0.333,0.366,0.699
D Gordon,CHA,SS,0.277,133,555,86,154,17,10,2,39,40,89,53,20,9,3,3,0.332,0.355,0.687
N Franklin,WTN,SS,0.667,1,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0.75,0.667,1.417
