Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Sandberg,WIC,3B,0.103,18,68,5,7,0,0,1,2,9,20,0,0,0,0,1,0.218,0.147,0.365
J Richardson,SPR,3B,0.291,113,430,65,125,22,1,18,78,47,118,0,2,0,3,9,0.369,0.472,0.841
T Olson,TUL,3B,0.29,11,31,3,9,0,1,1,8,1,8,0,0,0,0,0,0.313,0.452,0.764
R Lewis,WIC,3B,0.26,15,50,2,13,1,0,0,6,3,6,0,1,1,1,2,0.296,0.28,0.576
J Nettles,WIC,3B,0.267,58,221,24,59,14,0,8,41,16,52,1,0,0,4,4,0.311,0.439,0.75
R Washington,SPR,3B,0.263,25,95,13,25,4,0,4,20,7,10,0,0,0,1,2,0.324,0.432,0.755
C Colonel,TUL,3B,0.309,134,527,78,163,47,0,17,84,46,80,6,4,0,6,13,0.362,0.495,0.857
T Metcalf,FRI,3B,0.28,55,200,38,56,18,0,7,34,21,44,2,1,0,4,3,0.345,0.475,0.82
E Lucas,WIC,3B,0.28,34,125,19,35,6,1,3,17,9,23,2,1,1,0,5,0.328,0.416,0.744
E Frostad,FRI,3B,0.241,90,307,39,74,13,1,13,44,33,83,3,1,0,3,5,0.32,0.417,0.737
C Headley,SA,3B,0.33,121,433,82,143,38,5,20,78,74,114,1,0,0,4,7,0.437,0.58,1.016
T Everidge,MID,3B,0.361,10,36,7,13,4,0,0,4,2,5,0,0,0,0,1,0.395,0.472,0.867
M Leslie,MID,3B,0.288,108,386,53,111,28,1,5,47,64,75,1,1,1,3,14,0.386,0.404,0.79
A Fox,FRI,3B,0.277,80,274,38,76,12,3,6,28,19,54,5,4,5,2,8,0.333,0.409,0.742
N Sellers,CC,3B,0.282,111,358,49,101,23,1,7,43,19,61,0,2,1,2,12,0.327,0.411,0.738
J Dragicevich,TUL,3B,0.248,36,117,12,29,7,0,5,19,11,39,0,1,1,2,1,0.323,0.436,0.759
F Sandoval,ARK,3B,0.305,127,472,84,144,32,6,11,72,67,78,21,11,12,7,12,0.392,0.468,0.86
J Eure,WIC,3B,0.209,24,91,9,19,4,1,2,11,6,29,2,1,0,0,0,0.28,0.341,0.621
J Baisley,MID,3B,0.257,101,404,60,104,22,3,11,46,29,84,4,1,0,6,5,0.308,0.408,0.716
A Craig,SPR,3B,0.292,7,24,5,7,2,0,3,3,1,6,0,0,0,0,1,0.32,0.75,1.07
