Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
L Reyes,TC,LF,0.194,41,139,16,27,6,0,1,17,11,30,3,3,1,1,1,0.261,0.259,0.52
O Sandoval,TC,LF,0.279,39,122,23,34,6,3,1,14,12,37,10,1,0,1,1,0.373,0.402,0.775
K Clark,TC,LF,0.26,59,181,32,47,11,1,5,28,35,39,19,4,1,1,4,0.392,0.414,0.806
W Dotel,EVE,RF,0.341,46,170,31,58,10,2,6,24,6,40,7,5,4,1,5,0.386,0.529,0.915
G Benedict,EUG,LF,0.259,30,116,12,30,7,0,1,12,11,30,4,1,0,0,1,0.348,0.345,0.693
C Hartman,EUG,RF,0.196,30,102,14,20,1,0,2,12,14,32,1,0,1,2,4,0.294,0.265,0.559
A Barto,SPO,LF,0.263,52,190,27,50,6,3,7,27,14,71,8,0,0,1,3,0.325,0.437,0.762
R Lollis,SK,RF,0.312,52,199,31,62,9,3,2,25,20,24,1,5,0,1,2,0.373,0.417,0.79
T Sherlock,YAK,RF,0.238,65,193,23,46,10,1,2,24,28,66,1,3,0,3,2,0.342,0.332,0.674
T Wright,EUG,RF,0.231,28,108,13,25,4,2,1,12,3,23,1,0,0,1,3,0.263,0.333,0.596
J Medina,SK,CF,0.178,34,90,15,16,3,1,0,7,6,28,0,1,4,0,0,0.245,0.233,0.478
M Alfonzo,SPO,LF,0.214,11,42,7,9,3,1,1,8,6,12,0,1,0,1,3,0.333,0.405,0.738
D Cook,SK,LF,0.294,61,235,39,69,11,4,2,37,18,36,7,3,4,2,8,0.354,0.4,0.754
M Yepez,EVE,LF,0.0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
R Rodriguez,YAK,CF,0.162,58,142,14,23,5,1,0,11,12,48,13,1,2,1,3,0.236,0.211,0.447
F Peguero,SK,RF,0.394,17,71,14,28,3,1,0,12,3,9,7,0,0,1,4,0.421,0.465,0.886
K Soto,BOI,OF,0.071,10,28,4,2,1,0,0,1,3,6,0,1,0,0,1,0.188,0.107,0.295
A Fie,YAK,RF,0.273,11,22,3,6,1,0,1,5,3,12,3,0,0,0,0,0.36,0.455,0.815
C Andersen,BOI,LF,0.228,16,57,2,13,4,0,0,6,3,20,0,0,0,0,3,0.267,0.298,0.565
M Velazquez,SPO,RF,0.297,54,209,33,62,12,2,10,40,19,43,9,2,0,1,4,0.359,0.517,0.876
S Lowe,TC,LF,0.147,31,95,17,14,1,1,1,8,8,41,10,1,0,1,1,0.255,0.211,0.465
T House,VAN,CF,0.291,56,196,31,57,3,0,0,16,17,38,19,10,3,0,4,0.365,0.306,0.671
C Podraza,SPO,CF,0.274,27,113,15,31,6,0,3,13,7,20,4,3,0,2,2,0.323,0.407,0.73
B Lindsley,SK,LF,0.173,38,98,15,17,2,0,3,17,4,20,5,4,0,2,3,0.224,0.286,0.51
K Sams,EVE,CF,0.375,4,16,5,6,1,0,3,6,1,7,2,0,0,0,0,0.412,1.0,1.412
J Rivero,EVE,OF,0.251,62,207,35,52,10,3,4,32,23,66,8,0,2,2,3,0.335,0.386,0.721
J Crisotomo,VAN,RF,0.297,47,158,23,47,5,0,0,16,15,25,4,4,2,1,3,0.36,0.329,0.689
A Inciarte,YAK,LF,0.222,57,153,16,34,5,1,1,8,20,23,3,2,1,1,4,0.31,0.288,0.598
R Davis,BOI,OF,0.245,47,163,20,40,6,4,0,18,13,58,8,1,0,2,2,0.313,0.331,0.644
R Royster,EVE,LF,0.325,41,151,38,49,11,2,7,27,22,39,8,3,3,1,2,0.415,0.563,0.978
T Worthington,YAK,CF,0.204,65,186,26,38,10,0,1,16,13,62,8,4,2,0,6,0.264,0.274,0.538
C Curry,SK,CF,0.204,43,142,23,29,7,1,0,13,11,24,10,3,4,3,4,0.31,0.268,0.577
F Guzman,BOI,CF,0.118,6,17,2,2,0,0,0,1,6,5,1,1,0,0,0,0.348,0.118,0.465
J Valdez,BOI,CF,0.302,54,192,21,58,2,1,0,11,14,32,17,7,3,0,2,0.353,0.323,0.676
J Codiroli,EUG,CF,0.29,59,224,42,65,5,2,4,29,39,37,15,8,1,2,6,0.404,0.384,0.788
R Dixon,VAN,LF,0.214,57,196,25,42,7,0,2,16,23,73,6,4,0,2,2,0.3,0.281,0.581
C Dove,SPO,LF,0.125,3,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0.125,0.125,0.25
R Mantle,SK,RF,0.218,33,101,18,22,3,1,2,9,13,39,3,1,1,0,1,0.319,0.327,0.646
M Cerione,EVE,CF,0.266,43,173,28,46,10,2,7,14,20,46,2,2,0,0,1,0.349,0.468,0.817
B Jackson,BOI,OF,0.33,24,88,14,29,1,1,1,15,17,20,2,1,0,0,1,0.443,0.398,0.841
J Jones,EVE,RF,0.311,45,164,28,51,12,2,3,24,19,40,0,3,0,0,4,0.392,0.463,0.856
K Matthes,TC,RF,0.289,63,239,39,69,23,1,5,35,21,77,6,4,4,3,4,0.364,0.456,0.82
M Richard,VAN,RF,0.255,53,192,26,49,4,2,1,22,26,41,4,2,2,5,5,0.348,0.313,0.661
T Wheeler,TC,CF,0.256,68,273,44,70,13,3,5,35,29,60,10,4,2,2,3,0.332,0.381,0.713
E Williams,EUG,CF,0.2,6,25,1,5,2,0,1,3,4,11,0,0,0,0,1,0.31,0.4,0.71
E Crawford,SK,CF,0.316,31,114,23,36,8,2,1,23,9,30,5,2,1,2,1,0.375,0.447,0.822
B Davis,EUG,RF,0.329,20,73,19,24,7,2,0,6,16,16,11,1,1,1,2,0.468,0.479,0.948
D Fitzgerald,BOI,LF,0.267,27,105,13,28,4,1,2,5,4,22,3,0,1,0,0,0.294,0.381,0.675
D Kaczrowski,YAK,LF,0.266,71,274,43,73,16,1,1,20,28,42,12,3,4,2,6,0.345,0.343,0.688
K Loretelli,EUG,RF,0.218,30,101,13,22,5,0,1,7,12,40,1,2,0,0,1,0.331,0.297,0.628
J Prince,SPO,RF,0.283,55,198,36,56,9,0,6,29,28,29,3,2,0,0,6,0.388,0.419,0.807
K Rhoad,SPO,CF,0.232,53,177,40,41,3,1,0,14,25,52,18,3,3,3,3,0.338,0.26,0.598
M Vern,EUG,LF,0.237,54,207,27,49,6,5,4,24,15,71,7,1,0,1,6,0.306,0.372,0.678
