Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Alou,MTS,LF,.333,5,15,2,5,1,0,1,3,1,2,0,0,0,0,0,.412,.600,1.012
R White,TWI,OF,.435,7,23,1,10,4,0,0,3,3,2,0,0,0,0,0,.500,.609,1.109
G Lombard,NAT,OF,.467,5,15,3,7,2,0,0,1,4,2,1,1,1,0,1,.579,.600,1.179
P Hoover,MRL,C,.440,7,25,7,11,5,0,0,4,0,5,0,0,0,1,0,.423,.640,1.063
M Mora,ORI,3B,.286,2,7,1,2,1,0,0,1,0,1,0,0,0,0,0,.286,.429,.714
D Wise,RDS,OF,.333,2,6,2,2,1,0,0,0,0,2,1,0,0,0,0,.333,.500,.833
T Sears,MRL,1B,.409,7,22,3,9,1,0,0,4,1,3,0,0,0,0,2,.519,.455,.973
E Chavez,MTS,OF,.625,2,8,2,5,0,0,0,4,1,2,0,0,0,1,0,.600,.625,1.225
K Harvey,TWI,1B,.222,5,18,2,4,3,0,1,4,2,3,0,0,0,0,0,.300,.556,.856
N Jackson,PHL,OF,.500,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,.667,.500,1.167
S Choo,IND,DH,.200,2,5,0,1,1,0,0,2,0,1,0,0,0,0,0,.333,.400,.733
J Bautista,PIR,3B,.375,2,8,1,3,2,0,0,1,0,1,0,0,0,0,0,.375,.625,1.000
M Perez,RDS,C,.417,4,12,4,5,1,0,1,3,1,2,0,0,0,0,0,.462,.750,1.212
T Blanco,NAT,OF,.296,10,27,4,8,3,0,2,4,3,9,0,0,0,0,0,.406,.630,1.036
C Duffy,PIR,OF,.308,4,13,1,4,1,0,0,1,1,0,0,0,0,0,0,.400,.385,.785
R Gorecki,CAR,OF,.313,10,32,7,10,5,0,0,5,4,4,4,0,0,0,1,.389,.469,.858
V Mendez,MTS,OF,.313,5,16,3,5,3,0,1,2,2,3,1,0,0,0,1,.389,.688,1.076
R Washington,CAR,3B,.429,6,14,6,6,0,1,1,5,5,1,0,0,0,0,0,.579,.786,1.365
V Buttler,PIR,OF,.273,6,22,6,6,1,1,0,1,3,1,1,0,0,0,1,.360,.409,.769
E Polanco,ORI,1B,.318,54,217,35,69,18,0,5,37,14,39,3,0,0,2,10,.367,.470,.837
R Burgos,RSX,1B,.268,42,138,27,37,8,0,7,23,23,39,1,0,0,2,3,.372,.478,.850
M Mesa,YAN,OF,.235,49,153,27,36,10,2,3,13,9,55,5,3,2,1,2,.293,.386,.679
F Martinez,MRL,OF,.218,33,87,10,19,5,0,0,8,9,20,5,1,1,1,2,.296,.276,.572
L Day,YAN,C,.213,21,47,4,10,3,0,0,8,3,2,0,0,0,2,2,.304,.277,.580
B Hubbert,MTS,OF,.203,35,128,19,26,5,0,3,12,9,52,4,3,0,1,1,.290,.313,.602
J Jay,CAR,OF,.500,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,.500,.500,1.000
P Andersen,CAR,P,.500,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,.667,.500,1.167
R Santana,TWI,SS,.211,18,57,10,12,3,1,1,9,4,14,4,3,0,2,2,.288,.351,.639
C Guzman,MTS,OF,.215,38,130,19,28,6,1,5,24,24,37,6,0,0,0,8,.358,.392,.751
A Perez,YAN,OF,.280,32,107,15,30,5,0,5,11,13,17,4,2,1,1,1,.366,.467,.833
R Wehrle,YAN,SS,.280,30,107,14,30,7,0,3,13,13,12,0,1,0,1,4,.361,.430,.791
K Peter,TIG,OF,.500,3,8,4,4,1,0,0,0,3,0,2,0,0,0,0,.636,.625,1.261
M Thayer,PHL,OF,.333,2,6,4,2,1,0,0,0,2,2,0,0,0,0,0,.500,.500,1.000
J Phillabaum,NAT,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
J Poppert,NAT,C,.250,4,12,4,3,0,1,0,2,0,5,1,0,0,0,0,.250,.417,.667
D Ryan,TIG,C,.063,6,16,1,1,0,0,0,1,4,5,0,0,0,0,2,.250,.063,.313
C Blair,PIR,2B,.500,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,.500,.500,1.000
P Maat,MTS,C,.190,19,42,4,8,2,0,0,3,10,12,0,0,0,1,1,.352,.238,.590
J Nilsson,IND,3B,.229,26,83,21,19,6,0,2,9,4,27,0,0,1,0,1,.340,.373,.714
J Tarnow,ORI,C,.221,22,68,7,15,4,0,0,8,9,12,1,1,1,0,3,.321,.279,.600
C Armstrong,IND,OF,.265,37,113,12,30,5,0,0,14,12,33,10,1,0,1,0,.359,.310,.669
D Scott,RDS,1B,.293,43,140,14,41,7,1,2,22,15,34,1,1,0,1,4,.359,.400,.759
S Thomas,CAR,C,.385,10,26,3,10,1,0,0,6,1,7,0,0,0,0,0,.407,.423,.830
V Alvarez,PIR,SS,.212,36,99,18,21,2,0,0,7,26,19,3,0,3,1,2,.373,.232,.605
E Conde,CAR,OF,.173,27,75,7,13,4,1,1,11,7,32,1,1,0,1,0,.250,.293,.543
A Quiroz,PHL,OF,.272,53,195,38,53,10,1,2,17,33,45,20,5,1,1,2,.378,.364,.742
J Guzman,TIG,SS,.205,44,151,17,31,4,1,2,25,12,31,5,3,4,2,6,.261,.285,.545
K Perez,YAN,P,.000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
L Milledge,MTS,CF,.143,2,7,1,1,1,0,0,0,1,2,0,1,0,0,1,.333,.286,.619
M Crockett,MRL,OF,.267,27,101,20,27,10,2,3,16,16,33,5,3,1,0,0,.368,.495,.863
B Finegan,IND,SS,.071,5,14,1,1,0,0,0,0,2,4,0,1,0,0,2,.188,.071,.259
C Haerther,CAR,OF,.333,4,12,1,4,1,1,0,1,1,1,0,0,0,0,0,.385,.583,.968
J Moran,PHL,OF,.000,2,3,1,0,0,0,0,0,2,0,1,0,0,0,0,.400,.000,.400
L Rivera,MTS,SS,.207,7,29,4,6,0,1,0,3,0,1,1,1,0,0,1,.233,.276,.509
G Casanova,DGR,2B,.333,4,15,4,5,0,0,1,3,1,2,0,0,0,0,0,.375,.533,.908
S Robinson,CAR,OF,.182,4,11,1,2,0,0,0,1,2,1,0,0,0,1,0,.286,.182,.468
