Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
D Duran,PRN,SS,0.191,18,47,5,9,1,0,0,0,7,14,1,0,0,0,0,0.296,0.213,0.509
E Paulino,PRN,SS,0.242,27,95,15,23,4,1,1,6,8,26,3,0,0,0,6,0.308,0.337,0.645
L Mateo,JC,SS,0.161,18,56,11,9,0,0,1,3,5,11,4,1,0,1,0,0.238,0.214,0.452
K Peoples-Walls,JC,SS,0.3,59,237,41,71,11,4,7,35,15,73,9,3,1,0,2,0.352,0.468,0.82
D Lugo,BLU,SS,0.297,51,192,28,57,11,2,6,36,5,28,1,0,0,3,7,0.317,0.469,0.786
J Santos,BRS,SS,0.152,30,99,8,15,2,2,1,8,5,41,2,2,1,0,6,0.2,0.242,0.442
L Reynoso,GRN,SS,0.25,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0.25,0.5
F Barreto,BLU,SS,0.204,15,54,4,11,5,1,0,7,2,14,0,2,0,0,2,0.259,0.333,0.592
S Edwards,PRN,SS,0.232,51,194,29,45,9,2,2,16,15,50,13,3,3,0,1,0.29,0.33,0.62
J Camargo,DAN,SS,0.294,57,228,28,67,7,4,0,14,18,31,3,3,5,0,5,0.359,0.36,0.718
E Vielma,ELZ,SS,0.217,6,23,7,5,0,0,0,1,1,7,1,0,0,0,1,0.308,0.217,0.525
Z Shank,PUL,SS,0.23,52,183,30,42,11,5,1,19,21,22,9,0,4,2,3,0.322,0.361,0.683
T Smith,PUL,SS,0.32,52,200,33,64,16,3,2,34,18,32,12,5,2,4,0,0.394,0.46,0.854
R Walker,ELZ,SS,0.267,42,135,18,36,4,0,1,14,17,27,4,1,0,3,1,0.342,0.319,0.66
A Rosario,KNG,SS,0.241,58,212,22,51,8,4,3,23,11,43,2,6,0,2,7,0.279,0.358,0.637
C Avila,ELZ,SS,0.206,24,68,6,14,1,0,0,4,10,18,1,2,2,1,2,0.313,0.221,0.533
K Kuntz,BUR,SS,0.208,36,96,9,20,2,0,0,6,9,21,1,1,3,2,2,0.284,0.229,0.514
T Lindauer,GRN,SS,0.247,29,97,16,24,7,0,0,10,7,28,0,2,2,2,2,0.306,0.32,0.625
T Thomas,BRS,SS,0.319,51,210,31,67,10,4,4,30,4,33,2,4,0,2,4,0.329,0.462,0.791
