Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Tim Hudson,SF,20,5,2,0,1,1,1,1,0,0,0.25,0.286,0.5,0.786
Tim Lincecum,SF,15,3,1,0,1,1,1,3,1,0,0.2,0.25,0.467,0.717
Clayton Kershaw,LA,14,5,1,0,0,1,1,5,0,0,0.357,0.4,0.429,0.829
Yusmeiro Petit,SF,13,5,1,0,3,4,1,4,0,0,0.385,0.429,1.154,1.582
Ryan Vogelsong,SF,13,4,2,0,0,1,2,4,0,0,0.308,0.4,0.462,0.862
Dan Haren,MIA,13,3,0,0,0,2,1,3,0,1,0.231,0.286,0.231,0.516
Wade Miley,BOS,13,3,1,0,1,3,2,2,0,0,0.231,0.333,0.538,0.872
Jordan Lyles,COL,12,4,1,0,0,3,0,2,0,0,0.333,0.333,0.417,0.75
Aaron Harang,PHI,11,3,0,0,0,1,1,0,0,0,0.273,0.333,0.273,0.606
Kyle Kendrick,COL,11,3,1,0,0,1,4,2,0,0,0.273,0.467,0.364,0.83
Ian Kennedy,SD,11,3,0,0,1,2,1,5,0,0,0.273,0.333,0.545,0.879
Trevor Cahill,LA,10,4,1,0,0,1,3,0,0,0,0.4,0.571,0.5,1.071
Sergio Romo,SF,9,1,0,0,1,2,0,1,0,0,0.111,0.111,0.444,0.556
Jordan Zimmermann,WAS,9,1,1,0,0,2,0,5,0,0,0.111,0.111,0.222,0.333
Chase Anderson,AZ,8,3,0,0,3,6,1,2,0,0,0.375,0.4,1.5,1.9
Kyle Lohse,MIL,8,3,1,0,0,2,1,2,0,1,0.375,0.444,0.5,0.944
Jean Machi,BOS,8,3,2,0,1,6,0,1,0,0,0.375,0.375,1.0,1.375
Paul Maholm, ,8,2,0,0,1,2,0,2,0,0,0.25,0.25,0.625,0.875
Madison Bumgarner,SF,8,1,1,0,0,1,0,3,1,0,0.125,0.111,0.25,0.361
Matt Cain,SF,8,1,1,0,0,1,1,1,0,0,0.125,0.222,0.25,0.472
Josh Collmenter,AZ,8,1,0,0,0,0,2,1,0,0,0.125,0.3,0.125,0.425
Andrew Cashner,SD,7,3,1,0,0,0,1,1,0,1,0.429,0.5,0.571,1.071
Tom Koehler,MIA,7,3,0,0,0,0,1,2,0,0,0.429,0.5,0.429,0.929
Julio Teheran,ATL,7,3,2,0,0,2,1,1,0,0,0.429,0.5,0.714,1.214
Kenley Jansen,LA,7,2,0,0,0,0,1,3,1,0,0.286,0.375,0.286,0.661
Drew Pomeranz,OAK,7,2,1,0,1,3,0,1,0,0,0.286,0.286,0.857,1.143
Zack Greinke,LA,7,1,1,0,0,0,1,3,0,0,0.143,0.25,0.286,0.536
Chad Bettis,COL,6,3,0,0,0,1,1,1,0,0,0.5,0.571,0.5,1.071
Adam Ottavino,COL,6,3,0,0,0,0,1,0,0,0,0.5,0.571,0.5,1.071
Brad Ziegler,AZ,6,3,0,0,0,0,0,1,0,1,0.5,0.5,0.5,1.0
Johnny Cueto,KC,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Oliver Perez,AZ,6,2,0,0,0,0,1,4,0,0,0.333,0.429,0.333,0.762
Adam Wainwright,STL,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Kevin Correia,PHI,6,1,0,0,0,3,1,0,0,0,0.167,0.25,0.167,0.417
Yovani Gallardo,TEX,6,1,0,0,0,0,2,1,0,0,0.167,0.375,0.167,0.542
Carlos Martinez,STL,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,0.333
Brandon McCarthy,LA,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,0.333
Jeff Francis,TOR,6,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0
Mat Latos,MIA,6,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Yohan Flande,COL,5,3,0,0,0,0,0,1,0,0,0.6,0.667,0.6,1.267
Tyler Skaggs,ANA,5,3,1,0,0,2,0,1,0,0,0.6,0.6,0.8,1.4
Rubby De La Rosa,AZ,5,2,1,0,1,2,2,1,0,0,0.4,0.571,1.2,1.771
Nathan Eovaldi,NY-A,5,2,0,0,0,0,3,0,0,0,0.4,0.625,0.4,1.025
Carlos Torres,NY-N,5,2,0,0,0,0,0,2,0,0,0.4,0.4,0.4,0.8
Zack Wheeler,NY-N,5,2,0,0,1,1,0,1,0,0,0.4,0.4,1.0,1.4
Jeremy Affeldt,SF,5,1,0,0,0,0,0,2,2,0,0.2,0.2,0.2,0.4
