Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
T Nixon,MTS,DH,0.6,3,10,1,6,2,0,0,1,1,0,0,0,0,0,0,0.636,0.8,1.436
L Grullon,TIG,DH,0.186,27,70,5,13,4,0,0,6,1,28,0,0,0,2,0,0.234,0.243,0.477
B Hiraldo,CAR,DH,0.254,41,126,12,32,8,3,2,13,12,34,3,4,0,2,3,0.319,0.413,0.732
D Shepherd,CAR,DH,0.272,34,114,16,31,6,0,0,7,10,33,2,1,0,0,2,0.346,0.325,0.671
O Rodriguez,MTS,DH,0.231,6,13,2,3,0,0,0,0,0,4,0,0,0,0,1,0.286,0.231,0.516
R Henry,BRA,DH,0.163,23,49,4,8,0,2,0,8,3,11,5,3,1,0,1,0.241,0.245,0.486
E Rimes,RDS,DH,0.195,15,41,2,8,1,0,0,3,6,11,0,0,1,0,0,0.298,0.22,0.517
J Smit,IND,DH,0.236,23,55,10,13,3,1,1,8,8,18,2,0,0,0,2,0.364,0.382,0.745
D Lehrman,TIG,DH,0.21,40,124,15,26,11,0,2,17,12,30,0,0,1,1,2,0.293,0.347,0.64
B Peterson,RSX,DH,0.277,38,137,20,38,7,3,1,24,18,31,7,2,0,2,4,0.361,0.394,0.755
C Paulino,MRL,DH,0.152,17,46,5,7,3,1,0,2,1,3,1,0,0,0,3,0.204,0.261,0.465
