Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 15,USC,"W, 3-2",4,0,1,-,-,-,1,-,-,-,-
Feb 16,Nebraska,"W, 10-5",-,-,-,-,-,-,-,-,-,-,-
Feb 16,Nebraska,"W, 9-0",4,0,2,1,-,-,3,-,-,-,-
Feb 17,at CSU Bakersfield,"W, 8-2",4,0,1,-,-,-,1,-,1,-,-
Feb 20,at Pepperdine,"W, 6-3",4,0,3,2,-,-,3,-,-,-,-
Feb 22,at TCU,"W, 7-2",3,0,0,-,-,-,0,1,1,-,-
Feb 23,at TCU,"W, 6-2",-,-,-,-,-,-,-,-,-,-,-
Feb 24,at TCU,"W, 7-0",3,1,1,-,-,-,0,-,-,-,-
Mar 1,Oregon,"W, 8-2",3,2,1,-,-,-,0,-,-,-,-
Mar 2,Oregon,"W, 5-2",2,1,1,-,-,-,0,1,-,-,1
Mar 3,Oregon,"L, 9-1",3,0,1,-,-,-,0,1,1,-,-
Mar 5,at San Diego,"L, 7-3",4,0,0,-,-,-,0,-,1,-,-
Mar 6,at USC,"W, 11-4",3,2,2,-,-,-,2,-,-,-,-
Mar 8,Texas A&M,"L, 6-1",3,0,0,-,-,-,0,1,-,-,-
Mar 9,Texas A&M,"W, 2-0",3,0,0,-,-,-,0,-,1,-,-
Mar 10,Texas A&M,"W, 7-6",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Oral Roberts,"W, 5-0",2,0,0,-,-,-,1,2,1,-,-
Mar 16,at Oral Roberts,"W, 6-2",3,0,1,-,-,-,2,-,-,-,-
Mar 17,at Oral Roberts,"W, 7-4",-,-,-,-,-,-,-,-,-,-,-
Mar 19,Nebraska,"W, 8-7",-,-,-,-,-,-,-,-,-,-,-
Mar 20,Nebraska,"W, 10-4",2,2,1,-,1,-,1,1,1,-,-
Mar 22,at Long Beach State,"W, 6-0",2,2,0,-,-,-,0,1,-,-,-
Mar 23,at Long Beach State,"W, 8-6",5,1,3,-,-,-,1,-,-,-,-
Mar 24,at Long Beach State,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 26,Loyola Marymount,"L, 3-2",1,0,1,-,-,-,1,-,-,-,-
Mar 28,Pacific,"W, 9-2",5,2,2,1,-,-,0,-,1,-,-
Mar 29,Pacific,"W, 11-6",4,1,1,-,-,-,0,-,1,-,-
Mar 30,Pacific,"W, 25-0",2,1,1,-,-,-,1,1,1,-,-
Apr 2,at UCLA,"W, 9-6",-,-,-,-,-,-,-,-,-,-,-
Apr 5,at UC Davis,"W, 3-0",3,0,1,-,-,-,0,-,-,-,-
Apr 6,at UC Davis,"W, 4-2",0,0,0,-,-,-,0,-,-,-,-
Apr 7,at UC Davis,"W, 5-2",3,0,2,1,-,-,0,1,-,1,1
Apr 9,USC,"W, 6-4",3,1,1,1,-,-,0,1,-,-,-
Apr 12,UC Santa Barbara,"W, 4-3",4,0,0,-,-,-,0,-,-,-,-
Apr 13,UC Santa Barbara,"W, 10-2",4,1,1,-,-,1,2,-,1,-,-
Apr 14,UC Santa Barbara,"L, 2-0",2,0,1,-,-,-,0,1,-,-,-
Apr 16,at Pepperdine,"W, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Cal Poly,"L, 2-1",3,0,0,-,-,-,0,-,-,-,-
Apr 20,at Cal Poly,"W, 10-5",5,2,3,2,-,-,2,-,-,-,-
Apr 21,at Cal Poly,"W, 6-4",4,0,0,-,-,-,0,-,2,-,-
Apr 26,at Hawai'i,"L, 4-3",4,0,1,-,-,-,0,-,-,-,-
Apr 27,at Hawai'i,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at Hawai'i,"W, 3-0",3,0,0,-,-,-,1,-,-,-,-
May 3,Long Beach State,"W, 3-2",3,0,0,-,-,-,0,-,-,-,-
May 4,Long Beach State,"W, 2-1",4,0,1,-,-,-,0,-,-,-,-
May 5,Long Beach State,"W, 9-4",-,-,-,-,-,-,-,-,-,-,-
May 10,at UC Riverside,"W, 14-7",3,2,3,2,-,-,1,-,-,-,-
May 11,at UC Riverside,"W, 12-0",3,2,2,-,-,1,5,-,-,-,-
May 12,at UC Riverside,"L, 7-6",1,0,1,1,-,-,1,1,-,-,-
May 14,UCLA,"W, 5-2",4,0,1,1,-,-,1,-,1,-,-
May 17,UC Irvine,"W, 5-2",4,1,1,1,-,-,1,-,-,-,-
May 18,UC Irvine,"W, 3-2",4,0,1,-,-,-,0,-,-,-,-
May 19,UC Irvine,"W, 7-5",4,0,0,-,-,-,0,-,1,-,-
May 23,at Cal State Northridge,"W, 5-2",4,0,0,-,-,-,0,-,-,-,-
May 24,at Cal State Northridge,"W, 6-4",4,0,2,-,-,-,1,-,1,-,-
May 25,at Cal State Northridge,"W, 9-6",-,-,-,-,-,-,-,-,-,-,-
May 31,vs. Columbia,"W, 4-1",3,0,1,-,-,-,0,-,-,-,-
Jun 1,vs. Arizona St.,"W, 1-0",3,0,1,-,-,-,0,1,-,-,-
Jun 2,vs. Arizona St.,"W, 6-1",4,0,0,-,-,-,0,1,1,1,-
Jun 7,UCLA,"L, 5-3",3,0,2,1,-,-,0,-,-,-,-
Jun 8,UCLA,"L, 3-0",4,0,1,-,-,-,0,-,-,-,-
