Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Santana,BEL,SS,0.225,15,40,7,9,2,1,0,4,5,14,1,0,1,1,0,0.347,0.325,0.672
J Horton,KC,SS,0.279,38,122,28,34,6,0,1,15,28,27,3,1,1,3,3,0.417,0.352,0.769
T Harbin,SB,2B,0.214,3,14,2,3,1,0,0,1,0,2,0,0,0,0,0,0.214,0.286,0.5
D Barney,PEO,SS,0.273,44,176,27,48,9,3,2,21,11,22,5,2,0,2,5,0.323,0.392,0.715
A Nieves,CR,2B,0.258,70,236,33,61,8,5,1,25,33,45,6,6,2,4,14,0.344,0.347,0.692
C McConnell,BUR,SS,0.231,57,212,25,49,12,1,1,14,20,36,14,2,2,1,5,0.311,0.311,0.622
R Mount,CR,2B,0.251,85,303,47,76,11,3,7,36,29,70,19,6,0,2,2,0.32,0.376,0.697
J Schemmel,FW,2B,0.262,50,164,17,43,9,0,0,16,30,19,2,1,3,2,6,0.394,0.317,0.711
J Lopez,FW,SS,0.232,117,380,39,88,16,2,2,39,43,59,0,2,7,8,10,0.309,0.3,0.609
L Nunez,WIS,2B,0.195,23,77,6,15,0,1,0,6,4,18,2,3,2,0,0,0.244,0.221,0.465
R Malone,PEO,2B,0.245,73,245,41,60,15,1,3,21,30,42,1,1,1,2,1,0.335,0.351,0.686
T King,FW,2B,0.257,79,300,34,77,20,0,7,35,25,51,4,2,1,2,5,0.32,0.393,0.714
R Stokes,FW,2B,0.0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0
C Valaika,DAY,SS,0.307,79,300,38,92,20,3,10,56,17,72,1,4,0,6,9,0.353,0.493,0.847
T Frazier,DAY,SS,0.318,6,22,4,7,3,0,2,5,2,4,0,0,0,0,0,0.375,0.727,1.102
T Lawhorn,WIS,2B,0.252,29,103,15,26,4,0,3,20,13,24,1,1,0,1,4,0.339,0.379,0.718
A Ciriaco,WM,SS,0.224,121,434,42,97,18,4,4,39,18,78,8,3,4,3,14,0.254,0.311,0.565
O Diaz,WIS,2B,0.186,39,129,3,24,3,1,0,10,1,36,9,4,2,1,3,0.191,0.225,0.416
W Sandoval,QC,SS,0.162,59,173,19,28,2,0,1,9,7,36,6,5,0,0,8,0.199,0.191,0.39
L Infante,CR,2B,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
P Phillips,CR,SS,0.245,119,436,67,107,11,8,13,37,15,154,34,4,2,0,4,0.283,0.397,0.68
