Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Santana,BLU,SS,0.195,30,77,8,15,2,2,1,5,12,19,0,1,1,0,3,0.311,0.312,0.623
B Brown,KNG,SS,0.209,47,153,12,32,12,0,0,14,9,24,9,4,2,0,3,0.262,0.288,0.55
I Tijerina,KNG,SS,0.259,40,116,15,30,5,0,0,10,12,21,5,0,3,1,2,0.331,0.302,0.632
A Martinez,BUR,SS,0.205,36,122,13,25,3,0,0,9,7,28,2,3,2,0,6,0.265,0.23,0.495
M Lipka,DAN,SS,0.125,4,16,1,2,0,0,0,1,1,2,1,0,1,0,0,0.176,0.125,0.301
C Valera,JC,SS,0.214,55,192,32,41,4,0,0,13,17,58,5,2,2,2,5,0.282,0.234,0.516
L Reginatto,PRN,SS,0.279,16,61,4,17,4,0,0,4,4,8,2,2,0,0,0,0.323,0.344,0.667
J Schoop,BLU,SS,0.316,39,133,16,42,11,1,2,16,12,14,1,1,3,0,6,0.372,0.459,0.831
D Poppert,PUL,SS,0.242,48,149,23,36,8,0,1,11,10,23,14,1,5,0,2,0.327,0.315,0.643
T Saladino,BRS,SS,0.292,13,48,7,14,3,0,1,6,5,12,1,2,1,1,0,0.364,0.417,0.78
B Salgado,BRS,SS,0.188,31,101,6,19,5,0,1,11,11,29,2,1,0,0,5,0.281,0.267,0.548
J Schafer,KNG,SS,0.333,30,126,17,42,9,1,1,16,12,19,5,5,2,1,2,0.393,0.444,0.837
A Simmons,DAN,SS,0.276,62,239,36,66,11,1,2,26,16,14,18,4,1,4,3,0.34,0.356,0.695
J Hawkins,ELZ,SS,0.209,53,201,29,42,12,0,1,20,24,53,8,2,1,2,4,0.303,0.284,0.587
A McClure,BUR,SS,0.236,40,148,15,35,5,0,0,15,9,35,6,3,1,1,1,0.305,0.27,0.575
E Wilson,BRS,SS,0.142,32,106,8,15,0,3,0,1,8,35,0,4,2,0,2,0.216,0.198,0.414
V Zazueta,BLU,SS,0.167,11,36,4,6,0,0,0,1,0,12,1,0,0,0,3,0.167,0.167,0.333
J Schlander,PUL,SS,0.259,54,189,26,49,7,1,1,25,23,43,6,5,3,2,5,0.349,0.323,0.671
J Merritt,GRN,SS,0.248,58,202,34,50,9,7,4,22,31,56,12,5,1,3,1,0.367,0.421,0.788
