Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 9,Rochester (Mich.),"W, 12-0",4,1,1,1,-,-,1,-,-,-,-
Feb 9,Rochester (Mich.),"W, 5-2",1,0,0,-,-,-,0,-,-,-,-
Feb 16,New Jersey City,"W, 5-4",3,1,2,-,-,-,2,1,-,-,-
Feb 16,New Jersey City,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
Feb 19,at Emory,"W, 6-4",3,0,0,-,-,-,1,1,-,-,-
Feb 20,at Piedmont,"L, 8-5",4,0,0,-,-,-,0,-,-,-,-
Feb 22,Me.-Presque Isle, ,-,-,-,-,-,-,-,-,-,-,-
Feb 24,Alvernia,"L, 5-4",1,0,0,-,-,-,0,-,-,-,-
Feb 24,Alvernia,"W, 6-1",3,0,0,-,-,-,0,-,-,-,-
Feb 26,Mary Washington, ,-,-,-,-,-,-,-,-,-,-,-
Feb 27,Southern Virginia,"L, 14-8",1,0,0,-,-,-,0,-,-,-,-
Mar 2,Lynchburg,"W, 6-3",4,0,2,1,-,-,0,-,-,-,-
Mar 2,Lynchburg,"W, 3-2",4,0,1,-,-,-,1,-,1,-,-
Mar 10,at Randolph-Macon,"L, 5-0",3,0,2,-,-,-,0,1,-,-,-
Mar 10,at Randolph-Macon,"L, 3-2",6,0,1,-,-,-,0,-,-,-,-
Mar 11,Stevenson,"L, 8-2",3,0,1,-,-,-,1,1,-,-,-
Mar 14,Southern Virginia,"L, 8-7",1,0,0,-,-,-,0,1,-,-,-
Mar 16,at Guilford,"W, 7-2",1,0,0,-,-,-,1,3,-,-,-
Mar 16,at Guilford,"W, 13-7",4,1,2,-,-,1,2,-,1,-,-
Mar 19,Earlham,"W, 10-8",5,1,2,1,-,-,1,-,-,-,-
Mar 20,Bridgewater,"L, 9-4",4,1,1,-,-,-,0,-,1,-,-
Mar 23,Roanoke,"W, 10-4",3,0,1,-,-,-,0,-,-,-,-
Mar 23,Roanoke,"W, 8-2",3,0,0,-,-,-,0,-,1,-,-
Mar 28,at Bridgewater,"L, 11-7",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Emory & Henry,"L, 3-2",4,0,2,-,-,-,0,-,1,-,-
Mar 30,at Emory & Henry,"W, 21-5",-,-,-,-,-,-,-,-,-,-,-
Apr 2,Eastern Mennonite,"W, 7-4",5,0,3,-,-,-,1,-,-,-,-
Apr 3,Averett,"W, 18-2",3,1,0,-,-,-,0,-,-,-,-
Apr 13,Hampden-Sydney,"L, 11-10",4,1,1,1,-,-,1,1,1,-,-
Apr 13,Hampden-Sydney,"L, 12-9",1,0,0,-,-,-,1,-,-,-,-
Apr 16,at Shenandoah,"L, 28-14",4,4,3,-,-,1,2,1,-,-,-
Apr 16,at Shenandoah,"L, 15-14",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at Eastern Mennonite,"W, 11-5",5,2,2,1,-,-,1,-,-,-,-
Apr 20,Virginia Wesleyan,"W, 15-11",5,1,2,-,-,-,0,-,-,-,-
Apr 20,Virginia Wesleyan,"W, 9-4",-,-,-,-,-,-,-,-,-,-,-
Apr 25,vs. Shenandoah,"W, 7-4",4,2,2,-,-,-,0,-,1,-,-
Apr 26,vs. Randolph-Macon,"L, 5-1",4,0,0,-,-,-,0,-,-,-,-
Apr 27,vs. Hampden-Sydney,"L, 6-5",2,0,1,-,-,-,1,-,-,-,-
