Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 14,vs. Saint Joseph's (Me.),"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Daniel Webster,"W, 12-1",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. Western New Eng.,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Mar 17,vs. Springfield,"L, 10-8",2,0,0,-,-,-,0,-,1,-,-
Mar 18,vs. Ramapo,"L, 8-6",-,-,-,-,-,-,-,-,-,-,-
Mar 20,vs. FDU-Florham,"L, 11-10",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. Amherst,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. Amherst,"L, 18-2",2,0,1,-,-,-,0,-,-,-,-
Mar 22,vs. Oswego St.,"L, 14-9",-,-,-,-,-,-,-,-,-,-,-
Mar 22,vs. Rochester Inst.,"W, 18-2",1,0,0,-,-,-,0,-,1,-,-
Mar 23,vs. Trinity (Conn.),"W, 16-10",-,-,-,-,-,-,-,-,-,-,-
Apr 1,at Bridgewater St.,"W, 10-1",1,0,0,-,-,-,0,-,-,-,-
Apr 2,at Worcester St.,"L, 9-7",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at Fitchburg St.,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 4,Southern Me.,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Apr 4,Southern Me.,"L, 15-5",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Plymouth St.,"W, 5-4",1,0,0,-,-,-,0,-,1,-,-
Apr 6,Plymouth St.,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Apr 7,at Brandeis,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 9,Salve Regina,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Westfield St.,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Mass.-Boston,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Mass.-Boston,"W, 10-4",-,-,-,-,-,-,-,-,-,-,-
Apr 14,at Babson,"W, 11-9",-,-,-,-,-,-,-,-,-,-,-
Apr 16,at Rhode Island Col.,"L, 9-8",-,-,-,-,-,-,-,-,-,-,-
Apr 17,Bridgewater St.,"L, 10-7",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Western Conn. St.,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Western Conn. St.,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Tufts,"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Tufts,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 22,Rhode Island Col.,"W, 9-3",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at Roger Williams,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at Roger Williams,"W, 4-1",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Eastern Conn. St.,"W, 10-6",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Eastern Conn. St.,"L, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 28,Worcester St.,"L, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 29,Framingham St.,"L, 12-7",-,-,-,-,-,-,-,-,-,-,-
May 2,at Keene St.,"L, 16-15",-,-,-,-,-,-,-,-,-,-,-
May 2,at Keene St.,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
May 7,vs. Mass.-Boston,"W, 7-5",-,-,-,-,-,-,-,-,-,-,-
May 8,vs. Southern Me.,"W, 8-3",-,-,-,-,-,-,-,-,-,-,-
May 9,at Eastern Conn. St.,"L, 7-6",-,-,-,-,-,-,-,-,-,-,-
May 9,vs. Southern Me.,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
