Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 28,vs. Campbell,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Feb 28,vs. Georgia St.,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Mar 1,vs. Toledo,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 1,vs. Stanford,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 2,vs. Oakland,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
Mar 6,at Coppin St., ,-,-,-,-,-,-,-,-,-,-,-
Mar 6,at Coppin St., ,-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Drexel, ,-,-,-,-,-,-,-,-,-,-,-
Mar 7,at Hampton, ,-,-,-,-,-,-,-,-,-,-,-
Mar 8,vs. Iona,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 8,vs. St. Bonaventure,"W, 9-2",-,-,-,-,-,-,-,-,-,-,-
Mar 9,vs. St. Bonaventure,"W, 6-0",0,0,0,-,-,-,0,-,-,-,-
Mar 11,at Hartford, ,-,-,-,-,-,-,-,-,-,-,-
Mar 14,vs. Saint Joseph's,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 14,vs. Penn St.,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Florida A&M,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Rutgers,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. Providence,"W, 10-2",0,0,0,-,-,-,0,-,-,-,-
Mar 18,at Florida,"L, 8-2",-,-,-,-,-,-,-,-,-,-,-
Mar 19,at South Florida,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 21,at Delaware St.,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 21,at Delaware St.,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
Mar 22,vs. Cornell,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Mar 22,vs. Cornell,"L, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 29,Sacred Heart,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 29,Sacred Heart,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 2,Holy Cross,"W, 8-1",-,-,-,-,-,-,-,-,-,-,-
Apr 5,LIU Brooklyn,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 5,LIU Brooklyn,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Wagner,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Wagner,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Holy Cross,"W, 8-4",-,-,-,-,-,-,-,-,-,-,-
Apr 10,UMass Lowell,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 10,UMass Lowell,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Fairleigh Dickinson,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Fairleigh Dickinson,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Bryant,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Bryant,"L, 7-2",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at St. Francis University,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 18,at St. Francis University,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Robert Morris,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Robert Morris,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at UMass Lowell,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 24,at UMass Lowell,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Mount St. Mary's,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Mount St. Mary's,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 29,at Hofstra, ,-,-,-,-,-,-,-,-,-,-,-
Apr 29,at Hofstra, ,-,-,-,-,-,-,-,-,-,-,-
May 1,Quinnipiac,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
May 8,Fairleigh Dickinson,"W, 3-0",-,-,-,-,-,-,-,-,-,-,-
May 9,at Bryant,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
May 9,LIU Brooklyn,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
