Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Castellano,TIG,1B,.298,86,245,26,73,9,0,8,35,26,50,2,1,4,3,7,.373,.433,0.805
K Garcia,MTY,RF,.322,53,199,34,64,16,2,7,53,40,33,3,1,0,2,5,.432,.528,0.959
B Gil,OAX,SS,.250,16,56,5,14,1,0,2,5,5,15,0,0,1,0,4,.311,.375,0.686
R Rivera,CAM,OF,.322,97,357,84,115,22,2,31,90,63,53,7,3,0,5,14,.424,.655,1.08
P Valdes,YUC,1B,.279,58,197,34,55,12,0,9,42,47,17,0,0,0,0,5,.430,.477,0.907
M Valdez,MEX,1B,.294,21,68,16,20,6,0,6,16,9,10,0,0,0,0,0,.392,.647,1.039
J Cabrera,CAM,1B,.300,99,393,63,118,29,2,19,74,20,71,2,6,1,6,15,.339,.529,0.868
M Lopez,PUE,1B,.321,103,358,78,115,19,0,31,106,71,98,1,2,0,3,13,.436,.634,1.07
W Otanez,REY,DH,.341,90,343,66,117,16,0,22,82,53,50,0,0,0,3,11,.429,.580,1.009
K Barker,OAX,DH,.358,85,316,59,113,34,2,12,79,56,63,2,0,0,0,12,.456,.592,1.048
D Jimenez,YUC,3B,.320,45,147,23,47,7,2,2,18,35,26,0,1,0,1,9,.448,.435,0.883
H Bocachica,MIN,CF,.254,65,236,50,60,20,1,12,34,49,56,14,3,3,1,3,.394,.500,0.894
L Matos,CAM,RF,.331,78,290,62,96,11,2,8,32,47,34,15,6,4,3,6,.440,.466,0.906
H Cota,MTY,C,.327,93,333,57,109,19,0,10,45,55,59,0,3,2,4,10,.426,.474,0.9
T Redman,TAB,CF,.280,62,257,36,72,13,1,0,27,45,32,5,4,6,1,4,.390,.339,0.729
G Gil,MEX,C,.300,74,260,56,78,20,0,13,46,43,36,0,1,2,2,12,.401,.527,0.928
D Clark,TIG,OF,.315,97,330,67,104,22,1,21,58,58,66,20,6,4,0,5,.423,.579,1.002
A Gomez,MEX,OF,.312,33,138,25,43,9,4,3,25,11,20,4,2,1,2,7,.366,.500,0.866
A Cintron,LAG,3B,.364,5,22,3,8,1,0,0,1,1,0,0,0,1,1,1,.375,.409,0.784
H Mateo,TAB,2B,.345,105,435,88,150,16,8,3,52,60,64,32,7,5,4,6,.423,.439,0.862
D Cesar,LAG,2B,.319,44,182,31,58,14,1,3,28,23,33,13,3,1,2,6,.403,.456,0.859
R Reyes,PUE,CF,.320,105,384,80,123,23,3,19,73,59,62,14,5,2,1,10,.415,.544,0.959
L Garcia,MTY,1B,.276,49,185,27,51,7,0,7,41,30,33,0,0,0,3,6,.374,.427,0.801
L Terrero,MEX,OF,.390,97,382,109,149,27,2,38,110,61,85,30,10,1,3,6,.485,.770,1.254
M Valenzuela,MEX,OF,.374,73,254,62,95,15,1,21,58,35,52,1,1,0,3,9,.449,.689,1.138
L Garcia,YUC,LF,.305,82,285,32,87,15,1,6,39,29,33,2,2,2,1,9,.368,.428,0.796
A Amezcua,MTY,C,.349,69,232,30,81,19,1,7,39,30,37,3,3,5,1,9,.433,.530,0.963
M McDougall,REY,3B,.327,99,392,82,128,29,1,15,79,48,57,5,5,3,2,8,.400,.520,0.92
C Rivera,MIN,1B,.316,103,380,58,120,28,1,11,62,47,47,0,2,1,1,10,.404,.482,0.886
J Castillo,MEX,3B,.357,68,294,56,105,20,2,10,60,20,23,12,4,2,2,8,.399,.541,0.94
P Redman,TAB,OF,.350,6,20,4,7,3,0,1,8,3,3,1,0,0,0,1,.458,.650,1.108
R Castro,VER,2B,.280,13,50,9,14,3,1,1,7,8,9,0,0,1,2,1,.377,.440,0.817
J Aceves,SAL,C,.290,81,290,42,84,24,1,12,53,32,70,2,3,1,4,9,.362,.503,0.865
O Robles,MEX,3B,.250,3,8,0,2,0,0,0,1,1,1,0,0,1,0,1,.333,.250,0.583
M Ojeda,LAG,C,.296,92,341,56,101,19,1,8,52,46,51,4,3,2,3,11,.382,.428,0.81
V Diaz,VER,RF,.253,102,379,77,96,15,0,34,89,70,150,6,4,2,2,4,.378,.562,0.94
R Abercrombie,TIG,OF,.143,7,28,2,4,0,1,0,1,0,9,0,1,0,0,1,.200,.214,0.414
F Guzman,MIN,CF,.301,43,183,33,55,9,4,4,23,22,30,15,5,4,2,3,.372,.459,0.831
J Cota,SAL,OF,.276,98,395,50,109,23,1,14,65,31,71,4,2,1,4,10,.333,.446,0.779
H Hernandez,VER,SS,.284,89,310,34,88,8,4,3,34,10,34,8,4,11,4,3,.307,.365,0.671
C Orrantia,MTY,2B,.329,46,146,26,48,4,2,3,14,5,21,4,4,8,1,3,.357,.445,0.802
C Roberson,MTY,CF,.337,100,421,96,142,26,9,13,66,50,52,22,9,5,1,11,.417,.534,0.951
Y de Caster,REY,OF,.338,90,343,51,116,28,0,6,47,41,44,2,4,2,3,11,.409,.472,0.881
S Adriana,MIN,DH,.331,98,335,70,111,23,0,12,64,69,54,1,8,1,1,15,.454,.507,0.961
F Rios,MVA,OF,.226,19,62,8,14,1,0,0,5,5,11,1,0,0,0,4,.294,.242,0.536
V Mendez,MVA,OF,.333,24,81,32,27,4,0,5,25,23,19,4,0,0,0,1,.481,.568,1.049
L Suarez,PUE,OF,.321,96,368,60,118,19,0,4,45,45,47,1,0,9,1,10,.394,.405,0.799
I Franco,TIG,C,.276,105,362,59,100,13,1,23,74,54,66,1,0,1,7,14,.367,.508,0.875
S Madera,MTY,1B,.325,98,366,71,119,16,1,19,70,47,52,3,3,0,4,16,.408,.530,0.938
J Gutierrez,REY,1B,.331,103,396,74,131,27,1,27,87,49,60,0,0,0,2,15,.416,.609,1.024
F Valenzuela,YUC,DH,.359,98,348,40,125,24,1,8,61,29,47,0,1,0,4,12,.413,.503,0.916
C Guzman,MIN,RF,.311,14,45,7,14,2,0,1,7,6,11,0,1,1,1,1,.407,.422,0.83
J Laurean,LAG,2B,.263,75,179,22,47,11,1,2,36,17,29,0,3,3,5,8,.332,.369,0.7
J Trejo,TIG,SS,.280,92,279,48,78,10,1,7,29,28,46,7,4,12,1,12,.365,.398,0.763
I Salas,SAL,3B,.282,81,291,50,82,17,2,6,29,46,42,6,3,7,2,9,.379,.416,0.795
S Moss,CAM,LF,.270,10,37,6,10,2,0,2,7,4,15,1,0,0,1,1,.349,.486,0.835
C Piste,YUC,3B,.224,35,58,6,13,2,0,1,7,9,22,1,1,1,0,1,.328,.310,0.639
G Martinez,LAG,1B,.323,96,350,78,113,25,0,20,68,57,97,2,0,0,6,13,.414,.566,0.98
T Garcia,SAL,SS,.327,40,159,29,52,10,0,11,30,9,41,3,1,0,2,1,.366,.597,0.964
I Terrazas,MEX,OF,.351,75,262,54,92,26,2,12,48,29,26,0,1,2,4,9,.410,.603,1.013
B Valdez,REY,C,.167,17,30,4,5,2,0,0,0,1,9,0,0,0,0,1,.219,.233,0.452
Y Angulo,OAX,OF,.296,80,270,40,80,10,8,3,44,30,55,11,5,13,2,6,.379,.426,0.805
J Lopez,MEX,SS,.328,40,131,26,43,10,2,3,24,15,14,0,1,5,0,1,.397,.504,0.901
J Chavez,VER,2B,.275,99,374,62,103,32,1,6,47,54,70,19,9,8,4,8,.363,.414,0.778
O Ramirez,VER,DH,.307,54,140,18,43,6,0,4,21,25,31,0,2,2,1,2,.420,.436,0.856
R Mulhern,SAL,1B,.366,36,134,30,49,6,2,13,46,20,29,2,3,0,1,3,.449,.731,1.18
F Diaz,MIN,CF,.390,22,77,12,30,7,0,7,24,4,13,2,0,1,0,4,.434,.753,1.187
C Herrera,LAG,3B,.280,85,232,40,65,13,1,4,29,22,50,5,2,13,3,5,.356,.397,0.753
B Lopez,MTY,1B,.190,67,126,12,24,10,0,2,11,9,41,1,0,1,3,4,.239,.317,0.557
G Duran,MVA,2B,.133,4,15,0,2,0,0,0,0,1,4,0,0,0,0,3,.188,.133,0.321
E Solis,OAX,3B,.195,41,87,5,17,4,0,1,15,10,20,0,0,1,0,8,.286,.276,0.562
L Cruz,MEX,SS,.406,16,64,15,26,3,0,7,18,5,3,0,1,0,0,2,.449,.781,1.231
R Acosta,MIN,3B,.310,98,365,62,113,32,0,18,77,24,58,3,1,3,1,8,.369,.545,0.914
W Romero,TIG,OF,.290,80,303,50,88,18,1,5,43,29,55,10,7,2,3,10,.349,.406,0.755
M Leon,MIN,3B,.341,57,205,49,70,16,5,14,43,26,43,4,0,8,1,3,.421,.673,1.094
N Teilon,MVA,OF,.188,4,16,4,3,1,0,1,3,3,4,0,0,0,0,1,.316,.438,0.753
S Gutierrez,YUC,C,.267,81,243,30,65,14,0,8,38,27,50,1,2,6,3,7,.347,.424,0.77
R Mendez,TAB,LF,.292,74,185,28,54,8,0,5,33,34,32,1,0,3,2,6,.404,.416,0.82
E Valdez,LAG,DH,.317,84,319,53,101,16,1,16,75,48,76,3,1,1,3,10,.409,.524,0.933
A Martinez,MTY,3B,.243,41,111,9,27,3,0,1,5,16,13,2,1,2,0,3,.349,.297,0.646
L Borges,YUC,SS,.313,97,352,49,110,20,2,1,34,28,25,1,6,16,3,12,.360,.389,0.75
R Saucedo,MTY,1B,.312,44,157,28,49,10,1,10,29,24,28,0,1,0,4,3,.404,.580,0.984
G Meza,TAB,OF,.241,76,166,21,40,3,1,1,18,36,31,0,2,9,2,7,.373,.289,0.662
C Valle,PUE,C,.261,9,23,0,6,0,0,0,1,2,5,0,0,0,0,0,.320,.261,0.581
F Mendez,VER,1B,.272,86,298,57,81,13,0,11,44,60,61,0,1,0,2,8,.402,.426,0.828
H Gomez,MTY,SS,.274,43,168,22,46,14,0,3,24,15,13,4,0,5,0,5,.348,.411,0.758
E Quintero,MTY,OF,.357,95,333,74,119,19,3,32,78,57,101,5,4,1,2,8,.450,.721,1.171
A Ahumada,CAM,3B,.289,78,225,33,65,9,0,3,18,21,38,3,8,4,0,6,.363,.369,0.731
J Vega,CAM,C,.275,63,200,30,55,12,0,13,43,18,46,0,2,8,0,4,.350,.530,0.88
R Lopez,MVA,1B,.273,63,161,13,44,5,1,2,31,15,28,0,0,1,3,4,.330,.354,0.684
D Fornes,REY,RF,.285,70,193,26,55,10,0,4,24,26,23,1,2,3,2,6,.367,.399,0.765
S Soto,MVA,C,.281,75,267,43,75,18,0,13,41,40,39,4,2,0,4,12,.380,.494,0.874
F Arias,REY,2B,.350,34,117,22,41,10,1,1,10,7,12,1,1,5,1,2,.394,.479,0.872
E Espinoza,YUC,OF,.290,83,283,35,82,21,0,10,51,19,45,1,1,1,6,8,.341,.470,0.811
S Contreras,TIG,1B,.347,95,343,73,119,20,1,13,57,47,52,12,6,8,5,4,.435,.525,0.959
A Contreras,TIG,OF,.233,85,283,45,66,12,2,9,31,31,52,17,5,5,2,5,.316,.385,0.701
E Gutierrez,OAX,LF,.226,94,283,59,64,6,3,2,29,44,88,5,4,6,3,6,.333,.290,0.623
J Rosario,SAL,OF,.279,59,251,34,70,15,1,3,19,22,39,27,4,0,0,6,.344,.382,0.727
G Bustamante,YUC,C,.207,54,92,17,19,0,0,3,11,8,25,4,1,1,2,5,.265,.304,0.569
A Munoz,REY,C,.307,86,323,51,99,19,1,20,69,19,41,1,0,2,4,19,.345,.557,0.902
J Rivera,CAM,2B,.254,76,205,23,52,9,1,4,27,28,19,0,3,6,4,4,.338,.366,0.703
G Gutierrez,MEX,C,.339,77,251,51,85,15,4,9,43,25,33,3,1,4,1,10,.428,.538,0.966
E Ahumada,PUE,OF,.324,31,34,5,11,3,0,0,3,3,3,0,0,0,0,2,.378,.412,0.79
R Sanchez,TAB,OF,.325,89,283,47,92,14,0,5,45,27,40,4,2,5,2,12,.395,.428,0.823
V Bojorquez,MEX,OF,.286,12,35,2,10,2,0,0,3,0,4,0,0,1,1,1,.278,.343,0.621
V Mercedes,TAB,3B,.303,51,211,38,64,8,0,8,39,12,24,2,1,5,1,4,.345,.455,0.8
M Santana,TAB,C,.302,93,301,41,91,20,1,5,51,41,39,3,2,13,1,13,.387,.425,0.812
S Rodriguez,PUE,OF,.344,92,381,63,131,20,2,7,44,17,28,0,4,1,2,11,.379,.462,0.841
F Lizarraga,TAB,SS,.271,70,192,27,52,10,0,2,18,16,32,0,0,12,1,8,.329,.354,0.683
L Buelna,YUC,OF,.251,65,207,25,52,12,0,5,22,21,39,1,2,3,1,12,.336,.382,0.718
C Gastelum,TIG,2B,.274,104,409,69,112,19,4,9,51,43,49,13,3,12,0,13,.352,.406,0.757
C Gonzalez,SAL,SS,.260,88,281,38,73,17,5,0,24,14,51,5,4,7,1,9,.301,.356,0.657
R Aguirre,REY,2B,.249,81,253,36,63,8,2,1,39,24,32,3,2,14,3,11,.313,.308,0.621
J Sandoval,MEX,SS,.240,73,262,32,63,11,0,3,24,16,54,0,0,5,1,11,.286,.317,0.603
L Arauz,MVA,LF,.323,100,344,76,111,30,1,15,64,79,47,1,2,3,3,7,.451,.547,0.998
C Quintero,OAX,RF,.406,9,32,8,13,3,0,1,7,5,0,3,2,0,0,0,.500,.594,1.094
F Romero,LAG,SS,.335,52,179,33,60,12,1,1,19,41,33,15,2,2,2,2,.465,.430,0.895
M Del Campo,LAG,C,.264,44,106,10,28,4,2,2,19,5,19,0,0,0,1,3,.301,.396,0.697
L Mercado,LAG,1B,.000,4,4,0,0,0,0,0,1,0,3,0,0,1,1,0,.000,.000,0.0
A Murillo,MTY,3B,.301,94,349,63,105,15,0,11,58,48,52,8,3,3,3,13,.389,.438,0.827
J Canizales,OAX,DH,.197,38,61,7,12,4,0,1,6,8,10,0,0,0,0,1,.290,.311,0.601
J Amador,SAL,2B,.355,100,380,79,135,13,0,18,66,36,59,1,4,1,6,11,.418,.532,0.949
G Andrade,MVA,C,.260,29,50,5,13,3,0,0,3,5,11,0,0,1,0,1,.339,.320,0.659
W Arano,MVA,RF,.238,25,42,5,10,0,0,0,3,5,5,0,0,1,0,0,.319,.238,0.557
E Arredondo,REY,OF,.346,80,344,62,119,14,3,3,30,27,23,32,8,6,0,17,.397,.430,0.827
H Arredondo,SAL,3B,.242,16,62,4,15,3,0,0,4,3,8,0,1,1,0,4,.277,.290,0.567
J Arredondo,MVA,SS,.320,53,197,31,63,9,1,1,14,19,18,4,10,4,1,0,.378,.391,0.769
L Arredondo,LAG,OF,.327,70,245,38,80,9,3,1,21,14,29,11,4,2,1,6,.364,.400,0.764
J Brena,OAX,2B,.286,72,259,28,74,12,5,3,28,29,34,3,3,5,2,7,.366,.405,0.772
J Castaneda,SAL,3B,.304,87,296,45,90,19,2,9,43,19,82,1,2,5,4,9,.350,.473,0.823
J Castillo,TAB,3B,.295,100,376,69,111,23,0,9,54,48,65,0,1,7,0,13,.375,.428,0.803
D Castro,REY,SS,.321,96,340,58,109,11,2,2,41,24,30,2,2,17,3,12,.373,.382,0.755
I Cervantes,PUE,SS,.272,100,323,40,88,21,0,5,34,21,46,1,2,9,2,17,.319,.384,0.703
R Cervantes,SAL,1B,.357,95,384,76,137,22,0,25,73,39,55,0,2,0,3,8,.416,.609,1.025
O De La Torre,PUE,RF,.289,103,394,46,114,26,3,8,52,21,71,0,3,2,3,13,.326,.431,0.758
P Diaz,CAM,1B,.274,59,175,16,48,13,0,4,18,11,38,1,0,0,1,6,.323,.417,0.74
F Esparragoza,REY,C,.263,42,99,7,26,5,0,0,11,7,16,0,0,3,1,6,.333,.313,0.646
J Espinoza,REY,RF,.287,85,286,43,82,22,0,6,45,39,54,4,1,6,2,9,.376,.427,0.802
