Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 23,vs. Lynchburg,"L, 8-1",3,1,1,-,-,-,0,-,-,-,-
Mar 3,vs. Manhattanville,"W, 13-12",5,1,2,1,-,-,3,-,1,-,-
Mar 4,vs. Eastern,"W, 19-3",6,3,4,-,-,-,3,-,1,1,-
Mar 5,vs. Wilkes,"W, 11-1",4,1,2,-,-,-,0,-,1,2,-
Mar 6,vs. Muhlenberg,"L, 2-1",3,0,0,-,-,-,0,-,-,-,-
Mar 7,at St. Mary's (Md.),"W, 7-0",3,0,0,-,-,-,0,1,2,-,-
Mar 15,at Marymount (Va.),"W, 11-7",3,1,1,-,-,-,1,-,1,-,-
Mar 15,at Marymount (Va.),"W, 9-4",5,0,0,-,-,-,0,-,1,-,-
Mar 16,at Randolph-Macon,"W, 8-0",3,0,0,-,-,-,0,1,-,-,-
Mar 22,Salisbury,"W, 6-5",4,0,0,-,-,-,0,-,-,-,-
Mar 22,Salisbury,"W, 5-3",3,0,1,-,-,-,0,-,1,-,-
Mar 23,Penn St.-Harrisburg,"W, 21-4",5,3,2,-,-,-,2,1,1,-,1
Mar 27,St. Mary's (Md.),"W, 4-2",3,0,1,-,-,-,0,-,-,-,-
Apr 1,at Frostburg St.,"W, 7-6",4,1,1,-,-,-,0,-,-,-,-
Apr 2,at Penn St.-Harrisburg,"W, 2-1",3,0,0,-,-,-,0,-,-,-,-
Apr 3,Messiah,"W, 10-5",4,1,2,-,-,-,2,-,-,-,-
Apr 4,at Mary Washington,"W, 12-6",5,0,0,-,-,-,0,-,1,-,-
Apr 4,at Mary Washington,"L, 9-8",4,1,2,-,-,-,0,-,-,-,-
Apr 5,Wesley,"W, 21-8",5,2,2,-,-,-,1,-,1,-,-
Apr 5,Wesley,"W, 12-4",4,1,3,1,-,-,1,-,-,-,-
Apr 9,Frostburg St.,"W, 13-6",4,2,2,1,-,-,0,-,1,-,-
Apr 10,at Frank. & Marsh.,"W, 11-5",4,0,0,-,-,-,0,-,2,-,-
Apr 12,Chris. Newport,"L, 7-2",3,0,1,-,-,-,0,-,1,-,-
Apr 12,Chris. Newport,"W, 9-8",3,0,0,-,-,-,0,-,-,-,-
Apr 13,Rutgers-Camden,"L, 13-4",4,0,0,-,-,-,0,-,-,-,-
Apr 16,St. Mary's (Md.),"W, 7-6",2,0,0,-,-,-,1,-,-,-,-
Apr 18,vs. Frostburg St.,"W, 5-1",3,1,1,1,-,-,0,1,-,-,-
Apr 19,Salisbury,"L, 10-8",3,0,1,-,-,-,2,-,-,-,1
Apr 19,vs. Chris. Newport,"L, 3-2",4,1,0,-,-,-,0,-,-,-,-
Apr 21,Johns Hopkins,"W, 6-5",3,0,0,-,-,-,0,-,-,-,-
Apr 22,at Montclair St.,"L, 11-1",1,0,0,-,-,-,0,1,-,1,-
Apr 26,Southern Virginia,"W, 10-4",4,2,2,-,-,-,2,-,1,1,-
Apr 26,Southern Virginia,"W, 5-1",3,1,1,-,-,-,0,-,-,-,-
Apr 27,Ithaca,"L, 7-2",1,0,1,-,-,-,0,-,-,-,-
Apr 27,Ithaca,"L, 8-5",2,0,1,-,-,-,0,-,1,-,-
Apr 28,at Elizabethtown,"W, 9-3",4,0,1,-,1,-,0,-,-,-,-
May 3,at Scranton,"L, 12-11",2,1,1,1,-,-,1,3,-,-,-
May 3,at Scranton,"L, 3-2",3,0,2,-,-,-,1,-,-,-,-
May 6,Kean,"L, 11-8",4,0,0,-,-,-,0,-,2,-,-
May 8,at Rowan,"W, 8-4",2,0,0,-,-,-,0,-,-,-,-
May 10,Stevenson,"W, 7-6",4,1,2,-,-,-,0,-,-,1,-
May 11,DeSales,"L, 7-3",2,0,0,-,-,-,0,-,-,-,-
May 11,DeSales,"W, 11-9",4,1,2,-,-,-,0,-,1,-,-
