Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09C078R,63.5,0.0,0.0,1994.0,R,1.0,IB,05/31/2009,USAC0078
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09C078R,60.5,0.0,0.0,1994.0,R,2.0,IB,05/31/2009,USAC0078
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09MEX099,58.5,0.0,0.0,1994.0,R,1.0,-21M,11/01/2009,MEX002
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09MEX099,59.0,0.0,0.0,1994.0,R,2.0,-21M,11/01/2009,MEX002
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S074B,58.5,0.0,0.0,1994.0,L,1.0,B3,08/02/2009,USAS0335
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S105R,61.5,0.0,0.0,1994.0,L,1.0,B3,06/24/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S114R,61.5,0.0,0.0,1994.0,L,1.0,B3,05/10/2009,USAS0288
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S114R,62.25,0.0,0.0,1994.0,L,2.0,B3,05/10/2009,USAS0288
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S115R,0.0,0.0,22.2,1994.0,L,1.0,B3,07/12/2009,USAS0288
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S115R,0.0,1200.0,0.0,1994.0,L,1.0,B3,07/12/2009,USAS0288
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S115R,58.5,0.0,0.0,1994.0,L,1.0,B3,07/12/2009,USAS0288
WILSON K.c.,USA,M,09S115R,58.5,1200.0,22.2,1994.0,L,1.0,B3,07/12/2009,USAS0288
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S142P,62.0,0.0,0.0,1994.0,R,1.0,IB,05/24/2009,USAS0328
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S142P,58.0,0.0,0.0,1994.0,R,2.0,IB,05/24/2009,USAS0328
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,09S999A,58.5,0.0,0.0,1994.0,L,1.0,B3,08/15/2009,USAS0364
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S015R,0.0,3420.0,0.0,1994.0,L,1.0,B3,09/19/2009,USAS0301
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S015R,61.5,0.0,0.0,1994.0,L,1.0,B3,09/19/2009,USAS0301
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S015R,0.0,3530.0,0.0,1994.0,L,2.0,B3,09/19/2009,USAS0301
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S015R,58.5,0.0,0.0,1994.0,L,2.0,B3,09/19/2009,USAS0301
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S015R,60.5,0.0,0.0,1994.0,L,3.0,B3,09/19/2009,USAS0301
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,0.0,0.0,28.4,1994.0,L,1.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,0.0,2840.0,0.0,1994.0,L,1.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,63.0,0.0,0.0,1994.0,L,1.0,B3,10/04/2009,USAS0355
WILSON K.c.,USA,M,10S030R,63.0,2840.0,28.4,1994.0,L,1.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,0.0,0.0,29.9,1994.0,L,2.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,0.0,3670.0,0.0,1994.0,L,2.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S030R,63.5,0.0,0.0,1994.0,L,2.0,B3,10/04/2009,USAS0355
WILSON K.c.,USA,M,10S030R,63.5,3670.0,29.9,1994.0,L,2.0,B3,10/04/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S060R,57.0,0.0,0.0,1994.0,L,1.0,B3,10/20/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S060R,56.5,0.0,0.0,1994.0,L,2.0,B3,10/20/2009,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S134R,62.0,0.0,0.0,1994.0,L,1.0,B3,03/28/2010,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S134R,61.0,0.0,0.0,1994.0,R,2.0,B3,03/28/2010,USAS0355
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S169R,59.0,0.0,0.0,1994.0,R,1.0,B3,04/10/2010,USAS0378
 , , , , , , , , , , , , 
WILSON K.c.,USA,M,10S169R,56.5,0.0,0.0,1994.0,R,2.0,B3,04/10/2010,USAS0378
