Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Drew,LOW,RF,.000,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,.500,.000,0.5
J Reyes,BRK,SS,.333,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,.333,.667,1.0
M Perez,AUB,C,.429,2,7,0,3,0,0,0,1,0,1,0,0,0,0,0,.429,.429,0.857
S Bynum,AUB,2B,.273,6,22,7,6,2,0,1,4,2,7,2,0,0,0,0,.333,.500,0.833
R Rodriguez,LOW,DH,.333,4,15,4,5,0,0,1,2,3,5,1,0,0,0,0,.444,.533,0.978
T Dayleg,JAM,2B,.273,62,242,33,66,14,3,4,30,19,46,3,3,0,1,8,.344,.405,0.749
P Murray,WIL,1B,.244,22,86,10,21,5,0,1,10,5,18,0,0,0,0,4,.293,.337,0.631
J Torres,BRK,C,.174,7,23,2,4,0,0,2,3,2,5,0,0,0,0,1,.296,.435,0.731
M Trinidad,SC,1B,.133,4,15,0,2,2,0,0,0,0,4,0,0,0,0,0,.133,.267,0.4
D Medina,BAT,1B,.290,69,248,43,72,14,1,8,31,36,77,2,2,0,2,4,.382,.452,0.834
W Pena,AUB,C,.222,29,99,11,22,3,0,1,10,7,20,1,0,0,0,4,.280,.283,0.563
A Montilla,AUB,OF,.249,67,261,33,65,12,3,4,29,11,36,11,2,2,1,7,.286,.364,0.65
R Kalish,LOW,CF,.500,2,6,2,3,0,0,0,2,1,1,0,0,0,0,0,.571,.500,1.071
Z Daeges,LOW,LF,.000,2,6,0,0,0,0,0,0,3,1,0,0,0,0,0,.333,.000,0.333
D Ingram,BAT,CF,.333,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,.333,1.000,1.333
L Stewart,BRK,1B,.176,17,51,5,9,3,1,1,5,11,20,0,0,0,0,0,.323,.333,0.656
J Woodall,HV,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
R Moldenhauer,AUB,1B,.289,51,190,20,55,16,0,5,30,21,31,1,1,0,4,9,.371,.453,0.824
R Valenzuela,TRI,DH,.316,31,114,17,36,10,0,2,18,9,21,1,0,0,3,2,.367,.456,0.823
B Brown,BRK,SS,.303,40,142,27,43,5,0,6,17,13,34,5,0,6,0,6,.361,.465,0.826
T Biagini,HV,3B,.215,35,121,12,26,8,0,0,5,4,29,1,1,0,1,7,.244,.281,0.525
C Alvarez,AUB,DH,.306,32,111,16,34,7,0,1,15,15,24,2,0,0,0,3,.394,.396,0.79
M Arrendell,TRI,SS,.219,18,64,5,14,2,0,0,5,7,8,4,0,0,0,3,.296,.250,0.546
F Diaz,WIL,C,.211,36,109,17,23,5,0,0,7,16,19,3,1,3,1,2,.315,.257,0.572
M Moanaroa,LOW,LF,.260,31,96,9,25,7,0,3,16,11,16,1,1,0,0,2,.336,.427,0.764
S Rijo,CT,OF,.241,25,79,7,19,5,1,0,9,6,18,0,3,0,2,3,.287,.329,0.616
J Castillo,BAT,C,.313,44,166,25,52,11,0,2,17,10,30,3,0,1,1,2,.354,.416,0.77
N Castillo,JAM,LF,.219,34,114,19,25,1,2,0,9,7,21,7,1,0,0,2,.270,.263,0.534
D Lopez,VER,C,.196,32,107,16,21,3,0,6,15,11,40,1,1,2,1,2,.293,.393,0.685
G Olivares,HV,C,.298,24,84,11,25,6,2,2,18,8,20,0,0,0,1,2,.355,.488,0.843
D Luis,HV,SS,.143,15,49,6,7,0,1,0,3,6,18,3,2,0,0,1,.236,.184,0.42
C Guillen,HV,OF,.239,53,180,18,43,8,0,2,10,20,36,4,3,0,1,2,.313,.317,0.63
X Carrillo,BRK,C,.217,27,92,11,20,2,0,2,10,9,11,0,0,0,1,2,.298,.304,0.602
R Dent,LOW,SS,.200,1,5,0,1,1,0,0,2,0,2,0,0,0,0,0,.200,.400,0.6
C Epps,TRI,OF,.212,19,52,16,11,3,0,2,6,18,18,4,2,0,0,2,.414,.385,0.799
B Harrison,BRK,3B,.237,62,219,31,52,7,0,3,30,23,45,2,0,0,2,6,.332,.311,0.643
V Hill,BAT,CF,.245,54,192,21,47,9,6,6,26,9,68,6,3,1,3,1,.282,.448,0.729
C Kaline,CT,2B,.222,39,117,10,26,5,0,0,6,19,23,3,2,2,1,1,.328,.265,0.593
J King,CT,3B,.251,53,195,27,49,6,4,6,31,20,39,6,3,1,3,3,.341,.415,0.756
R Lucas,BRK,3B,.300,69,250,46,75,19,3,6,41,31,66,2,2,0,4,11,.385,.472,0.857
W Middlebrooks,LOW,3B,.333,4,12,4,4,1,0,3,6,2,1,1,0,0,1,0,.400,1.167,1.567
N Woods,JAM,OF,.184,10,38,3,7,2,0,1,2,0,8,0,0,0,1,2,.179,.316,0.495
R Ruiz,BAT,1B,.265,62,230,35,61,20,0,7,38,23,41,7,3,0,4,4,.332,.443,0.776
H Jimenez,AUB,2B,.290,54,193,32,56,9,6,5,40,23,50,5,3,3,3,2,.369,.477,0.846
K Moscatel,BAT,C,.225,30,102,10,23,6,0,1,8,8,24,1,1,1,0,4,.301,.314,0.615
H Pena,SI,OF,.000,3,7,0,0,0,0,0,0,1,7,0,0,0,0,0,.125,.000,0.125
Z Maggard,CT,C,.281,36,135,12,38,14,0,2,19,1,42,1,0,0,0,3,.302,.430,0.732
J Koscso,HV,2B,.333,17,45,8,15,2,0,0,3,7,5,2,1,0,0,0,.434,.378,0.812
A Ponce,SC,SS,.177,45,147,19,26,5,0,0,8,15,18,7,1,4,1,0,.282,.211,0.493
I Tijerina,BRK,SS,.223,46,157,24,35,7,0,0,9,18,24,3,3,4,0,7,.307,.268,0.574
J Sosa,SC,OF,.195,22,82,9,16,2,0,1,9,7,9,3,2,3,0,4,.267,.256,0.523
A Reina,CT,C,.000,3,8,1,0,0,0,0,0,1,2,0,0,0,0,1,.111,.000,0.111
A Segovia,HV,C,.276,18,58,7,16,2,0,2,9,6,10,0,0,0,0,3,.364,.414,0.777
A Moreno,CT,OF,.083,6,12,2,1,0,0,0,0,1,7,0,0,0,0,2,.214,.083,0.298
L Unda,WIL,OF,.207,19,58,8,12,3,0,0,6,0,10,0,0,1,0,1,.207,.259,0.466
A Nunez,CT,2B,.000,3,11,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,.000,0.0
M Serrata,ABD,RF,.221,51,172,17,38,6,1,0,14,7,37,3,5,5,0,0,.256,.267,0.523
