Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Amezaga,JUP,SS,0.333,3,9,0,3,0,0,0,1,2,1,0,0,0,0,0,0.455,0.333,0.788
A Machado,FTM,2B,0.277,12,47,7,13,3,0,0,3,6,7,0,1,0,1,3,0.375,0.34,0.715
J Bartlett,CHA,SS,0.455,3,11,2,5,0,1,0,0,2,2,0,1,0,0,0,0.538,0.636,1.175
E De Los Santos,FTM,SS,0.29,68,262,33,76,11,7,1,23,13,49,11,4,5,1,3,0.33,0.397,0.727
C Sedbrook,PMB,2B,0.223,67,224,29,50,7,2,2,19,29,48,10,3,5,1,8,0.352,0.299,0.651
D Anderson,CHA,2B,0.275,36,131,14,36,6,4,2,19,11,27,1,1,2,4,2,0.327,0.427,0.754
S Perez,JUP,2B,0.181,34,116,11,21,1,0,2,6,10,18,5,3,4,1,1,0.256,0.241,0.497
L Rivera,STL,SS,0.128,12,39,2,5,2,0,0,3,2,7,1,0,0,1,1,0.167,0.179,0.346
A Ciriaco,LAK,SS,0.262,121,443,55,116,17,5,11,59,20,89,15,4,1,3,13,0.296,0.397,0.694
L Sanchez,DUN,SS,0.179,24,67,2,12,1,0,0,5,5,14,0,0,3,1,1,0.243,0.194,0.437
E Farris,BRE,2B,0.298,124,473,68,141,18,1,7,49,29,46,70,6,26,3,10,0.341,0.385,0.725
S Miranda,BRE,2B,0.297,82,259,27,77,13,3,1,28,23,34,7,3,1,2,6,0.359,0.382,0.741
D Adams,TAM,2B,0.281,65,231,37,65,17,6,7,41,26,39,3,4,1,3,9,0.36,0.498,0.858
R Havens,STL,SS,0.247,97,360,53,89,19,1,14,52,55,73,3,2,1,3,9,0.361,0.422,0.784
J Tordi,SAR,SS,0.167,67,209,12,35,4,1,1,15,4,66,1,0,2,2,5,0.189,0.211,0.399
F Hernandez,CLR,2B,0.265,121,472,53,125,13,2,2,35,20,40,19,11,3,6,20,0.295,0.314,0.609
E Ontiveros,JUP,SS,0.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
H Pellot,STL,2B,0.277,100,354,48,98,17,4,3,39,37,70,15,11,6,2,11,0.352,0.373,0.725
J Tolisano,DUN,2B,0.232,106,401,53,93,19,2,12,58,44,78,5,4,1,6,8,0.305,0.379,0.684
K Feiner,SAR,2B,0.195,21,41,4,8,2,0,0,3,1,6,1,2,3,0,1,0.233,0.244,0.476
M Hall,CHA,2B,0.218,86,266,26,58,6,1,3,20,25,73,4,4,8,1,7,0.284,0.282,0.566
L Ott,JUP,2B,0.28,64,218,27,61,7,0,2,23,39,53,5,6,4,2,3,0.388,0.339,0.728
D Bolivar,PMB,SS,0.227,73,256,19,58,12,1,1,19,13,76,4,2,4,0,4,0.267,0.293,0.56
J Garcia,PMB,SS,0.258,74,244,36,63,10,1,1,17,15,30,14,6,7,3,4,0.3,0.32,0.62
L Nieves,STL,SS,0.25,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,0.5
E Landoni,TAM,2B,0.185,10,27,0,5,0,0,0,3,5,4,0,1,1,0,1,0.333,0.185,0.519
G Veloz,STL,2B,0.232,91,357,38,83,15,2,2,19,28,81,18,8,4,1,1,0.297,0.303,0.599
