Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
G Miclat,RAN,SS,0.462,4,13,3,6,1,0,0,2,2,0,2,0,0,0,0,0.533,0.538,1.072
A Contreras,PAD,SS,0.083,4,12,2,1,0,0,0,0,1,4,0,0,0,0,1,0.154,0.083,0.237
L Kauppila,MAR,SS,0.385,8,26,7,10,1,0,0,6,5,6,1,0,0,2,0,0.455,0.423,0.878
E Salcedo,ANG,SS,0.27,48,189,27,51,8,5,0,22,16,32,10,3,3,1,3,0.325,0.365,0.69
W Solano,ATH,SS,0.154,7,26,2,4,1,0,0,4,5,9,0,0,0,0,1,0.29,0.192,0.483
R Bueno,RED,SS,0.333,5,18,4,6,2,1,0,0,2,2,1,0,0,0,1,0.4,0.556,0.956
L Davis,ROY,SS,0.244,25,78,15,19,0,1,0,1,11,8,6,1,2,0,3,0.344,0.269,0.614
J Flores,ROY,SS,0.246,39,142,25,35,4,0,0,17,23,25,13,3,5,2,4,0.351,0.275,0.626
C Penalver,CUB,SS,0.154,4,13,3,2,0,0,0,2,3,4,0,0,0,1,0,0.333,0.154,0.487
F Sanchez,CUB,SS,0.208,41,149,20,31,11,5,1,22,6,53,2,1,0,1,6,0.242,0.369,0.611
S Lantigua,RAN,SS,0.211,45,166,23,35,11,2,5,23,7,52,1,2,1,1,0,0.25,0.392,0.642
C Otero,GIA,SS,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
K Tomlinson,GIA,SS,0.286,7,28,9,8,1,1,1,2,3,7,1,1,0,0,0,0.355,0.5,0.855
R Moreno,GIA,SS,0.342,28,117,18,40,7,3,0,18,12,18,10,4,1,0,0,0.403,0.453,0.856
F Cordero,PAD,SS,0.333,35,141,23,47,4,6,3,17,10,33,11,0,2,2,0,0.381,0.511,0.891
Y Munoz,ATH,SS,0.194,25,67,8,13,3,0,1,5,7,11,1,0,0,1,0,0.286,0.284,0.569
I Castillo,IND,SS,0.231,42,156,25,36,6,0,0,12,4,23,13,0,2,1,1,0.258,0.269,0.527
C Arroyo,GIA,SS,0.326,45,184,47,60,18,5,2,39,19,32,3,2,0,4,1,0.388,0.511,0.898
E Mejia,MAR,SS,0.36,7,25,4,9,2,0,0,2,2,5,2,0,2,0,0,0.407,0.44,0.847
C Daal,RED,SS,0.143,6,21,3,3,0,0,0,3,1,6,0,0,0,0,0,0.182,0.143,0.325
L Aviles,BRE,SS,0.207,42,121,14,25,2,2,0,14,10,40,6,1,2,2,1,0.269,0.256,0.525
B Bednar,GIA,SS,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.0,0.5
T Demeritte,RAN,SS,0.285,39,144,31,41,5,3,4,20,29,49,5,1,0,0,1,0.411,0.444,0.856
E Diaz,ATH,SS,0.239,27,92,7,22,6,1,1,6,5,25,1,1,0,1,2,0.276,0.359,0.634
B Miller,GIA,SS,0.211,16,38,9,8,1,0,0,3,10,12,0,0,0,0,0,0.412,0.237,0.649
C Thompson,RED,SS,0.266,48,188,34,50,9,1,1,16,10,30,3,4,1,1,4,0.341,0.34,0.682
J VanMeter,PAD,SS,0.278,44,158,33,44,7,2,0,16,24,25,10,4,1,1,6,0.378,0.348,0.726
J Westbrook,DIA,SS,0.292,40,154,31,45,8,8,1,20,17,21,3,3,0,2,9,0.373,0.468,0.84
S Alcantara,DIA,SS,0.243,48,169,31,41,5,4,0,16,44,36,3,2,2,2,1,0.398,0.32,0.718
A Allbritton,ANG,SS,0.262,16,61,10,16,1,1,0,4,3,13,5,1,0,0,0,0.308,0.311,0.619
J Cowan,MAR,SS,0.262,42,149,26,39,7,2,0,13,15,26,3,5,1,1,1,0.331,0.336,0.667
G Papaccio,CUB,SS,0.313,9,32,3,10,1,1,0,6,3,6,2,0,0,1,0,0.395,0.406,0.801
C Gomez,DOD,SS,0.173,42,156,18,27,4,1,4,14,6,48,1,1,0,3,0,0.21,0.288,0.498
S Halcomb,BRE,SS,0.317,27,82,12,26,3,0,0,7,11,10,5,4,1,1,1,0.406,0.354,0.76
A Sanchez,CUB,SS,0.267,6,15,1,4,1,0,0,2,2,0,0,0,0,0,1,0.353,0.333,0.686
