Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1989-04-09,HOU,SDN,L 4-5 vs SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1st career game
1989-05-20,HOU,PIT,W 5-4 vs PIT,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1st career hit
1989-06-06,HOU,SDN,W 8-7 vs SDN,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,1st career stolen base
1989-06-25,HOU,ATL,W 12-6 @ATL,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,26,1st career RBI
1990-05-07,HOU,NYN,L 1-7 @NYN,5,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,88,4 hits
1990-05-23,HOU,PIT,W 7-3 vs PIT,4,3,2,0,0,0,0,4,0,1,1,0,0,0,0,0,101,4 stolen bases
1990-07-25,HOU,ATL,W 5-1 @ATL,4,1,4,2,0,0,2,2,0,1,0,0,0,0,0,0,156,4 hits
1990-07-31,HOU,SFN,L 2-3 @SFN,3,1,2,0,0,0,0,3,1,2,0,0,0,0,0,0,162,3 stolen bases
1990-09-13,HOU,CIN,L 5-7 @CIN,5,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,197,1st career home run
1990-09-24,HOU,LAN,L 5-7 vs LAN,6,1,3,0,0,0,0,3,0,0,1,0,0,0,0,0,205,3 stolen bases
