Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 1,at Ferrum College,"L, 3-0",1,0,0,-,-,-,0,-,1,-,-
Feb 1,at Ferrum College,"L, 7-1",1,0,0,-,-,-,0,1,1,-,-
Feb 8,at Montreat,"L, 9-1",3,0,0,-,-,-,0,-,2,-,-
Feb 8,at Montreat,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Feb 25,at Washington and Lee,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Feb 28,Southern Vt.,"W, 12-4",-,-,-,-,-,-,-,-,-,-,-
Mar 1,at Hampden-Sydney,"L, 6-0",-,-,-,-,-,-,-,-,-,-,-
Mar 1,at Hampden-Sydney,"L, 12-4",-,-,-,-,-,-,-,-,-,-,-
Mar 11,Washington College,"L, 14-0",1,0,0,-,-,-,0,-,-,-,-
Mar 13,at Chris. Newport,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Penn St.-Harrisburg,"W, 8-4",-,-,-,-,-,-,-,-,-,-,-
Mar 15,vs. Penn St.-Harrisburg,"W, 23-12",1,0,0,-,-,-,0,-,-,-,-
Mar 22,St. Mary's (Md.),"L, 11-1",1,0,0,-,-,-,0,-,-,-,-
Mar 22,St. Mary's (Md.),"W, 14-10",-,-,-,-,-,-,-,-,-,-,-
Mar 27,at Frostburg State,"L, 4-0",0,0,0,-,-,-,0,-,-,-,-
Mar 27,at Frostburg State,"L, 7-3",3,1,1,-,-,-,0,-,-,-,-
Mar 28,at Wesley,"L, 1-0",3,0,0,-,-,-,0,-,2,-,-
Mar 28,at Wesley,"W, 2-0",1,0,0,-,-,-,0,-,-,-,-
Apr 2,Chris. Newport,"L, 20-5",4,0,0,-,-,-,0,-,1,-,-
Apr 3,at Roanoke,"L, 8-2",4,1,0,-,-,-,0,-,1,-,-
Apr 5,at Marymount,"L, 13-12",4,2,1,-,-,-,1,1,-,-,-
Apr 5,at Marymount,"L, 5-3",3,1,1,-,-,-,0,-,2,-,-
Apr 9,Mary Washington,"L, 15-5",4,1,2,1,-,-,0,-,2,-,-
Apr 10,East. Mennonite,"L, 9-5",2,0,1,-,-,-,0,1,1,-,-
Apr 12,Salisbury,"L, 8-5",5,2,2,1,-,-,0,-,2,-,-
Apr 12,Salisbury,"L, 12-5",3,0,1,-,-,-,1,-,1,-,-
Apr 16,at East. Mennonite,"L, 9-7",3,1,1,-,-,-,0,-,-,-,-
Apr 17,at Roanoke,"L, 20-4",3,0,0,-,-,-,0,-,-,-,-
Apr 18,at Lynchburg,"L, 16-3",4,0,0,-,-,-,0,-,1,-,-
Apr 26,at York (Pa.),"L, 10-4",2,0,0,-,-,-,0,-,1,-,-
Apr 26,at York (Pa.),"L, 5-1",2,0,0,-,-,-,0,-,1,-,-
