Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Rodriguez,TRN,3B,0.333,4,9,3,3,0,0,2,5,5,2,0,0,0,1,0,0.533,1.0,1.533
W Betemit,BOW,3B,0.353,5,17,1,6,0,0,0,3,4,4,0,0,0,0,2,0.476,0.353,0.829
C Utley,REA,2B,0.0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
M Teixeira,TRN,1B,0.2,2,5,0,1,0,0,0,0,1,1,0,0,0,0,1,0.333,0.2,0.533
D Ross,POR,C,0.333,3,6,3,2,2,0,0,2,1,2,0,0,0,0,0,0.429,0.667,1.095
R Paulino,BOW,C,0.292,8,24,3,7,0,0,0,2,6,7,0,0,0,0,3,0.433,0.292,0.725
K Youkilis,TRN,3B,0.2,2,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0.333,0.2,0.533
M Perez,ALT,C,0.143,4,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0.143,0.143,0.286
C Ruiz,REA,C,0.167,2,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0.286,0.333,0.619
N Walker,ALT,2B,0.417,4,12,0,5,1,0,0,1,1,2,0,0,0,0,0,0.462,0.5,0.962
E Zambrano,RIC,C,0.273,5,11,0,3,0,0,0,0,1,1,0,0,0,0,0,0.333,0.273,0.606
M Tolbert,REA,2B,0.308,25,78,10,24,1,1,0,5,4,7,1,2,1,1,2,0.337,0.346,0.684
J Rodriguez,BIN,3B,0.272,127,441,77,120,30,2,6,52,70,94,5,3,2,6,12,0.371,0.39,0.761
L Martinez,BOW,C,0.257,60,206,21,53,16,0,1,20,18,41,0,2,0,3,6,0.319,0.35,0.668
J Horton,BOW,2B,0.303,74,251,42,76,20,1,2,27,15,48,3,1,2,2,8,0.342,0.414,0.756
D Lehmann,NBR,C,0.273,9,22,4,6,0,0,1,3,3,7,0,0,0,1,1,0.37,0.409,0.779
T Manzella,NH,3B,0.265,21,68,10,18,5,0,0,10,6,21,1,0,0,1,1,0.32,0.338,0.658
S Loman,BOW,1B,0.262,56,195,23,51,13,0,6,31,14,57,0,0,1,4,7,0.324,0.421,0.745
R Hughes,BIN,1B,0.278,53,162,20,45,11,2,5,30,20,61,1,1,0,2,6,0.364,0.463,0.827
J Van Ostrand,HAR,1B,0.252,76,254,35,64,19,0,10,37,25,28,0,1,0,0,11,0.329,0.445,0.774
A Rosario,POR,C,0.167,11,36,3,6,0,0,0,4,3,4,0,0,0,1,1,0.244,0.167,0.411
S Drew,POR,SS,0.2,6,20,1,4,2,0,1,4,2,4,0,0,0,1,0,0.261,0.45,0.711
M Spring,POR,C,0.222,52,185,21,41,12,0,10,34,10,64,0,0,0,1,1,0.268,0.449,0.716
L Zawadzki,NH,2B,0.22,25,82,9,18,1,0,1,4,7,21,3,1,1,1,1,0.286,0.268,0.554
L Marson,AKR,C,0.333,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.333,0.333,0.667
A Solis,ALT,C,0.164,20,61,7,10,3,0,0,1,3,17,2,0,1,0,1,0.215,0.213,0.428
E Kratz,REA,C,0.0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
A Baker,BOW,1B,0.251,60,215,28,54,13,2,5,21,26,51,1,2,0,1,9,0.333,0.4,0.733
E Nunez,TRN,SS,0.375,2,8,1,3,0,0,0,1,1,2,0,0,0,0,1,0.444,0.375,0.819
E Farris,NBR,2B,0.5,1,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0.667,0.5,1.167
J Suomi,REA,C,0.235,35,81,12,19,0,0,2,10,11,6,0,0,0,0,0,0.326,0.309,0.635
J Turner,BIN,1B,0.4,4,15,5,6,2,0,0,1,1,2,0,0,0,0,3,0.471,0.533,1.004
J Howell,HAR,C,0.28,30,93,11,26,4,1,5,11,4,19,0,1,2,1,0,0.306,0.505,0.811
M Wagner,RIC,C,0.172,47,122,7,21,5,0,1,13,16,33,1,0,0,1,6,0.277,0.238,0.514
B Boyer,NBR,SS,0.244,11,41,5,10,2,0,0,5,6,7,2,1,1,0,0,0.34,0.293,0.633
N Spears,AKR,2B,0.167,4,18,1,3,1,0,0,3,3,3,0,0,0,0,0,0.286,0.222,0.508
J Johnson,HAR,SS,0.267,53,161,32,43,7,1,7,28,21,29,4,2,5,1,3,0.35,0.453,0.803
S Welch,ALT,3B,0.149,29,74,6,11,2,0,1,6,10,16,0,0,0,0,1,0.25,0.216,0.466
A Gonzalez,REA,3B,0.143,12,35,3,5,1,0,0,1,7,5,0,0,0,0,1,0.286,0.171,0.457
N Romero,BOW,SS,0.28,102,371,51,104,21,1,2,47,56,57,7,4,9,2,13,0.374,0.358,0.733
D Romero,NBR,3B,0.355,8,31,6,11,2,0,3,6,4,7,0,0,0,0,1,0.429,0.71,1.138
W Ramos,HAR,C,0.5,2,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0.6,0.75,1.35
H Garcia,NBR,2B,0.217,7,23,3,5,0,0,2,5,0,5,0,0,0,0,1,0.308,0.478,0.786
