Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Kevin Mager,Low,84,13,29,5,3,0,34,1,0,12,22,0.345,0.429,0.476,0.905
Carlos Asuaje,Low,50,7,16,4,1,0,20,1,0,11,12,0.32,0.431,0.44,0.871
Kendrick Perkins,Low,29,3,8,2,0,1,13,1,0,3,9,0.276,0.344,0.448,0.792
Zach Kapstein,Low,4,0,1,1,0,0,1,0,0,0,1,0.25,0.25,0.5,0.75
Manuel Margot,Low,50,9,13,2,0,1,19,2,1,8,7,0.26,0.344,0.36,0.704
Reed Gragnani,Low,13,0,3,2,0,0,4,0,0,1,3,0.231,0.313,0.385,0.697
Danny Bethea,Low,36,6,11,1,0,0,17,0,0,4,7,0.306,0.357,0.333,0.69
Forrestt Allday,Low,30,0,7,0,0,0,11,1,1,7,7,0.233,0.41,0.233,0.644
Deiner Lopez,Low,22,2,5,2,0,0,10,0,1,2,4,0.227,0.32,0.318,0.638
Cleuluis Rondon,Low,43,4,10,0,1,1,10,1,0,3,6,0.233,0.283,0.349,0.631
Jake Romanski,Low,14,1,3,1,0,0,2,0,0,2,2,0.214,0.313,0.286,0.598
Tzu-Wei Lin,Low,54,5,13,1,0,0,17,2,1,5,19,0.241,0.3,0.259,0.559
Aaron King,Low,53,1,10,3,0,0,14,0,2,8,21,0.189,0.286,0.245,0.531
Nathan Minnich,Low,19,2,4,0,0,0,6,0,0,2,10,0.211,0.32,0.211,0.531
Mike Meyers,Low,4,1,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5
Nick Moore,Low,67,4,14,2,0,0,14,2,1,5,31,0.209,0.253,0.239,0.492
Jose Colorado,Low,22,1,4,1,0,0,6,0,0,3,9,0.182,0.259,0.227,0.487
Williams Jerez,Low,38,3,7,3,0,0,6,1,0,0,5,0.184,0.205,0.263,0.468
Jantzen Witte,Low,18,1,2,1,0,0,3,0,0,0,4,0.111,0.158,0.167,0.325
Carson Blair,Low,4,0,0,0,0,0,1,0,0,2,1,0.0,0.286,0.0,0.286
David Sopilka,Low,36,0,3,1,0,0,3,0,0,3,11,0.083,0.167,0.111,0.278
Miguel Rodriguez,Low,15,0,1,0,0,0,4,0,0,0,6,0.067,0.067,0.067,0.133
Wendell Rijo,Low,3,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
