Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 1,vs. Georgia St.,"L, 3-1",3,0,2,-,-,-,0,-,-,-,-
Mar 1,vs. Stephen F. Austin,"W, 8-4",3,1,2,-,-,-,0,-,1,-,-
Mar 2,vs. Eastern Ky.,"L, 6-1",3,0,0,-,-,-,0,-,2,-,-
Mar 2,vs. Ill.-Chicago,"L, 3-2",4,1,2,-,-,1,2,-,-,-,-
Mar 3,vs. Loyola Marymount,"W, 4-0",4,1,1,-,-,1,2,-,-,-,-
Mar 5,Yale,"W, 8-1",2,1,1,-,-,-,2,1,-,-,-
Mar 5,Yale,"W, 3-1",2,0,0,-,-,-,0,-,-,-,-
Mar 8,vs. Canisius,"W, 6-1",5,1,1,-,-,-,0,-,-,-,-
Mar 8,at Hampton,"L, 4-2",3,0,1,-,-,-,1,1,-,1,-
Mar 9,vs. Siena,"W, 9-4",2,1,0,-,-,-,0,-,-,-,-
Mar 9,vs. Md.-East. Shore,"W, 11-2",4,0,2,1,-,-,2,-,-,-,-
Mar 13,Hartford,"L, 6-4",4,0,1,-,-,-,0,-,-,-,-
Mar 13,Hartford,"W, 6-2",3,0,1,1,-,-,0,1,-,-,-
Mar 16,at Hofstra,"L, 9-0",2,0,0,-,-,-,0,-,-,-,-
Mar 16,vs. Connecticut,"L, 8-6",3,0,1,-,-,-,0,1,-,-,-
Mar 17,at Hofstra,"L, 12-6",3,0,0,-,-,-,0,-,1,-,-
Mar 17,vs. Connecticut,"L, 10-2",2,1,1,-,-,1,1,-,-,-,-
Mar 20,at Fairfield, ,-,-,-,-,-,-,-,-,-,-,-
Mar 20,at Fairfield, ,-,-,-,-,-,-,-,-,-,-,-
Mar 23,at Wagner,"W, 13-1",2,0,0,-,-,-,0,2,1,-,-
Mar 23,at Wagner,"W, 8-0",3,1,1,-,-,1,3,-,-,-,-
Mar 24,at LIU Brooklyn,"W, 9-1",3,0,1,-,-,-,0,-,-,-,-
Mar 24,at LIU Brooklyn,"W, 5-0",4,0,2,1,-,-,0,-,1,-,-
Mar 27,Holy Cross,"W, 2-0",3,0,0,-,-,-,0,-,-,-,-
Mar 27,Holy Cross,"W, 8-0",2,0,1,-,-,-,2,-,-,-,-
Mar 29,Bryant,"W, 8-1",2,1,0,-,-,-,0,2,1,-,-
Mar 29,Bryant,"W, 8-0",3,1,2,1,-,-,2,-,-,-,-
Apr 6,Sacred Heart,"W, 5-0",3,0,2,1,-,-,0,-,-,-,-
Apr 6,Sacred Heart,"W, 4-0",3,0,1,-,-,-,1,-,-,-,-
Apr 7,St. Francis University,"W, 8-5",3,0,2,2,-,-,3,-,-,-,-
Apr 7,St. Francis University,"W, 12-11",5,1,2,1,-,1,2,-,-,-,-
Apr 13,at Mount St. Mary's,"L, 5-3",4,0,1,-,-,-,0,-,3,-,-
Apr 13,at Mount St. Mary's,"W, 11-2",3,1,1,-,-,1,1,-,-,-,-
Apr 14,at Monmouth,"L, 1-0",4,0,0,-,-,-,0,-,-,-,-
Apr 14,at Monmouth,"L, 5-2",3,0,0,-,-,-,0,-,-,-,-
Apr 17,at Holy Cross,"W, 6-0",2,1,2,1,-,-,2,-,-,-,-
Apr 17,at Holy Cross,"W, 2-0",3,0,1,1,-,-,1,-,-,-,-
Apr 21,Fairleigh Dickinson,"W, 9-1",4,0,2,-,-,-,1,-,-,-,-
Apr 21,Fairleigh Dickinson,"W, 4-0",2,1,1,-,-,1,1,-,-,-,-
Apr 25,Rhode Island,"W, 11-0",2,1,1,-,-,1,2,-,-,-,-
Apr 25,Rhode Island,"W, 11-3",2,0,1,-,-,-,0,1,-,-,-
Apr 27,Robert Morris,"W, 3-1",3,0,2,1,-,-,1,-,-,-,-
Apr 27,Robert Morris,"L, 3-2",4,0,2,-,-,-,1,-,-,-,-
Apr 28,at Quinnipiac,"W, 9-0",2,1,2,1,-,-,2,1,-,-,-
Apr 28,at Quinnipiac,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
May 1,at Md.-East. Shore,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
May 1,at Md.-East. Shore,"W, 10-1",-,-,-,-,-,-,-,-,-,-,-
May 2,at Coppin St., ,-,-,-,-,-,-,-,-,-,-,-
May 2,at Coppin St., ,-,-,-,-,-,-,-,-,-,-,-
May 9,vs. Monmouth,"W, 5-1",2,0,1,-,-,-,1,-,-,-,-
May 10,vs. LIU Brooklyn,"W, 5-4",3,2,3,-,-,2,3,1,-,-,-
May 11,vs. LIU Brooklyn,"W, 4-3",1,0,0,-,-,-,0,2,-,-,-
May 17,at LSU,"L, 3-2",3,0,0,-,-,-,0,-,2,-,-
May 18,vs. Northwestern St.,"W, 9-1",3,2,2,1,-,-,2,1,-,-,-
May 18,at LSU,"L, 11-0",3,0,0,-,-,-,0,-,2,-,-
