Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 2,at Fordham,"L, 3-2",2,0,0,-,-,-,0,1,1,-,-
Mar 2,at Fordham,"W, 2-0",3,0,2,-,-,-,1,-,-,-,1
Mar 3,vs. Hofstra,"L, 9-0",3,0,0,-,-,-,0,-,-,-,-
Mar 3,vs. Hofstra,"L, 6-0",2,0,0,-,-,-,0,-,1,-,-
Mar 9,at Richmond,"L, 3-0",3,0,0,-,-,-,0,1,2,-,-
Mar 10,at Richmond,"L, 8-0",2,0,0,-,-,-,0,2,-,-,-
Mar 11,at Richmond,"L, 7-5",4,1,0,-,-,-,1,-,1,-,-
Mar 13,at William & Mary,"L, 13-5",5,0,0,-,-,-,0,-,1,-,-
Mar 14,at William & Mary,"L, 9-5",5,1,1,-,-,-,0,-,1,-,-
Mar 16,at Wagner,"L, 1-0",5,0,0,-,-,-,0,-,1,-,-
Mar 17,at Wagner,"L, 7-1",3,0,1,-,-,-,0,-,1,-,-
Mar 17,at Wagner,"W, 6-2",3,0,0,-,-,-,0,-,-,-,-
Mar 18,at Wagner,"L, 10-1",2,0,0,-,-,-,0,2,1,-,-
Mar 21,at Army,"L, 3-0",3,0,0,-,-,-,0,-,1,-,-
Mar 23,Fairleigh Dickinson,"L, 8-4",4,1,1,-,-,-,0,-,1,-,-
Mar 23,Fairleigh Dickinson,"W, 11-4",3,0,0,-,-,-,0,-,-,-,-
Mar 24,Fairleigh Dickinson,"L, 5-3",2,0,1,-,-,-,0,-,-,1,-
Mar 24,Fairleigh Dickinson,"L, 11-2",3,0,0,-,-,-,0,-,-,-,-
Mar 27,at Fairfield,"L, 6-3",2,1,1,-,-,-,0,1,1,1,-
Mar 28,Yale, ,-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Central Conn. St.,"L, 9-3",4,0,1,-,-,-,1,-,-,-,-
Mar 31,at Central Conn. St.,"L, 6-5",3,0,1,-,-,-,1,-,1,-,-
Mar 31,at Central Conn. St.,"L, 3-2",3,0,1,-,-,-,0,-,1,-,-
Apr 1,at Central Conn. St.,"L, 13-7",3,2,3,-,-,-,0,1,-,-,-
Apr 5,at Monmouth,"L, 11-4",4,0,1,-,-,-,1,-,2,-,-
Apr 6,at Monmouth,"L, 4-1",2,0,0,-,-,-,0,1,1,-,1
Apr 6,at Monmouth,"L, 6-1",3,0,1,1,-,-,0,-,-,-,-
Apr 7,at Monmouth,"L, 7-3",4,0,3,-,-,-,1,-,-,-,-
Apr 9,Connecticut,"L, 12-7",4,1,1,-,-,-,0,1,1,-,-
Apr 10,Rhode Island,"L, 8-6",2,0,0,-,-,-,1,2,-,-,-
Apr 13,Mount St. Mary's,"W, 17-3",5,1,2,-,-,-,3,-,-,1,-
Apr 14,Mount St. Mary's,"W, 7-2",3,0,3,-,-,-,1,-,-,-,-
Apr 14,Mount St. Mary's,"W, 5-4",3,0,2,1,-,-,0,1,-,-,-
Apr 15,Mount St. Mary's,"L, 7-6",4,0,1,-,-,-,1,-,1,-,-
Apr 17,at Hartford,"L, 11-5",4,1,2,-,-,-,0,-,-,-,-
Apr 20,Bryant,"L, 11-5",3,0,1,-,-,-,0,1,1,-,-
Apr 20,Bryant,"L, 1-0",3,0,3,-,-,-,0,-,-,-,-
Apr 21,Bryant,"L, 5-2",2,1,2,-,-,-,0,1,-,1,-
Apr 21,Bryant,"L, 22-4",4,1,1,1,-,-,1,-,-,-,-
Apr 24,at Dartmouth,"L, 5-3",4,0,2,-,-,-,1,-,-,1,-
Apr 27,at Sacred Heart,"L, 3-2",3,0,0,-,-,-,0,-,1,-,-
Apr 28,at Sacred Heart,"L, 6-1",3,0,1,-,-,-,0,-,1,-,-
Apr 28,at Sacred Heart,"L, 5-4",4,0,0,-,-,-,0,-,3,1,-
Apr 29,at Sacred Heart,"W, 9-8",3,1,1,-,-,-,0,3,1,-,-
May 1,Massachusetts, ,-,-,-,-,-,-,-,-,-,-,-
May 5,LIU Brooklyn,"L, 7-4",2,0,0,-,-,-,0,1,1,-,-
May 5,LIU Brooklyn,"W, 1-0",3,0,0,-,-,-,0,-,1,-,-
May 6,LIU Brooklyn,"W, 13-4",4,1,2,-,-,-,1,-,1,-,1
May 6,LIU Brooklyn,"L, 14-4",3,2,0,-,-,-,0,2,1,1,-
May 11,Niagara, ,-,-,-,-,-,-,-,-,-,-,-
May 11,Niagara, ,-,-,-,-,-,-,-,-,-,-,-
