Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Chih-Hsien Chiang,Por,145,44,60,19,2,10,45,1,1,11,22,0.414,0.469,0.779,1.248
Alex Hassan,Por,180,50,71,19,0,10,44,6,2,37,27,0.394,0.507,0.667,1.173
Mark Wagner,PorSal,88,19,33,9,1,6,21,0,0,9,13,0.375,0.422,0.705,1.126
Boss Moanaroa,Low,81,17,29,7,3,4,27,0,0,14,25,0.358,0.453,0.667,1.119
Matt Spring,3 Teams,86,17,28,12,0,7,25,0,0,10,27,0.326,0.402,0.709,1.111
Drew Sutton,Paw,97,21,37,11,1,4,23,0,1,12,20,0.381,0.459,0.639,1.099
Bryce Brentz,SalGre,229,65,83,14,3,18,59,2,2,19,50,0.362,0.413,0.686,1.099
Garin Cecchini,Low,55,16,21,8,0,2,15,7,2,7,8,0.382,0.46,0.636,1.097
Aly Gonzalez,DSL,61,9,28,4,0,1,16,0,0,7,8,0.459,0.514,0.574,1.088
Jose Vinicio,GCL,75,14,30,3,5,1,10,11,6,6,10,0.4,0.471,0.613,1.084
Ryan Lavarnway,PawPor,210,47,67,14,0,20,56,0,0,28,55,0.319,0.407,0.671,1.079
Reynaldo Rodriguez,3 Teams,190,45,61,18,1,13,55,11,2,24,35,0.321,0.398,0.632,1.03
Christian Vazquez,Gre,229,55,77,21,2,13,63,2,1,30,44,0.336,0.414,0.616,1.029
Xander Bogaerts,Gre,163,31,53,13,2,12,33,0,2,14,37,0.325,0.378,0.65,1.028
Will Middlebrooks,3 Teams,217,41,74,16,1,16,63,9,2,12,49,0.341,0.38,0.645,1.026
Travis Shaw,GreLow,93,23,30,8,0,5,26,3,0,17,13,0.323,0.425,0.57,0.995
Brandon Jacobs,Gre,246,51,82,18,3,12,60,19,4,26,69,0.333,0.405,0.577,0.982
Josh Reddick,Paw,102,30,26,5,0,11,28,3,1,16,17,0.255,0.341,0.627,0.969
Jose Colorado,GCL,70,13,22,6,4,1,12,0,3,10,19,0.314,0.407,0.557,0.965
Ynoel Aguero,DSL,132,31,49,8,2,1,22,11,5,26,27,0.371,0.475,0.485,0.96
Mitch Dening,Por,111,25,36,6,1,5,24,2,3,19,24,0.324,0.427,0.532,0.959
Kendrick Perkins,GCL,75,19,25,2,1,3,15,0,1,14,21,0.333,0.444,0.507,0.951
Drew Hedman,Gre,163,36,53,13,1,6,39,7,5,19,39,0.325,0.407,0.528,0.935
Sean Coyle,Gre,222,59,61,17,5,11,49,16,3,35,65,0.275,0.385,0.545,0.93
Carson Blair,GreLow,51,11,13,5,0,3,7,0,0,12,19,0.255,0.397,0.529,0.926
