Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 3,vs. Widener,"L, 6-5",4,1,1,-,-,-,0,-,-,-,1
Mar 4,vs. Alvernia,"L, 16-7",3,0,0,-,-,-,0,-,1,-,-
Mar 6,vs. Anna Maria,"W, 13-1",4,1,1,-,-,-,1,-,1,-,-
Mar 8,vs. Coast Guard,"L, 11-9",4,0,0,-,-,-,0,-,1,-,-
Mar 8,vs. Coast Guard,"W, 6-0",3,1,1,-,-,-,0,1,-,-,-
Mar 11,at City College of New York, ,-,-,-,-,-,-,-,-,-,-,-
Mar 13,at William Paterson,"L, 11-3",4,1,1,-,-,-,0,-,1,1,-
Mar 16,Susquehanna,"W, 9-0",3,3,2,1,-,-,3,1,-,1,-
Mar 17,Susquehanna,"L, 9-3",4,1,2,-,-,-,0,-,1,-,-
Mar 17,Susquehanna,"L, 8-7",5,0,1,-,-,-,0,-,-,-,-
Mar 20,at Staten Island, ,-,-,-,-,-,-,-,-,-,-,-
Mar 22,Scranton,"W, 13-2",4,3,2,-,-,-,2,1,1,1,-
Mar 23,Scranton,"W, 4-3",3,0,1,-,-,-,0,-,1,-,1
Mar 23,Scranton,"L, 6-1",4,0,0,-,-,-,0,-,2,-,-
Mar 27,SUNY Maritime,"W, 12-4",0,0,0,-,-,-,0,-,-,-,-
Mar 29,at Drew,"W, 8-3",3,1,1,-,-,-,1,1,1,-,-
Mar 30,at Drew,"L, 14-2",2,0,0,-,-,-,0,-,-,-,-
Mar 30,at Drew,"W, 6-3",3,1,2,1,-,-,1,-,-,-,-
Apr 4,John Jay,"W, 9-5",0,0,0,-,-,-,0,-,-,-,-
Apr 6,at Moravian,"W, 8-1",4,1,1,1,-,-,2,-,1,1,-
Apr 6,at Moravian,"W, 6-3",4,1,1,-,-,-,0,-,-,-,-
Apr 7,at Moravian,"L, 8-5",4,0,0,-,-,-,1,-,1,1,-
Apr 9,Lehman,"W, 14-5",0,0,0,-,-,-,0,-,-,-,-
Apr 13,Catholic,"W, 6-3",4,1,1,1,-,-,0,-,2,-,-
Apr 13,Catholic,"L, 10-1",3,0,0,-,-,-,0,-,1,-,-
Apr 14,Catholic,"L, 11-0",3,0,0,-,-,-,0,-,1,-,-
Apr 17,at St. Joseph's (LI),"L, 11-4",5,0,2,-,-,-,0,-,2,1,-
Apr 20,at Juniata,"W, 8-7",4,0,0,-,-,-,0,-,-,-,-
Apr 20,at Juniata,"W, 13-2",5,2,2,1,-,-,3,-,-,-,-
Apr 21,at Juniata,"W, 7-3",5,1,1,-,-,-,0,-,-,1,-
Apr 23,St. Joseph's (BK),"W, 10-4",-,-,-,-,-,-,-,-,-,-,-
Apr 25,Manhattanville,"W, 16-1",-,-,-,-,-,-,-,-,-,-,-
Apr 27,Baruch,"L, 15-11",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at City College of New York,"W, 22-5",-,-,-,-,-,-,-,-,-,-,-
Apr 30,at Old Westbury,"L, 5-4",-,-,-,-,-,-,-,-,-,-,-
May 4,vs. Moravian,"L, 9-4",-,-,-,-,-,-,-,-,-,-,-
May 5,at Catholic,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
May 10,at Old Westbury,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
May 12,at Purchase St.,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
