Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Alexander,SD,SS,0.176,22,34,2,6,1,1,0,4,2,5,0,1,2,1,0,0.216,0.265,0.481
R Aurilia,CIN,2B,0.3,122,440,61,132,25,1,23,70,34,51,3,0,2,4,10,0.349,0.518,0.867
C Biggio,HOU,2B,0.246,145,548,79,135,33,0,21,62,40,84,3,2,5,5,15,0.306,0.422,0.727
J Castro,CIN,SS,0.284,54,95,8,27,5,1,2,14,5,13,0,1,0,0,0,0.32,0.421,0.741
R Clayton,CIN,SS,0.258,137,454,49,117,30,1,2,40,30,85,14,6,7,6,11,0.307,0.341,0.648
C Counsell,ARI,2B,0.255,105,372,56,95,14,4,4,30,31,47,15,8,2,1,1,0.327,0.347,0.674
R Durham,SF,2B,0.293,137,498,79,146,30,7,26,93,51,61,7,2,2,2,17,0.36,0.538,0.898
D Easley,ARI,SS,0.233,90,189,24,44,6,1,9,28,21,30,1,1,3,2,4,0.323,0.418,0.741
T Graffanino,MIL,2B,0.28,60,236,34,66,17,3,2,27,20,37,2,0,0,1,6,0.345,0.403,0.747
J Kent,LAD,2B,0.292,115,407,61,119,27,3,14,68,55,69,1,2,0,3,9,0.385,0.477,0.861
N Perez,CHC,SS,0.254,87,236,27,60,13,1,2,24,5,21,0,1,2,3,3,0.266,0.343,0.61
E Renteria,ATL,SS,0.293,149,598,100,175,40,2,14,70,62,89,17,6,8,2,17,0.361,0.436,0.797
J Valentin,NYM,2B,0.271,137,384,56,104,24,3,18,62,37,71,6,2,5,6,5,0.33,0.49,0.82
J Vidro,WSH,2B,0.289,126,463,52,134,26,1,7,47,41,48,1,0,0,4,16,0.348,0.395,0.744
J Vizcaino,STL,SS,0.232,80,142,19,33,6,0,2,8,17,14,0,2,2,0,5,0.314,0.317,0.631
O Vizquel,SF,SS,0.295,153,579,88,171,22,10,4,58,56,51,24,7,13,5,13,0.361,0.389,0.749
T Walker,SD,2B,0.278,138,442,56,123,22,2,9,53,55,38,2,1,1,5,8,0.356,0.398,0.754
T Womack,CHC,2B,0.265,28,68,7,18,3,0,1,5,8,7,1,1,4,0,0,0.342,0.353,0.695
R Martinez,LAD,2B,0.278,82,176,20,49,7,1,2,24,15,20,0,0,2,0,9,0.339,0.364,0.702
J McEwing,HOU,2B,0.0,7,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
J Hairston,CHC,2B,0.207,38,82,8,17,3,0,0,4,4,14,3,0,5,0,1,0.253,0.244,0.497
J Lugo,LAD,SS,0.219,49,146,16,32,5,1,0,10,12,29,6,5,2,3,2,0.278,0.267,0.545
R Belliard,STL,2B,0.237,54,194,20,46,9,1,5,23,15,36,0,3,1,0,9,0.295,0.371,0.666
G Blum,SD,2B,0.254,109,276,27,70,17,1,4,34,17,51,0,1,2,4,5,0.293,0.366,0.659
T De La Rosa,SF,SS,0.313,16,16,1,5,0,0,0,1,1,3,0,0,0,0,0,0.353,0.313,0.665
F Lopez,WSH,2B,0.274,156,617,98,169,27,3,11,52,81,126,44,12,11,3,9,0.358,0.381,0.739
C Woodward,NYM,SS,0.216,83,222,25,48,10,1,3,25,23,55,1,1,4,3,2,0.289,0.311,0.6
D Eckstein,STL,SS,0.292,123,500,68,146,18,1,2,23,31,41,7,6,3,3,7,0.35,0.344,0.694
A Everett,HOU,SS,0.239,150,514,52,123,28,6,6,59,34,71,9,6,10,4,5,0.29,0.352,0.642
J Rollins,PHI,SS,0.277,158,689,127,191,45,9,25,83,57,80,36,4,0,7,12,0.334,0.478,0.811
R Furcal,LAD,SS,0.3,159,654,113,196,32,9,15,63,73,98,37,13,5,3,7,0.369,0.445,0.814
M Giles,ATL,2B,0.262,141,550,87,144,32,2,11,60,62,105,10,5,5,3,12,0.341,0.387,0.729
C Izturis,CHC,SS,0.245,54,192,14,47,9,1,1,18,12,14,1,4,1,1,4,0.295,0.318,0.612
J Wilson,PIT,SS,0.273,142,543,70,148,27,1,8,35,33,65,4,3,9,5,15,0.316,0.37,0.686
H Mateo,WSH,2B,0.154,22,26,5,4,2,0,1,3,2,3,0,0,1,0,1,0.214,0.346,0.56
J Smith,COL,2B,0.263,49,99,9,26,1,0,5,13,7,29,3,0,0,0,1,0.324,0.424,0.748
C Utley,PHI,2B,0.309,160,658,131,203,40,4,32,102,63,132,15,4,0,4,9,0.379,0.527,0.906
A Amezaga,FLA,2B,0.26,132,334,42,87,9,3,3,19,33,46,20,12,7,1,5,0.332,0.332,0.664
B Hall,MIL,SS,0.27,148,537,101,145,39,4,35,85,63,162,8,9,3,4,12,0.345,0.553,0.899
O Hudson,ARI,2B,0.287,157,579,87,166,34,9,15,67,61,78,9,6,4,4,17,0.354,0.454,0.809
J Thurston,PHI,2B,0.222,18,18,3,4,1,0,0,0,1,2,0,0,0,0,0,0.3,0.278,0.578
R Olmedo,CIN,SS,0.205,30,44,5,9,2,0,1,4,4,4,1,0,0,0,0,0.271,0.318,0.589
B Phillips,CIN,2B,0.276,149,536,65,148,28,1,17,75,35,88,25,2,4,6,19,0.324,0.427,0.751
J Reyes,NYM,SS,0.3,153,647,122,194,30,17,19,81,53,81,64,17,2,0,6,0.354,0.487,0.841
J Carroll,COL,2B,0.3,136,463,84,139,23,5,5,36,56,66,10,12,9,3,10,0.377,0.404,0.781
A Miles,STL,2B,0.263,135,426,48,112,20,5,2,30,38,42,2,1,2,3,8,0.324,0.347,0.672
J Castillo,PIT,2B,0.253,148,518,54,131,25,0,14,65,32,98,6,4,1,6,22,0.299,0.382,0.682
C Barmes,COL,SS,0.22,131,478,57,105,26,4,7,56,22,72,5,4,19,7,2,0.264,0.335,0.598
H Luna,STL,2B,0.291,76,223,27,65,14,1,4,21,21,34,5,3,0,0,3,0.355,0.417,0.772
O Robles,LAD,2B,0.152,29,33,6,5,0,1,0,0,5,5,0,0,1,0,0,0.263,0.212,0.475
K Greene,SD,SS,0.245,121,412,56,101,26,2,15,55,39,87,5,1,0,2,15,0.32,0.427,0.747
J Barfield,SD,2B,0.28,150,539,72,151,32,3,13,58,30,81,21,5,2,5,8,0.318,0.423,0.741
C Burke,HOU,2B,0.276,123,366,58,101,23,1,9,40,27,77,11,1,4,2,6,0.347,0.418,0.765
J Hardy,MIL,SS,0.242,35,128,13,31,5,0,5,14,10,23,1,1,0,1,4,0.295,0.398,0.693
E Bruntlett,HOU,SS,0.277,73,119,11,33,8,0,0,10,13,21,3,1,2,1,2,0.351,0.345,0.695
R Weeks,MIL,2B,0.279,95,359,73,100,15,3,8,34,30,92,19,5,2,3,6,0.363,0.404,0.766
K Matsui,COL,2B,0.267,70,243,32,65,12,3,3,26,16,46,10,1,4,2,1,0.31,0.379,0.689
R Cedeno,CHC,2B,0.245,151,534,51,131,18,7,6,41,17,109,8,8,15,3,10,0.271,0.339,0.61
B Harris,CIN,2B,0.238,25,42,5,10,2,0,1,3,4,7,0,0,0,0,2,0.319,0.357,0.676
T Pena,ATL,SS,0.227,40,44,12,10,2,0,1,3,2,10,0,0,0,0,1,0.261,0.341,0.602
L Gonzalez,COL,2B,0.242,61,149,7,36,9,1,2,14,4,27,1,1,2,1,3,0.269,0.356,0.625
A Callaspo,ARI,SS,0.238,23,42,2,10,1,1,0,6,4,6,0,1,0,1,0,0.298,0.31,0.607
A Green,ARI,2B,0.186,73,86,15,16,4,0,1,6,13,20,1,0,3,0,0,0.293,0.267,0.56
H Ramirez,FLA,SS,0.292,158,633,119,185,46,11,17,59,56,128,51,15,5,2,7,0.353,0.48,0.833
A Hernandez,NYM,2B,0.152,25,66,4,10,1,1,1,3,1,12,0,0,0,0,3,0.164,0.242,0.407
R Andino,FLA,SS,0.167,11,24,0,4,1,0,0,2,1,6,1,0,1,2,0,0.185,0.208,0.394
D Sandoval,PHI,SS,0.211,28,38,1,8,1,0,0,4,4,3,0,0,0,1,2,0.279,0.237,0.516
O Quintanilla,COL,SS,0.176,11,34,3,6,1,1,0,3,3,9,1,1,1,0,1,0.243,0.265,0.508
K Frandsen,SF,2B,0.215,41,93,12,20,4,0,2,7,3,14,0,1,0,0,3,0.284,0.323,0.607
R Theriot,CHC,2B,0.328,53,134,34,44,11,3,3,16,17,18,13,2,6,0,5,0.412,0.522,0.934
M Prado,ATL,2B,0.262,24,42,3,11,1,1,1,9,5,7,0,0,2,0,2,0.34,0.405,0.745
C Barnwell,MIL,SS,0.067,13,30,2,2,0,0,0,1,1,6,1,0,0,0,0,0.097,0.067,0.163
J Nelson,STL,SS,0.0,8,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0
S Drew,ARI,SS,0.316,59,209,27,66,13,7,5,23,14,50,2,0,2,1,1,0.357,0.517,0.874
T Tulowitzki,COL,SS,0.24,25,96,15,23,2,0,1,6,10,25,3,0,1,0,1,0.318,0.292,0.609
D Uggla,FLA,2B,0.282,154,611,105,172,26,7,27,90,48,123,6,6,7,8,5,0.339,0.48,0.818
M Dorta,WSH,SS,0.211,15,19,3,4,1,0,0,0,1,2,0,2,0,0,0,0.25,0.263,0.513
