Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
B Dean,GL,1B,0.237,96,350,32,83,16,1,7,44,37,47,1,0,1,6,10,0.309,0.349,0.657
J Blackwood,FW,3B,0.284,71,271,29,77,26,2,9,43,17,51,6,2,0,1,6,0.33,0.494,0.824
J Cedeno,BG,3B,0.246,66,264,30,65,13,1,8,31,10,67,4,1,0,1,4,0.278,0.394,0.672
Y Arbelo,SB,1B,0.247,134,461,68,114,31,0,31,95,73,161,1,0,0,4,13,0.361,0.516,0.877
C Jones,WM,1B,0.308,46,156,29,48,11,0,2,21,25,28,0,0,0,2,5,0.402,0.417,0.819
B Fuenmayor,LAN,3B,0.287,29,94,10,27,5,1,0,11,8,19,0,1,0,1,6,0.346,0.362,0.708
J Perez,BEL,3B,0.337,74,276,56,93,20,1,15,60,32,48,11,5,1,2,12,0.413,0.58,0.992
A Franco,KC,3B,0.249,97,382,49,95,14,6,4,27,36,40,5,6,16,1,6,0.316,0.348,0.664
R Morla,CLI,3B,0.17,28,106,7,18,3,3,0,7,4,28,5,2,1,2,3,0.196,0.255,0.451
R Alvarez,CR,1B,0.257,126,482,54,124,31,1,10,64,13,96,2,2,2,6,13,0.292,0.388,0.68
F Cruz,KC,1B,0.227,13,44,2,10,0,0,0,0,1,8,0,2,1,0,1,0.244,0.227,0.472
C Hawn,WIS,1B,0.294,101,377,56,111,24,0,6,50,51,85,3,4,3,3,9,0.382,0.406,0.787
C Jacobs,GL,1B,0.288,65,215,31,62,14,0,12,33,34,62,0,0,0,0,7,0.393,0.521,0.914
V Sanchez,QC,1B,0.242,68,240,28,58,16,1,2,28,15,39,4,1,0,2,10,0.313,0.342,0.655
R Ruiz,QC,1B,0.119,13,42,4,5,2,0,0,2,6,8,1,0,0,1,4,0.224,0.167,0.391
T Medica,FW,1B,0.268,44,142,22,38,19,0,3,21,17,33,0,1,1,0,2,0.366,0.465,0.831
M Wiswall,CLI,1B,0.24,130,509,49,122,19,1,10,57,25,104,4,4,2,4,16,0.281,0.34,0.621
J Aguilar,LC,1B,0.292,95,349,58,102,27,2,19,69,35,98,1,0,0,3,7,0.37,0.544,0.915
S Caseres,KC,1B,0.231,7,26,2,6,1,0,0,2,2,4,0,1,0,0,1,0.31,0.269,0.58
M Gonzales,BEL,1B,0.289,116,412,66,119,27,1,15,76,53,105,4,0,0,7,9,0.371,0.468,0.84
J Kuebler,KC,1B,0.209,92,339,35,71,17,2,7,30,38,91,5,3,1,0,8,0.291,0.333,0.624
N Leyja,BUR,3B,0.235,113,421,72,99,20,5,6,35,47,118,28,5,2,1,12,0.32,0.349,0.669
F Pfister,DAY,3B,0.192,48,146,15,28,1,0,2,14,7,26,2,0,1,4,4,0.233,0.24,0.472
M Helm,SB,3B,0.262,127,451,58,118,27,1,8,60,49,134,16,4,0,2,6,0.343,0.379,0.722
B Hernandez,CR,3B,0.227,27,97,7,22,4,0,3,17,4,15,1,0,4,1,4,0.255,0.361,0.616
G Urshela,LC,3B,0.238,126,505,57,120,24,2,9,46,14,69,3,0,2,4,11,0.262,0.347,0.608
C Burnette,LC,1B,0.203,34,118,8,24,8,0,0,7,12,21,1,0,1,0,3,0.282,0.271,0.554
K Hobson,LAN,1B,0.25,128,480,65,120,24,2,4,53,61,73,1,0,0,3,12,0.336,0.333,0.67
B May,PEO,1B,0.185,32,108,8,20,4,2,0,6,14,40,0,1,0,1,5,0.282,0.259,0.542
C Powers,FW,1B,0.338,76,275,48,93,29,1,8,45,42,64,0,0,1,4,5,0.422,0.538,0.961
R Price,BG,3B,0.283,127,427,85,121,25,5,6,44,86,63,16,7,5,0,8,0.426,0.407,0.833
J Robbins,WM,1B,0.251,129,490,55,123,26,1,16,65,16,158,5,0,9,2,12,0.283,0.406,0.69
J Rodriguez,QC,3B,0.251,118,394,67,99,27,0,20,70,77,109,4,5,0,3,8,0.389,0.472,0.861
J Cruz,CR,3B,0.261,119,448,50,117,27,2,9,55,40,89,10,4,1,3,12,0.324,0.391,0.715
C Henderson,GL,3B,0.22,61,186,17,41,6,1,1,10,19,36,2,2,1,2,8,0.293,0.28,0.573
R Jones,PEO,1B,0.309,123,472,62,146,36,0,24,98,32,125,0,3,0,5,9,0.362,0.538,0.9
T Morris,CLI,1B,0.252,96,337,44,85,12,4,5,42,34,87,21,6,0,3,5,0.331,0.356,0.687
K Nolan,LAN,1B,0.319,24,91,20,29,6,0,3,19,12,15,2,1,0,2,2,0.396,0.484,0.88
M Nuzzo,LAN,3B,0.267,68,258,33,69,15,1,4,32,29,67,4,0,0,4,3,0.341,0.38,0.721
G Rohan,PEO,1B,0.314,76,293,34,92,20,0,5,52,24,50,3,2,1,5,6,0.368,0.433,0.802
R Stovall,KC,3B,0.307,57,205,27,63,15,5,8,31,15,45,5,3,0,1,5,0.356,0.546,0.902
B Namba,LAN,3B,0.191,89,283,35,54,12,2,6,35,35,107,1,0,0,4,11,0.29,0.311,0.601
R Cuneo,PEO,1B,0.263,52,198,25,52,15,1,2,28,15,36,1,0,0,4,5,0.315,0.379,0.694
R Torreyes,DAY,3B,0.356,67,278,53,99,9,5,3,41,14,19,12,7,7,1,7,0.398,0.457,0.855
N Castellanos,WM,3B,0.312,135,507,65,158,36,3,7,76,45,130,3,2,1,6,5,0.367,0.436,0.803
