Symbol,Company,Insider,Position,Date,Buy/Sell,Shares,Trade Price ($),Cost ($1000),Price Change Since Trade (%),Yield (%),P/E,Market Cap ($M),Details
WERN,Werner Enterpri...,SYNOWICKI ROBERT E JR,Exec VP-Driver Resources,2015-04-24,Sell,"3,500",$29.78,104.2,-4.9,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GREGORY L,Vice Chairman & CEO (Click for the stocks that their CEOs have bought),2015-02-19,Sell,"5,053",$31.37,158.5,-9.72,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GARY L,Chairman,2015-02-19,Sell,"5,007",$31.36,157.0,-9.69,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,STEELE JOHN J,Exec VP - Treasurer & CFO,2015-02-18,Sell,"15,000",$31.04,465.6,-8.76,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,MULLEN JAMES A,Exec VP and General Counsel,2014-12-10,Sell,"2,000",$30.02,60.0,-5.66,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GARY L,Chairman,2014-12-09,Sell,"11,355",$29.48,334.7,-3.93,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GREGORY L,Vice Chairman & CEO,2014-12-09,Sell,"10,344",$29.42,304.3,-3.74,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SCHELBLE JIM S,Exec VP - Sales & Marketing,2014-11-06,Sell,"10,000",$28.03,280.3,1.03,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,STEELE JOHN J,Exec VP - Treasurer & CFO,2014-10-31,Sell,"15,000",$27.49,412.4,3.02,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,LEATHERS DEREK J,President & COO,2014-10-31,Sell,"20,000",$27.57,551.4,2.72,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,JOHNSON JAMES LYNN,Exec VP - Chief Acctg Officer,2014-10-31,Sell,"15,000",$27.59,413.9,2.65,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,NORDLUND H MARTY,Sr. Exec VP-Specialized Svcs.,2014-10-27,Sell,"10,000",$26.33,263.3,7.56,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SCHELBLE JIM S,Exec VP - Sales & Marketing,2014-06-20,Sell,"10,000",$26.74,267.4,5.91,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SYNOWICKI ROBERT E JR,Exec VP-Driver Resources,2014-06-02,Sell,"5,000",$26.4,132.0,7.27,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,MULLEN JAMES A,Exec VP and General Counsel,2014-05-08,Sell,"4,397",$25.56,112.4,10.8,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,MULLEN JAMES A,Exec VP and General Counsel,2014-05-07,Sell,"5,603",$25.5,142.9,11.06,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,NORDLUND H MARTY,Sr. Exec VP-Specialized Svcs.,2014-02-25,Sell,"10,000",$26.07,260.7,8.63,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,LEATHERS DEREK J,President & COO,2014-02-21,Sell,"17,500",$26.08,456.4,8.59,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SYNOWICKI ROBERT E JR,Exec VP-Driver Resources,2014-02-14,Sell,"5,000",$26.07,130.4,8.63,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SCHELBLE JIM S,Exec VP - Sales & Marketing,2014-02-07,Sell,"15,000",$25.77,386.6,9.9,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,STEELE JOHN J,Exec VP - Treasurer & CFO,2014-02-05,Sell,"20,000",$25.51,510.2,11.02,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,JOHNSON JAMES LYNN,Exec VP - Chief Acctg Officer,2013-12-18,Sell,"4,400",$24.99,110.0,13.33,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SCHELBLE JIM S,Exec VP - Sales & Marketing,2013-12-17,Sell,"15,000",$24.53,368.0,15.45,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,LEATHERS DEREK J,President & COO,2013-12-17,Sell,"17,500",$24.57,430.0,15.26,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,JOHNSON JAMES LYNN,Exec VP - Chief Acctg Officer,2013-12-10,Sell,"10,600",$24.37,258.3,16.21,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GREGORY L,Vice Chairman & CEO,2013-12-06,Sell,"7,589",$24.13,183.1,17.36,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER GARY L,Chairman,2013-12-06,Sell,"4,500",$24.18,108.8,17.12,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,SYNOWICKI ROBERT E JR,Exec VP-Driver Resources,2013-05-30,Sell,"10,000",$25.22,252.2,12.29,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER CLARENCE L,"Director, 10% Owner",2012-12-17,Sell,"145,617",$20.8,3028.8,36.15,0.7,19.64,2035.674,Link
WERN,Werner Enterpri...,WERNER CLARENCE L,"Director, 10% Owner",2012-12-14,Sell,"604,383",$20.89,12625.6,35.57,0.7,19.64,2035.674,Link
