Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
H Mateo,TAB,2B,0.345,105,435,88,150,16,8,3,52,60,64,32,7,5,4,6,0.423,0.439,0.862
D Cesar,LAG,2B,0.319,44,182,31,58,14,1,3,28,23,33,13,3,1,2,6,0.403,0.456,0.859
R Castro,VER,2B,0.28,13,50,9,14,3,1,1,7,8,9,0,0,1,2,1,0.377,0.44,0.817
C Orrantia,MTY,2B,0.329,46,146,26,48,4,2,3,14,5,21,4,4,8,1,3,0.357,0.445,0.802
J Laurean,LAG,2B,0.263,75,179,22,47,11,1,2,36,17,29,0,3,3,5,8,0.332,0.369,0.7
J Chavez,VER,2B,0.275,99,374,62,103,32,1,6,47,54,70,19,9,8,4,8,0.363,0.414,0.778
G Duran,MVA,2B,0.133,4,15,0,2,0,0,0,0,1,4,0,0,0,0,3,0.188,0.133,0.321
F Arias,REY,2B,0.35,34,117,22,41,10,1,1,10,7,12,1,1,5,1,2,0.394,0.479,0.872
J Rivera,CAM,2B,0.254,76,205,23,52,9,1,4,27,28,19,0,3,6,4,4,0.338,0.366,0.703
C Gastelum,TIG,2B,0.274,104,409,69,112,19,4,9,51,43,49,13,3,12,0,13,0.352,0.406,0.757
R Aguirre,REY,2B,0.249,81,253,36,63,8,2,1,39,24,32,3,2,14,3,11,0.313,0.308,0.621
J Amador,SAL,2B,0.355,100,380,79,135,13,0,18,66,36,59,1,4,1,6,11,0.418,0.532,0.949
J Brena,OAX,2B,0.286,72,259,28,74,12,5,3,28,29,34,3,3,5,2,7,0.366,0.405,0.772
K Flores,TIG,2B,0.289,92,291,37,84,19,1,4,44,14,69,0,1,8,3,12,0.331,0.402,0.733
H Garanzuay,MVA,2B,0.256,94,347,52,89,28,1,9,55,46,56,7,3,11,4,9,0.345,0.421,0.766
O Morejon,YUC,2B,0.29,97,355,49,103,22,3,3,41,39,28,5,6,4,3,15,0.37,0.394,0.765
C Valencia,MEX,2B,0.303,94,356,70,108,36,1,21,82,29,68,0,0,0,4,12,0.357,0.587,0.944
J Valle,TAB,2B,0.091,12,11,2,1,1,0,0,2,5,3,0,0,1,0,0,0.375,0.182,0.557
P Llano,REY,2B,0.222,51,90,6,20,4,0,1,11,6,32,0,0,2,2,7,0.287,0.3,0.587
I Bellazetin,MIN,2B,0.26,97,366,54,95,13,1,2,24,21,57,7,8,8,1,10,0.313,0.317,0.63
R Serrano,PUE,2B,0.281,105,437,77,123,36,7,12,58,31,93,3,2,12,4,10,0.333,0.478,0.812
J Rodriguez,SAL,2B,0.281,14,57,12,16,3,0,4,13,4,7,0,0,0,0,0,0.339,0.544,0.883
C Alvarez,SAL,2B,0.291,49,117,24,34,6,1,4,17,22,25,4,2,3,1,1,0.4,0.462,0.862
R Rios,MTY,2B,0.3,82,277,37,83,13,1,1,34,9,23,2,1,7,4,12,0.329,0.365,0.693
A Carreon,PUE,2B,0.278,46,72,13,20,2,2,0,6,7,14,0,2,2,0,4,0.35,0.361,0.711
A Velazquez,TIG,2B,0.111,11,18,1,2,0,0,0,0,0,7,0,1,0,0,0,0.111,0.111,0.222
A Martinez,MIN,2B,0.346,52,81,14,28,2,3,3,15,1,15,1,0,0,0,2,0.369,0.556,0.925
J Castro,MTY,2B,0.163,23,43,8,7,1,0,0,3,2,7,0,0,2,1,2,0.196,0.186,0.382
A Rivero,YUC,2B,0.237,50,118,20,28,3,0,0,8,8,17,1,1,2,0,4,0.291,0.263,0.554
J Valenzuela,CAM,2B,0.281,64,139,22,39,7,2,1,8,11,20,3,3,6,0,3,0.338,0.381,0.719
J Camacho,REY,2B,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
