Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
Jose Garcia,Gre,196,23,45,9,1,3,12,15,5,23,57,0.23,0.312,0.332,0.644
David Renfroe,Gre,185,17,38,12,0,3,21,2,0,13,45,0.205,0.27,0.319,0.589
Keury De La Cruz,Gre,240,25,63,17,5,2,18,7,4,17,58,0.263,0.317,0.4,0.717
Garin Cecchini,Gre,231,27,61,16,1,2,18,19,3,23,55,0.264,0.337,0.368,0.705
Boss Moanaroa,Gre,201,15,47,9,1,2,19,0,1,35,56,0.234,0.35,0.318,0.668
Henry Ramos,Gre,221,20,50,11,1,2,28,4,5,16,58,0.226,0.288,0.312,0.6
Cody Koback,Gre,171,9,41,4,0,2,16,7,2,10,45,0.24,0.299,0.298,0.598
Lucas LeBlanc,Gre,64,6,15,5,0,1,4,0,1,3,16,0.234,0.271,0.359,0.631
Leonel Escobar,Gre,12,2,3,2,0,0,0,0,0,2,2,0.25,0.357,0.417,0.774
Jason Repko,Gre,13,2,3,0,1,0,0,0,0,2,5,0.231,0.333,0.385,0.718
Bryan Johns,Gre,114,12,24,6,0,0,3,3,0,25,27,0.211,0.364,0.263,0.627
Matthew Marquis,Gre,57,5,14,3,0,0,3,0,0,7,21,0.246,0.328,0.298,0.626
Nick Natoli,Gre,61,7,14,3,0,0,6,5,0,11,17,0.23,0.342,0.279,0.621
Jose Vinicio,Gre,135,12,34,5,1,0,13,8,8,8,35,0.252,0.304,0.304,0.608
Drew Turocy,Gre,158,10,39,7,0,0,9,2,2,9,43,0.247,0.29,0.291,0.581
Dreily Guerrero,Gre,28,2,7,0,0,0,3,0,0,1,8,0.25,0.3,0.25,0.55
Blake Swihart,Gre,168,11,37,9,2,0,12,1,0,8,39,0.22,0.25,0.298,0.548
Jordan Weems,Gre,144,11,23,3,0,0,9,3,0,27,45,0.16,0.292,0.181,0.473
