Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
2004-06-03,SLN,PIT,W 4-2 @PIT,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1st career game, 1st career hit"
2004-06-05,SLN,HOU,W 10-4 vs HOU,4,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3,1st career RBI
2004-09-23,SLN,MIL,W 4-2 @MIL,3,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,45,1st career home run
2005-05-25,SLN,PIT,W 11-5 vs PIT,4,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,89,4 hits
2005-08-28,SLN,WAS,W 6-0 @WAS,4,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,135,1st career stolen base
2006-05-07,SLN,FLO,W 9-1 @FLO,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,191,2 hit by pitches
2006-06-02,SLN,CHN,L 4-5 vs CHN,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,206,4 hits
2007-08-16,SLN,MIL,W 8-0 @MIL,3,3,3,0,0,2,3,0,0,1,0,0,0,0,0,0,373,2 home runs
2008-07-12,SLN,PIT,L 11-12 @PIT,6,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,482,4 hits
2008-08-03,SLN,PHI,L 4-5 vs PHI,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500th career game
2008-08-22,SLN,ATL,W 18-3 vs ATL,5,2,4,0,0,0,4,0,0,1,0,0,1,0,0,0,512,4 hits
2009-07-17,SLN,ARI,W 6-1 vs ARI,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,609,4 hits
2010-05-07,SLN,PIT,W 4-3 @PIT,5,1,4,1,0,0,3,1,0,0,0,0,0,0,0,0,696,4 hits
2010-08-13,SLN,CHN,W 6-3 vs CHN,2,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,773,2 sacrifice flies
2010-09-17,SLN,SDN,W 14-4 vs SDN,4,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,801,"5 RBIs, 4 hits"
2011-04-15,SLN,LAN,W 11-2 @LAN,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,817,4 hits
2011-05-22,SLN,KCA,W 9-8 @KCA,5,2,4,1,1,0,3,0,0,1,1,0,0,0,0,0,846,4 hits
2011-08-21,SLN,CHN,W 6-2 @CHN,4,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,913,2 home runs
2012-04-28,SLN,MIL,W 7-3 vs MIL,4,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,962,4 hits
2012-05-24,SLN,PHI,W 9-10 vs PHI,5,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,983,4 hits
2012-05-29,SLN,ATL,L 4-5 @ATL,4,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,987,4 hits
2012-06-14,SLN,CHA,W 5-3 vs CHA,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1000,1000th career game
2012-09-04,SLN,NYN,W 5-1 vs NYN,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1057,1000th career hit
2013-05-22,SLN,SDN,W 5-3 @SDN,5,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1326,4 hits
2013-07-14,SLN,CHN,W 10-6 @CHN,6,3,4,1,0,1,4,0,0,0,0,0,0,0,0,0,1326,4 hits
2013-08-19,SLN,MIL,W 8-5 @MIL,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1326,4 hits
2013-09-15,SLN,SEA,W 12-2 vs SEA,5,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1326,4 hits
2015-07-19,SLN,NYN,L 1-3 vs NYN,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1413,Grounded into 3 Double Plays
