Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Aurilia,SF,1B,.283,140,407,33,115,21,1,10,52,30,56,1,1,0,2,11,.332,.413,0.745
A Boone,WSH,1B,.241,104,232,23,56,13,1,6,28,18,52,0,1,1,2,8,.299,.384,0.683
T Clark,ARI,1B,.225,108,151,12,34,5,0,3,24,31,55,0,0,0,1,8,.359,.318,0.677
C Delgado,NYM,1B,.271,159,598,96,162,32,1,38,115,72,124,1,1,0,8,16,.353,.518,0.871
S Hatteberg,CIN,1B,.173,34,52,3,9,3,0,0,7,7,7,0,1,0,2,0,.262,.231,0.493
T Helton,COL,1B,.264,83,299,39,79,16,0,7,29,61,50,0,0,0,0,9,.391,.388,0.779
D Lee,CHC,1B,.291,155,623,93,181,41,3,20,90,71,119,8,2,0,4,27,.361,.462,0.823
J Snow,SF,1B,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
M Sweeney,LAD,1B,.130,98,92,2,12,3,0,0,5,15,28,0,0,0,1,0,.250,.163,0.413
F Tatis,NYM,1B,.297,92,273,33,81,16,1,11,47,29,59,3,0,0,1,7,.369,.484,0.853
D Young,WSH,1B,.280,50,150,15,42,6,0,4,10,28,28,0,0,0,1,8,.394,.400,0.794
D Ward,CHC,1B,.216,89,102,8,22,7,0,4,17,16,24,0,0,0,1,4,.319,.402,0.721
S McClain,SF,1B,.273,14,33,7,9,1,0,2,7,5,8,0,1,0,0,0,.368,.485,0.853
D Mientkiewicz,PIT,1B,.277,125,285,37,79,19,2,2,30,44,28,0,0,0,3,6,.374,.379,0.753
J Phelps,STL,1B,.265,19,34,4,9,1,0,0,1,2,11,0,0,0,0,0,.306,.294,0.6
L Berkman,HOU,1B,.312,159,554,114,173,46,4,29,106,99,108,18,4,0,5,13,.420,.567,0.986
N Johnson,WSH,1B,.220,38,109,15,24,8,0,5,20,33,25,0,0,0,1,2,.415,.431,0.846
A Tracy,PHI,1B,.000,4,2,0,0,0,0,0,1,1,1,0,0,0,1,0,.250,.000,0.25
A Pujols,STL,1B,.357,148,524,100,187,44,0,37,116,104,54,7,3,0,8,16,.462,.653,1.114
J House,HOU,1B,.000,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,.000,.000,0.0
M Teixeira,ATL,1B,.283,103,381,63,108,27,0,20,78,65,70,0,0,0,2,13,.390,.512,0.902
A Gonzalez,SD,1B,.279,162,616,103,172,32,1,36,119,74,142,0,0,0,3,24,.361,.510,0.871
M Jacobs,FLA,1B,.247,141,477,67,118,27,2,32,93,36,119,1,0,0,5,7,.299,.514,0.812
A LaRoche,PIT,1B,.270,136,492,66,133,32,3,25,85,54,122,1,1,0,6,9,.341,.500,0.841
J Loney,LAD,1B,.289,161,595,66,172,35,6,13,90,45,85,7,4,1,7,25,.338,.434,0.772
C Kotchman,ATL,1B,.237,43,152,18,36,4,1,2,20,18,16,0,0,0,1,4,.331,.316,0.647
P Fielder,MIL,1B,.276,159,588,86,162,30,2,34,102,84,134,3,2,0,10,12,.372,.507,0.879
R Howard,PHI,1B,.251,162,610,105,153,26,4,48,146,81,199,1,1,0,6,11,.339,.543,0.881
C Tracy,ARI,1B,.267,88,273,25,73,16,0,8,39,16,49,0,0,0,2,5,.308,.414,0.722
C Jackson,ARI,1B,.300,144,540,87,162,31,6,12,75,59,61,10,2,1,3,14,.376,.446,0.823
B Nelson,MIL,1B,.286,9,7,0,2,2,0,0,0,1,0,0,0,0,0,0,.375,.571,0.946
B Myrow,SD,1B,.143,21,21,1,3,0,0,1,3,2,5,0,0,0,1,1,.208,.286,0.494
J Bowker,SF,1B,.255,111,326,31,83,14,3,10,43,19,74,1,1,0,2,7,.300,.408,0.708
J Whitesell,ARI,1B,.286,7,7,1,2,0,0,1,1,1,2,0,0,0,0,0,.444,.714,1.159
T Ishikawa,SF,1B,.274,33,95,12,26,6,0,3,15,9,27,1,0,0,0,1,.337,.432,0.768
M Hoffpauir,CHC,1B,.342,33,73,14,25,8,0,2,8,6,24,1,0,0,0,0,.400,.534,0.934
M Saccomanno,HOU,1B,.200,10,10,1,2,1,0,1,2,0,3,0,0,0,0,0,.200,.600,0.8
J Votto,CIN,1B,.297,151,526,69,156,32,3,24,84,59,102,7,5,0,2,7,.368,.506,0.874
J Koshansky,COL,1B,.211,18,38,5,8,3,0,3,8,1,17,0,0,0,0,2,.250,.526,0.776
G Sanchez,FLA,1B,.375,5,8,0,3,2,0,0,1,0,2,0,0,0,0,0,.375,.625,1.0
D Murphy,NYM,1B,.313,49,131,24,41,9,3,2,17,18,28,0,2,0,1,4,.397,.473,0.871
