Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
G Anderson,ATL,LF,.268,135,496,52,133,27,0,13,61,27,73,1,0,0,9,11,.303,.401,0.705
E Brown,NYM,OF,.200,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1,.333,.200,0.533
M Cameron,MIL,CF,.250,149,544,78,136,32,3,24,70,75,156,7,3,0,5,12,.342,.452,0.795
F Catalanotto,MIL,RF,.278,77,144,18,40,6,3,1,9,14,23,2,0,0,2,2,.346,.382,0.728
D Erstad,HOU,LF,.194,107,134,13,26,8,2,2,11,14,31,0,2,1,1,2,.268,.328,0.597
B Giles,SD,RF,.191,61,225,18,43,10,1,2,23,26,31,1,0,0,1,6,.277,.271,0.548
R Ibanez,PHI,LF,.272,134,500,93,136,32,3,34,93,56,119,4,0,0,5,16,.347,.552,0.899
M Ramirez,LAD,LF,.290,104,352,62,102,24,2,19,63,71,81,0,1,0,1,7,.418,.531,0.949
G Sheffield,NYM,LF,.276,100,268,44,74,13,2,10,43,40,46,2,1,0,2,10,.372,.451,0.823
M Stairs,PHI,RF,.194,99,103,15,20,4,0,5,17,23,30,0,0,0,0,0,.357,.379,0.735
R Winn,SF,RF,.262,149,538,65,141,33,5,2,51,47,93,16,2,3,8,6,.318,.353,0.671
M Anderson,NYM,LF,.000,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
C Beltran,NYM,CF,.325,81,308,50,100,22,1,10,48,47,43,11,1,0,1,9,.415,.500,0.915
D McDonald,CIN,RF,.267,47,105,12,28,6,1,2,10,5,31,1,0,0,0,4,.306,.400,0.706
J Werth,PHI,RF,.268,159,571,98,153,26,1,36,99,91,156,20,3,0,6,11,.373,.506,0.879
A Soriano,CHC,LF,.241,117,477,64,115,25,1,20,55,40,118,9,2,0,2,7,.303,.423,0.726
M Bradley,CHC,RF,.257,124,393,61,101,17,1,12,40,66,95,2,3,2,1,10,.378,.397,0.775
R Ankiel,STL,CF,.231,122,372,50,86,21,2,11,38,26,99,4,3,0,3,5,.285,.387,0.672
C Patterson,MIL,CF,.103,16,29,0,3,0,0,0,0,0,13,2,1,1,0,1,.103,.103,0.207
E Byrnes,ARI,LF,.226,84,239,26,54,14,1,8,31,12,30,9,3,2,2,4,.270,.393,0.663
J Pierre,LAD,LF,.308,145,380,57,117,16,8,0,31,27,27,30,12,9,1,7,.365,.392,0.757
J Michaels,HOU,LF,.237,102,135,17,32,12,1,4,16,16,38,1,2,0,0,2,.322,.430,0.752
A Rowand,SF,CF,.261,144,499,61,130,30,2,15,64,30,125,4,1,0,3,12,.319,.419,0.738
O Salazar,SD,LF,.269,55,108,12,29,8,2,3,19,12,16,0,0,0,1,6,.339,.463,0.802
A Torres,SF,CF,.270,75,152,30,41,6,8,6,23,16,45,6,1,1,0,0,.343,.533,0.876
E Hinske,PIT,RF,.255,54,106,18,27,9,0,1,11,17,27,0,0,0,0,0,.373,.368,0.741
A Kearns,WSH,RF,.195,80,174,20,34,6,2,3,17,32,51,1,1,0,0,12,.336,.305,0.641
C Monroe,PIT,RF,.215,34,79,8,17,2,0,3,16,7,21,0,0,0,0,4,.287,.354,0.642
W Harris,WSH,LF,.235,137,323,47,76,18,6,7,27,57,62,11,4,3,1,4,.364,.393,0.757
J Padilla,WSH,RF,.120,29,25,3,3,0,0,0,0,1,8,0,0,0,0,1,.154,.120,0.274
A Amezaga,FLA,CF,.217,27,69,6,15,3,0,0,5,5,16,1,1,0,1,0,.267,.261,0.528
M Holliday,STL,LF,.353,63,235,42,83,16,2,13,55,26,43,2,4,0,5,5,.419,.604,1.023
R Johnson,CHC,CF,.255,65,165,23,42,10,2,4,22,13,27,2,1,1,1,5,.330,.412,0.742
