Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Pierzynski,FRI,C,.167,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,.167,.167,0.333
L Berkman,FRI,DH,.250,2,4,2,1,0,0,0,1,3,1,0,0,0,0,0,.571,.250,0.821
R Oswalt,TUL,P,.000,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
J Baker,FRI,LF,.182,3,11,0,2,0,0,0,0,0,2,0,0,0,0,0,.182,.182,0.364
L Montanez,ARK,LF,.284,22,81,14,23,5,0,3,14,5,10,3,1,0,1,0,.322,.457,0.779
R Gotay,SPR,3B,.279,133,498,75,139,31,0,16,89,72,95,16,7,0,6,20,.366,.438,0.804
I Kinsler,FRI,2B,.000,2,8,0,0,0,0,0,0,1,3,0,0,0,0,0,.111,.000,0.111
E Bonine,SA,P,.000,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,.333,.000,0.333
M Pina,NWA,C,.221,58,199,19,44,13,0,5,25,11,30,0,1,1,1,8,.268,.362,0.629
J Geer,SA,P,.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
M Fields,NWA,1B,.222,131,454,68,101,17,1,31,87,60,181,6,6,0,1,7,.324,.469,0.794
S Gallagher,TUL,P,.167,3,6,1,1,0,0,0,0,0,5,0,0,0,0,0,.167,.167,0.333
J Maxwell,CC,CF,.048,6,21,1,1,0,0,0,2,1,8,1,0,0,1,0,.087,.048,0.135
T Gustafson,TUL,P,.214,8,14,2,3,1,0,0,3,2,4,1,0,0,0,1,.313,.286,0.598
D Perales,ARK,OF,.122,10,41,1,5,0,0,0,0,1,4,0,0,0,0,2,.182,.122,0.304
S Robinson,SPR,RF,.200,3,10,0,2,0,0,0,0,2,1,0,0,0,0,0,.333,.200,0.533
E Rodriguez,SA,C,.240,56,200,20,48,11,1,4,26,12,58,0,1,0,2,2,.280,.365,0.645
R Widlansky,ARK,DH,.261,88,314,38,82,13,1,8,46,28,58,4,1,0,2,12,.331,.385,0.717
J Martinez,CC,2B,.455,8,33,7,15,1,0,0,8,3,7,2,1,0,0,0,.500,.485,0.985
G Rodriguez,FRI,3B,.236,85,301,44,71,8,0,1,13,37,34,15,7,6,2,7,.322,.272,0.594
C Hankerd,ARK,OF,.260,35,127,23,33,4,0,6,22,9,35,0,0,0,2,0,.351,.433,0.784
C Clark,CC,C,.125,2,8,0,1,0,0,0,1,0,0,0,0,0,1,0,.111,.125,0.236
J Gonzalez,TUL,C,.194,38,129,15,25,5,0,3,9,9,42,1,2,1,0,2,.262,.302,0.565
S Hensley,TUL,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
C Riordan,TUL,P,.000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
G Miclat,FRI,SS,.200,5,25,5,5,0,0,0,0,1,9,0,0,0,0,0,.231,.200,0.431
A Buschini,SA,2B,.239,91,285,40,68,9,3,8,32,19,52,13,6,4,2,4,.289,.375,0.664
J Blackwood,SA,3B,.259,126,478,53,124,24,1,7,61,22,78,2,2,0,2,7,.295,.358,0.653
A Contreras,SA,SS,.167,16,54,4,9,1,1,0,2,7,8,1,0,0,0,0,.262,.222,0.485
J McBryde,SA,P,.000,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
X Scruggs,SPR,1B,.248,133,448,67,111,18,1,29,81,82,177,11,7,1,3,5,.376,.487,0.863
H Wrigley,TUL,1B,.188,31,112,13,21,6,0,4,10,4,21,1,0,0,1,1,.227,.348,0.575
J Graterol,NWA,C,.286,56,182,17,52,6,0,3,17,6,22,3,0,4,1,7,.314,.368,0.682
