Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS101,50.0,0.0,0.0,1991.0,L,1.0,U21M,04/09/2012,17.0,AUS3025
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,50.0,0.0,0.0,1991.0,L,1.0,U21M,01/22/2012,6.0,AUS2020
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,49.5,0.0,0.0,1991.0,L,2.0,U21M,01/22/2012,6.0,AUS2020
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS312,48.5,0.0,0.0,1991.0,L,1.0,U21M,01/08/2012,2.0,AUS3035
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS312,47.0,0.0,0.0,1991.0,L,2.0,U21M,01/08/2012,2.0,AUS3035
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS101,24.0,0.0,0.0,1991.0,L,2.0,U21M,04/09/2012,17.0,AUS3025
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,0.0,4430.0,0.0,1991.0,L,2.0,U21M,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,0.0,3720.0,0.0,1991.0,L,1.0,U21M,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS312,0.0,2720.0,0.0,1991.0,L,1.0,U21M,01/08/2012,1.0,AUS3035
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS312,0.0,1830.0,0.0,1991.0,L,2.0,U21M,01/08/2012,1.0,AUS3035
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS312,0.0,0.0,51.8,1991.0,L,1.0,U21M,01/08/2012,1.0,AUS3035
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,0.0,0.0,51.4,1991.0,L,1.0,U21M,01/22/2012,5.0,AUS2020
 , , , , , , , , , , , , , 
WALLENT Daniel,AUS,M,12AUS109,0.0,0.0,42.5,1991.0,L,2.0,U21M,01/22/2012,5.0,AUS2020
