Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Cairo,LHV,SS,0.287,78,296,44,85,12,2,5,33,15,40,8,1,1,1,6,0.325,0.392,0.717
J Velandia,LHV,SS,0.182,10,22,2,4,0,0,1,3,2,7,0,0,0,0,2,0.28,0.318,0.598
J Cabrera,NOR,SS,0.262,78,294,30,77,18,1,7,50,12,60,9,2,1,2,8,0.298,0.401,0.699
A Gonzalez,LOU,SS,0.077,4,13,1,1,0,0,0,1,2,1,0,0,0,0,2,0.2,0.077,0.277
J Lugo,PAW,SS,0.235,4,17,1,4,1,0,0,0,2,5,0,0,0,0,0,0.316,0.294,0.61
C Woodward,PAW,SS,0.129,12,31,1,4,0,0,0,0,5,7,0,1,1,0,0,0.25,0.129,0.379
C Ransom,SWB,SS,0.24,31,96,24,23,7,1,3,16,19,22,0,0,0,3,1,0.367,0.427,0.794
J Wilson,IND,SS,0.333,2,6,0,2,2,0,0,3,0,2,0,0,0,1,0,0.286,0.667,0.952
A Cintron,SYR,SS,0.5,5,18,2,9,1,0,0,3,0,1,0,0,0,1,0,0.474,0.556,1.029
A Berroa,BUF,SS,0.308,16,65,7,20,4,0,2,14,4,9,0,2,0,1,5,0.352,0.462,0.814
A Perez,GWN,SS,0.19,49,126,18,24,5,2,1,8,13,23,4,2,5,2,4,0.268,0.286,0.553
W Valdez,BUF,SS,0.247,77,235,30,58,5,0,0,12,17,29,6,2,7,2,9,0.301,0.268,0.569
C Burke,GWN,SS,0.285,73,274,39,78,19,2,3,32,22,46,13,2,4,2,9,0.351,0.401,0.752
I Ochoa,PAW,SS,0.227,45,128,25,29,3,2,2,8,20,22,9,0,5,0,3,0.34,0.328,0.668
D Murphy,NOR,SS,0.222,3,9,1,2,0,0,1,1,1,3,0,0,0,0,0,0.3,0.556,0.856
A Hernandez,SYR,SS,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
I Desmond,SYR,SS,0.354,55,178,25,63,12,2,1,14,20,31,8,1,4,0,5,0.428,0.461,0.889
G Velazquez,PAW,SS,0.193,93,290,26,56,13,0,3,18,19,49,3,1,4,3,9,0.24,0.269,0.509
B Bixler,IND,SS,0.275,108,403,71,111,23,8,9,43,35,128,13,3,5,1,4,0.343,0.439,0.782
D Bernier,SWB,SS,0.181,79,227,33,41,9,2,0,20,34,71,1,0,4,1,6,0.305,0.238,0.543
D Sutton,LOU,SS,0.261,44,157,32,41,14,2,5,22,26,39,1,2,1,1,2,0.381,0.471,0.852
Z Borowiak,PAW,SS,0.0,2,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0.25,0.0,0.25
B Lillibridge,CHA,SS,0.252,67,246,34,62,9,4,3,24,29,57,17,1,3,1,5,0.339,0.358,0.697
D Hernandez,GWN,SS,0.319,54,204,18,65,16,1,1,32,21,34,8,6,1,1,5,0.399,0.422,0.821
J Donald,COL,SS,0.239,61,243,36,58,17,1,2,17,17,64,7,0,1,2,4,0.305,0.342,0.646
C Valaika,LOU,SS,0.235,95,366,32,86,20,1,6,36,16,76,1,0,1,5,7,0.271,0.344,0.615
A Ciriaco,TOL,SS,0.16,7,25,2,4,0,0,0,0,1,4,0,0,0,0,0,0.192,0.16,0.352
M Kiger,BUF,SS,0.0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
L Cruz,IND,SS,0.253,66,229,28,58,15,0,3,23,6,26,3,3,0,1,5,0.274,0.358,0.632
R Brignac,DUR,SS,0.282,96,415,51,117,28,2,8,44,27,69,5,5,3,5,7,0.327,0.417,0.744
I Suarez,PAW,SS,0.167,20,60,5,10,2,0,1,8,8,16,1,0,1,0,2,0.275,0.25,0.525
B Chaves,DUR,SS,0.271,18,59,7,16,2,0,0,7,11,9,0,3,1,0,1,0.394,0.305,0.699
B Dlugach,TOL,SS,0.294,125,466,58,137,36,4,9,59,39,137,5,3,4,5,10,0.349,0.446,0.795
J Coronado,BUF,SS,0.141,29,85,4,12,2,0,0,3,11,22,2,0,4,0,3,0.24,0.165,0.404
T Plouffe,ROC,SS,0.26,118,430,53,112,23,5,10,60,34,68,3,6,4,7,11,0.313,0.407,0.72
A Cannizaro,CHA,SS,0.249,72,237,18,59,13,0,1,23,20,30,0,1,6,1,10,0.322,0.316,0.638
L Nunez,SWB,SS,0.214,25,70,11,15,2,0,0,4,4,7,2,1,1,0,2,0.257,0.243,0.5
J Merchan,COL,SS,0.28,27,100,9,28,5,1,0,8,4,15,1,0,2,0,3,0.321,0.35,0.671
E Torres,CHA,SS,0.24,92,359,36,86,12,1,1,29,24,63,13,7,2,1,6,0.292,0.287,0.579
N Romero,COL,SS,0.254,81,252,34,64,10,1,1,27,21,27,10,4,6,3,6,0.313,0.313,0.626
A Diaz,IND,SS,0.233,43,146,14,34,1,0,0,8,8,27,1,1,4,0,5,0.273,0.24,0.512
C Rojas,NOR,SS,0.179,74,223,18,40,5,1,0,13,18,30,2,3,7,2,7,0.239,0.211,0.449
A Gonzalez,SYR,SS,0.311,23,90,5,28,3,1,0,8,1,8,1,0,1,0,4,0.319,0.367,0.685
C Leon,LHV,SS,0.25,12,28,5,7,0,0,1,3,3,4,0,0,2,0,0,0.344,0.357,0.701
J Lowrie,PAW,SS,0.176,22,68,9,12,3,0,3,8,13,13,0,0,0,1,1,0.313,0.353,0.666
B Davis,NOR,SS,0.211,55,180,21,38,4,2,1,14,14,40,3,2,1,1,4,0.27,0.272,0.543
J Fuller,CHA,SS,0.308,5,13,1,4,0,0,0,1,3,4,1,1,0,0,0,0.438,0.308,0.745
