Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 1,vs. Queens University of Charlotte,"W, 5-3",4,2,1,-,-,-,0,-,1,-,-
Feb 1,vs. Queens University of Charlotte,"L, 7-3",4,0,1,-,-,-,0,-,-,-,-
Feb 2,vs. West Alabama,"W, 7-4",2,0,0,-,-,-,0,1,-,-,-
Feb 2,vs. West Alabama,"L, 9-0",2,0,1,-,-,-,0,-,-,-,-
Feb 7,vs. South Carolina State,"W, 9-1",2,0,0,-,-,-,1,-,-,-,-
Feb 7,vs. St. Augustine's,"W, 17-3",2,1,1,-,-,-,2,-,-,-,-
Feb 8,vs. Fayetteville State,"W, 8-0",3,1,1,-,-,-,2,-,-,-,-
Feb 8,vs. Newberry College,"L, 13-5",1,1,1,-,-,-,1,-,-,-,-
Feb 14,Albany State,"W, 2-1",2,0,1,-,-,-,0,1,-,-,-
Feb 14,Albany State,"W, 7-2",3,2,2,2,-,-,1,-,-,-,-
Feb 18,at Valdosta State,"L, 4-0",2,0,0,-,-,-,0,-,1,-,-
Feb 18,at Valdosta State,"L, 11-1",2,0,1,-,-,-,0,-,-,-,-
Feb 21,at Fort Valley State,"W, 9-0",4,1,0,-,-,-,0,-,-,-,-
Feb 21,at Fort Valley State,"W, 10-2",4,1,2,1,-,-,0,-,-,1,-
Feb 25,at West Georgia,"L, 8-5",4,2,2,-,-,1,1,-,1,1,-
Feb 25,at West Georgia,"W, 5-3",2,0,1,-,-,-,1,2,1,-,-
Mar 1,Fort Valley State,"W, 8-0",3,2,2,-,-,-,1,1,-,-,-
Mar 1,Fort Valley State,"W, 10-1",2,1,1,-,-,-,1,1,-,1,-
Mar 9,at UNC Pembroke,"L, 12-4",2,1,0,-,-,-,0,1,1,-,-
Mar 9,at UNC Pembroke,"L, 17-5",3,0,0,-,-,-,0,-,2,-,-
Mar 10,Anderson University (S.C.),"W, 6-5",3,0,0,-,-,-,0,-,2,-,-
Mar 10,Anderson University (S.C.),"W, 4-3",3,0,0,-,-,-,0,-,-,-,-
Mar 12,Palm Beach Atlantic University,"L, 5-4",2,1,1,-,-,-,0,-,-,1,-
Mar 12,Palm Beach Atlantic University,"L, 9-4",3,0,1,-,-,-,0,-,-,-,-
Mar 15,Francis Marion University,"L, 3-2",3,0,1,-,-,-,1,-,2,1,-
Mar 15,Francis Marion University,"W, 9-3",4,1,2,1,-,-,2,-,2,-,-
Mar 18,at Eckerd College,"W, 4-3",3,1,2,-,-,1,1,-,-,-,-
Mar 18,at Eckerd College,"L, 8-5",3,0,2,-,-,-,0,-,-,-,1
Mar 19,at Florida Southern,"L, 4-3",4,1,1,-,-,1,1,-,-,-,-
Mar 19,at Florida Southern,"W, 6-0",4,0,0,-,-,-,0,-,1,-,-
Mar 22,at Flagler College,"L, 2-1",3,0,2,1,-,-,1,-,-,-,-
Mar 22,at Flagler College,"W, 6-1",4,0,0,-,-,-,0,-,1,-,-
Mar 23,at Armstrong,"L, 6-0",3,0,0,-,-,-,0,-,1,-,-
Mar 23,at Armstrong,"W, 6-4",3,0,0,-,-,-,0,-,2,-,-
Mar 26,Columbus State,"W, 9-5",3,2,1,-,-,-,0,1,-,-,-
Mar 26,Columbus State,"L, 10-2",3,1,1,-,-,-,0,-,-,-,-
Mar 30,Lander University,"W, 6-2",3,1,2,-,-,-,0,-,-,1,-
Mar 30,Lander University,"W, 5-1",2,1,2,-,-,-,1,1,-,-,-
Mar 31,USC Aiken,"W, 2-1",3,0,2,-,-,-,2,-,-,-,-
Mar 31,USC Aiken,"L, 2-1",3,0,1,-,-,-,0,-,1,-,-
Apr 2,Valdosta State,"L, 7-3",3,0,0,-,-,-,0,-,-,-,-
Apr 2,Valdosta State,"L, 11-1",1,0,0,-,-,-,0,1,-,-,-
Apr 5,at Georgia College,"L, 3-2",4,0,0,-,-,-,1,-,1,-,-
Apr 5,at Georgia College,"L, 4-0",3,0,1,-,-,-,0,-,1,-,-
Apr 6,at Georgia Regents University,"L, 3-1",3,0,1,-,-,-,0,-,-,-,-
Apr 6,at Georgia Regents University,"L, 6-0",3,0,1,-,-,-,0,-,2,-,-
Apr 8,at Albany State,"L, 1-0",3,0,0,-,-,-,0,-,-,-,-
Apr 8,at Albany State,"W, 11-2",3,1,1,1,-,-,2,1,-,-,-
Apr 12,Young Harris College,"W, 3-2",3,1,2,-,-,-,1,-,-,-,-
Apr 12,Young Harris College,"W, 5-1",3,0,2,-,-,-,1,-,-,-,1
Apr 13,North Georgia,"L, 5-1",2,1,0,-,-,-,0,-,-,-,-
Apr 13,North Georgia,"L, 5-0",3,0,1,-,-,-,0,-,-,-,-
Apr 15,West Georgia, ,-,-,-,-,-,-,-,-,-,-,-
Apr 15,West Georgia, ,-,-,-,-,-,-,-,-,-,-,-
