Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 9,Young Harris,"W, 3-0",3,0,0,-,-,-,0,-,-,-,-
Feb 9,Young Harris,"L, 6-2",3,0,0,-,-,-,0,-,1,-,-
Feb 11,at Carson-Newman,"L, 4-3",2,0,0,-,-,-,0,2,1,-,-
Feb 11,at Carson-Newman,"L, 10-9",4,0,1,-,-,-,0,-,3,-,-
Feb 12,Tusculum,"L, 6-4",3,1,0,-,-,-,0,-,2,-,-
Feb 12,Tusculum,"W, 2-0",3,0,1,-,-,-,1,-,-,-,-
Feb 15,Lenoir-Rhyne,"L, 4-3",4,1,1,1,-,-,1,-,1,-,-
Feb 15,Lenoir-Rhyne,"L, 4-2",1,0,0,-,-,-,0,1,-,-,-
Feb 18,USC Aiken,"L, 4-1",2,0,0,-,-,-,0,2,1,-,-
Feb 18,USC Aiken,"L, 5-0",3,0,0,-,-,-,0,-,2,-,-
Feb 20,at Newberry,"L, 6-0",2,0,0,-,-,-,0,1,-,-,-
Feb 20,at Newberry,"L, 3-1",3,0,0,-,-,-,0,-,-,-,-
Feb 23,vs. Augusta St.,"L, 3-2",2,0,0,-,-,-,1,1,-,-,-
Feb 23,vs. West Georgia,"L, 7-1",3,1,1,1,-,-,0,-,2,-,-
Feb 24,vs. Shepherd,"W, 8-2",4,2,2,-,1,1,1,-,-,-,-
Mar 3,vs. Lenoir-Rhyne,"W, 5-4",3,1,1,-,-,1,3,-,-,-,-
Mar 3,vs. Lincoln Memorial,"L, 12-11",3,1,2,-,-,-,0,1,-,-,-
Mar 8,North Greenville,"W, 5-3",3,0,0,-,-,-,0,-,2,-,-
Mar 8,North Greenville,"W, 4-2",3,0,1,-,-,-,1,-,-,1,-
Mar 9,Newberry,"W, 3-1",2,1,1,-,-,-,0,1,-,-,-
Mar 9,Newberry,"L, 7-5",4,1,1,-,-,-,0,-,-,-,-
Mar 10,Pfeiffer,"W, 7-0",4,1,2,1,-,-,3,-,-,-,-
Mar 10,Pfeiffer,"W, 3-1",2,0,1,-,-,-,0,1,1,-,-
Mar 14,Lincoln Memorial,"L, 6-4",3,0,1,-,-,-,0,1,-,-,-
Mar 14,Lincoln Memorial,"L, 3-1",3,1,2,1,-,-,0,-,-,-,-
Mar 16,at Mount Olive,"L, 4-1",4,0,1,-,-,-,0,-,-,-,-
Mar 16,at Mount Olive,"L, 3-0",3,0,0,-,-,-,0,-,-,-,-
Mar 17,at Barton,"W, 5-3",4,1,2,-,-,-,0,-,1,-,-
Mar 17,at Barton,"W, 11-3",5,0,2,-,-,-,1,-,1,-,-
Mar 19,at Ga. Southwestern,"L, 3-1",3,0,1,-,-,-,0,-,1,-,-
Mar 19,at Ga. Southwestern,"W, 2-0",3,0,0,-,-,-,0,-,-,-,-
Mar 20,at Columbus St.,"L, 2-0",3,0,0,-,-,-,0,-,1,-,-
Mar 21,at Young Harris,"W, 6-4",5,1,2,1,-,1,3,-,1,-,-
Mar 21,at Young Harris,"W, 9-3",2,0,1,-,-,-,0,-,1,-,-
Mar 28,at Lincoln Memorial,"W, 7-5",3,2,1,-,-,-,0,1,-,-,-
Mar 28,at Lincoln Memorial,"L, 6-2",3,1,0,-,-,-,0,-,-,-,-
Mar 30,at UVa-Wise,"W, 8-3",4,2,2,-,-,-,0,-,-,-,-
Mar 30,at UVa-Wise,"W, 11-9",5,2,4,-,-,1,3,-,-,-,-
Apr 1,at Tusculum,"L, 4-3",4,0,1,-,-,-,0,-,2,-,-
Apr 1,at Tusculum,"L, 11-10",5,2,3,1,-,1,3,-,-,-,-
Apr 3,at Lees-McRae,"W, 4-1",3,0,0,-,-,-,0,1,2,-,-
Apr 3,at Lees-McRae,"W, 9-1",4,2,1,-,-,1,1,-,1,1,-
Apr 6,Queens (N.C.),"W, 2-1",2,1,2,-,-,-,0,1,-,-,-
Apr 6,Queens (N.C.),"L, 6-3",3,0,0,-,-,-,0,1,1,-,-
Apr 7,Coker,"W, 5-0",4,0,0,-,-,-,0,-,3,-,-
Apr 7,Coker,"W, 7-2",4,1,2,-,-,-,2,-,1,-,-
Apr 10,vs. Virginia Intermont,"W, 2-0",2,0,0,-,-,-,0,1,1,-,-
Apr 13,at Limestone,"W, 4-3",4,0,0,-,-,-,0,-,1,-,-
Apr 13,at Limestone,"W, 4-1",2,0,0,-,-,-,0,1,-,-,-
Apr 14,at Belmont Abbey,"W, 2-1",2,0,1,-,-,-,1,-,1,-,-
Apr 14,at Belmont Abbey,"W, 4-0",4,0,0,-,-,-,0,-,-,-,-
Apr 16,Erskine,"W, 2-1",3,0,1,1,-,-,1,1,-,-,-
Apr 16,Erskine,"W, 6-2",3,0,0,-,-,-,0,1,1,-,-
Apr 19,vs. Pfeiffer,"W, 2-1",2,1,2,-,-,-,1,1,-,1,-
Apr 20,vs. Coker,"L, 1-0",5,0,0,-,-,-,0,1,1,-,-
Apr 20,vs. Pfeiffer,"W, 2-0",2,0,0,-,-,-,0,1,1,-,-
Apr 21,vs. Mount Olive,"L, 2-0",5,0,0,-,-,-,0,-,1,-,-
