Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1965-09-07,NYA,BAL,L 2-4 vs BAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1st career game, 1st career hit"
1965-09-21,NYA,CLE,W 9-4 vs CLE,4,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,8,"1st career stolen base, 1st career RBI"
1966-04-19,NYA,CLE,L 1-3 @CLE,4,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,20,1st career home run
1968-09-07,NYA,WS2,W 16-2 vs WS2,4,4,2,0,1,1,2,0,0,2,0,0,0,0,0,0,338,4 runs scored
1969-06-21,NYA,BOS,W 6-3 @BOS,4,2,3,1,2,0,3,0,0,1,1,0,0,0,0,0,418,3 Triples
1970-04-20,NYA,WS2,W 11-2 @WS2,5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,500,500th career game
1970-05-07,NYA,OAK,W 7-3 @OAK,4,3,3,0,0,2,6,0,0,0,0,0,0,0,0,0,515,"2 home runs, 6 RBIs"
1970-06-13,NYA,KCA,W 9-4 @KCA,6,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,547,5 hits
1970-09-08,NYA,WS2,W 7-3 @WS2,4,2,3,0,2,0,3,0,1,1,0,0,0,0,0,0,629,3 Triples
1971-04-30,NYA,MIL,W 5-1 vs MIL,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,666,2 sacrifice flies
1971-07-18,NYA,CHA,W 6-1 vs CHA,2,3,2,1,0,1,2,1,0,0,0,2,0,0,0,0,729,2 hit by pitches
1971-09-19,NYA,CLE,W 3-2 vs CLE,2,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,788,100th career stolen base
1972-06-03,NYA,CHA,W 18-10 @CHA,5,3,3,0,0,1,5,1,0,3,1,0,0,0,0,0,837,5 RBIs
1973-06-01,NYA,CAL,L 2-5 vs CAL,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1000th career game
1973-06-29,NYA,CLE,W 7-2 vs CLE,4,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1027,2 home runs
1973-07-29,NYA,MIL,L 2-7 @MIL,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1057,1000th career hit
1973-08-13,NYA,CAL,W 6-0 vs CAL,5,2,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1073,2 home runs
1973-09-04,NYA,DET,L 1-2 @DET,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1091,100th career home run
1974-04-08,NYA,CLE,W 5-3 vs CLE,1,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1117,4 walks
1974-04-11,NYA,DET,L 1-4 @DET,2,1,1,0,0,1,1,1,0,0,0,2,0,0,0,0,1119,2 hit by pitches
1974-07-08,NYA,TEX,W 12-5 @TEX,6,2,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1179,4 hits
1974-07-13,NYA,OAK,W 12-6 vs OAK,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1183,4 hits
1974-08-23,NYA,CAL,W 10-4 vs CAL,5,2,4,0,1,1,4,0,0,0,0,0,0,0,0,0,1212,4 hits
1974-08-31,NYA,CHA,W 18-6 @CHA,7,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1219,"5 hits, 500th career RBI"
1974-09-21,NYA,CLE,W 14-7 vs CLE,5,4,3,0,0,1,5,1,0,0,0,0,0,0,0,0,1241,"4 runs scored, 5 RBIs"
1974-09-28,NYA,CLE,W 9-7 @CLE,5,4,4,1,0,1,2,1,0,0,0,0,0,0,0,0,1247,"4 runs scored, 4 hits"
1975-04-21,NYA,BOS,W 12-1 @BOS,4,4,4,1,0,1,2,0,1,1,0,0,0,0,0,0,1255,"4 runs scored, 4 hits"
1975-04-23,NYA,BOS,L 7-11 @BOS,4,3,3,0,0,2,3,1,0,1,0,0,0,0,0,0,1257,2 home runs
1975-05-20,NYA,KCA,W 6-0 vs KCA,4,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1279,4 hits
1975-06-19,NYA,DET,W 9-2 @DET,6,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,1303,5 RBIs
1975-08-26,NYA,OAK,W 7-1 vs OAK,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1367,4 hits
1976-05-08,NYA,OAK,W 8-4 @OAK,5,1,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1418,4 hits
1976-08-03,NYA,DET,W 4-3 vs DET,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1500,1500th career game
1976-08-14,NYA,MIN,W 5-4 @MIN,5,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1510,4 hits
1976-08-18,NYA,TEX,W 8-6 vs TEX,5,3,3,1,0,2,5,1,0,0,1,0,0,0,0,0,1514,"2 home runs, 5 RBIs"
1976-09-14,NYA,CLE,W 8-2 @CLE,5,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1539,4 hits
1976-09-22,NYA,BAL,L 2-5 vs BAL,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1547,200th career stolen base
1977-07-27,NYA,BAL,L 4-6 vs BAL,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1642,4 walks
1977-07-30,NYA,OAK,W 9-3 @OAK,5,2,4,0,0,1,4,1,0,0,0,0,0,0,0,0,1645,4 hits
1977-08-13,NYA,CAL,L 5-6 vs CAL,2,2,1,0,0,0,0,2,0,4,1,0,1,0,0,0,1655,4 walks
1978-06-13,NYA,OAK,W 5-3 vs OAK,2,2,2,0,0,2,3,1,0,2,0,0,0,0,0,0,1727,2 home runs
