Date,Opponent,Score,w,l,sv,ip,h,r,er,era,bb,k,hr
Mar 1,vs. St. Scholastica (Minn.),"W, 10-6",-,-,-,-,-,-,-,-,-,-,-
Mar 1,vs. Loras (Iowa),"W, 14-1",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 2,vs. St. Norbert,"W, 7-6",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 2,vs. Gustavus Adolphus (Minn.),"L, 8-7",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 16,vs. Augsburg (Minn.),"W, 18-10",-,-,-,-,-,-,-,-,-,-,-
Mar 16,vs. Marian (Wis.),"W, 7-0",-,-,-,-,-,-,-,-,-,-,-
Mar 17,vs. Crown (Minn.),"W, 11-2",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 17,vs. Denison,"W, 3-0",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 18,vs. Claremont-M-S,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Mar 18,vs. Grinnell,"W, 12-1",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 20,vs. La Verne,"L, 8-4",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 20,vs. Gustavus Adolphus (Minn.),"W, 6-5",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 21,vs. Chapman,"L, 5-2",-,-,-,-,-,-,-,-,-,-,-
Mar 21,vs. Whittier,"W, 9-0",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 29,at Simpson College (Iowa),"L, 5-1",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 29,at Simpson College (Iowa),"W, 6-3",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 30,vs. St. Scholastica (Minn.),"W, 7-4",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 30,vs. Dubuque,"W, 2-1",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 31,at Central (Iowa),"L, 9-8",0,0,0,0.0,-,-,-,0.00,-,-,-
Mar 31,at Central (Iowa),"L, 8-0",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 5,at UW-La Crosse,"L, 5-3",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 5,at UW-La Crosse,"L, 5-4",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 6,at UW-Platteville,"W, 13-7",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 6,at UW-Platteville,"W, 13-3",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 9,UW-Stout,"L, 8-6",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 9,UW-Stout,"L, 8-4",0,0,0,0.0,-,-,-,0.00,-,-,-
Apr 12,vs. Washington (Mo.),"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 12,vs. Anderson (Ind.),"W, 10-1",-,-,-,-,-,-,-,-,-,-,-
Apr 13,vs. Washington (Mo.),"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Illinois Wesleyan,"L, 6-0",-,-,-,-,-,-,-,-,-,-,-
Apr 18,UW-Stevens Point,"W, 7-2",-,-,-,-,-,-,-,-,-,-,-
Apr 18,UW-Stevens Point,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at UW-River Falls,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at UW-River Falls,"W, 11-6",-,-,-,-,-,-,-,-,-,-,-
Apr 23,at UW-Superior,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 23,at UW-Superior,"W, 15-2",-,-,-,-,-,-,-,-,-,-,-
Apr 26,UW-Oshkosh,"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Apr 26,UW-Oshkosh,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
May 2,vs. UW-Oshkosh,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
May 3,vs. UW-Whitewater,"L, 9-1",-,-,-,-,-,-,-,-,-,-,-
May 3,vs. UW-La Crosse,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
