Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Kyle Gibson,MIN,6,3,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Chris Tillman,BAL,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Yu Darvish,TEX,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Scott Diamond,TB,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Samuel Deduno,HOU,5,0,0,0,0,0,1,0,0,0,0.0,0.167,0.0,0.167
Roberto Hernandez,HOU,3,3,0,0,1,1,0,0,0,0,1.0,1.0,2.0,3.0
Chris Archer,TB,3,2,2,0,0,0,0,0,0,0,0.667,0.667,1.333,2.0
Lucas Harrell, ,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Brian Duensing,MIN,3,1,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667
T.J. McFarland,BAL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Charlie Morton,PIT,3,1,0,0,0,0,0,2,1,0,0.333,0.333,0.333,0.667
Glen Perkins,MIN,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Ervin Santana,MIN,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
James Shields,SD,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Josh Tomlin,CLE,3,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Gerrit Cole,PIT,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Jeremy Guthrie,KC,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Derek Holland,TEX,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Phil Hughes,MIN,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Tommy Hunter,CHI-N,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Colby Lewis,TEX,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Zeid,DET,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Jared Burton, ,2,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
Alex Colome,TB,2,1,0,0,0,3,1,0,0,0,0.5,0.667,0.5,1.167
Chris Sale,CHI-A,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Edinson Volquez,KC,2,1,0,0,1,1,0,0,0,0,0.5,0.5,2.0,2.5
Erik Bedard, ,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Zach Britton,BAL,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Paul Clemens, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Cobb,TB,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Wade Davis,KC,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Felix Doubront,OAK,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Justin Grimm,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Greg Holland,KC,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Nick Martinez,TEX,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Darren O'Day,BAL,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brett Oberholtzer,HOU,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tanner Scheppers,TEX,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Caleb Thielbar,MIN,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
P.J. Walters,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tim Collins,KC,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Kyle Farnsworth, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Donnie Joseph,MIA,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jair Jurrjens,COL,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Ryan Pressly,MIN,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Shawn Tolleson,TEX,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Nate Adcock,CIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
John Axford,COL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Josh Fields,HOU,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Casey Fien,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Gausman,BAL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
J.C. Gutierrez,PHI,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Hammel,CHI-N,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Jared Hughes,PIT,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Brandon League, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chia-Jen Lo, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Seth Maness,STL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Martinez,STL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Roman Mendez,TEX,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Joel Peralta,LA,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.5
Cesar Ramos,ANA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Scott Rice,NY-N,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Fernando Rodney,SEA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
James Russell,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Marc Rzepczynski,SD,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bryan Shaw,CLE,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jose Veras,HOU,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Neftali Feliz,DET,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Robbie Ross,BOS,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,1.0
