Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W119B,34.0,0.0,0.0,1965.0,L,1.0,M4,07/23/2011,44.0,USAW0426
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W146R,33.5,0.0,0.0,1965.0,L,1.0,M4,07/10/2011,10.0,USAW0439
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W119B,0.0,2270.0,0.0,1965.0,L,1.0,M4,07/23/2011,1.0,USAW0426
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W146R,0.0,2150.0,0.0,1965.0,L,1.0,M4,07/10/2011,1.0,USAW0439
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W146R,0.0,2150.0,0.0,1965.0,L,2.0,M4,07/10/2011,1.0,USAW0439
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W119B,0.0,0.0,15.7,1965.0,L,1.0,M4,07/23/2011,10.0,USAW0426
 , , , , , , , , , , , , , 
MCNERNEY Scott,USA,M,11W146R,0.0,0.0,14.6,1965.0,L,1.0,M4,07/10/2011,3.0,USAW0439
