Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
K Johnson,POR,3B,0.0,2,6,1,0,0,0,0,0,2,3,0,0,0,0,0,0.25,0.0,0.25
M Tolbert,REA,3B,0.172,21,58,4,10,1,0,0,2,2,4,0,0,1,0,1,0.213,0.19,0.403
M Lisson,RIC,3B,0.266,114,379,59,101,22,0,18,76,54,93,11,3,0,6,6,0.37,0.467,0.837
B Burgamy,BIN,3B,0.276,121,450,80,124,32,1,23,76,71,101,6,2,0,3,15,0.376,0.504,0.88
N Romero,BOW,3B,0.32,130,482,86,154,30,1,5,48,84,63,7,2,5,8,20,0.417,0.417,0.834
A Abraham,AKR,3B,0.231,29,108,11,25,8,0,1,9,12,15,1,1,0,1,3,0.311,0.333,0.645
C Rivero,POR,3B,0.214,31,117,14,25,6,0,2,17,8,24,0,0,0,1,7,0.285,0.316,0.601
R Rodriguez,AKR,3B,0.228,118,413,52,94,25,0,5,34,25,92,4,5,2,6,7,0.27,0.324,0.594
A Sanchez,HAR,3B,0.223,89,269,34,60,6,0,3,29,23,42,7,3,1,2,10,0.29,0.279,0.568
R Hague,HAR,3B,0.231,101,321,31,74,20,0,4,27,27,74,9,4,1,2,6,0.293,0.33,0.623
B Waring,NBR,3B,0.212,106,345,40,73,28,0,13,43,40,150,2,0,0,1,4,0.311,0.406,0.716
O Tejeda,HAR,3B,0.204,18,54,6,11,0,1,1,4,1,13,0,1,0,1,3,0.228,0.296,0.524
A Phillips,REA,3B,0.237,31,97,9,23,6,1,0,12,12,21,0,0,3,1,3,0.324,0.32,0.644
M Almanzar,POR,3B,0.277,49,166,18,46,9,0,5,25,12,39,2,0,0,1,7,0.356,0.422,0.778
J Toole,AKR,3B,0.275,77,236,25,65,13,1,0,25,14,32,3,3,1,1,7,0.328,0.339,0.667
F Martinez,ERI,3B,0.224,93,317,33,71,12,0,1,29,18,72,21,3,1,3,7,0.265,0.271,0.537
H Meneses,POR,3B,0.19,95,306,36,58,9,1,1,23,20,52,9,6,7,3,9,0.251,0.235,0.486
B Britton,BOW,3B,0.317,61,252,46,80,14,1,7,32,22,23,3,1,1,1,6,0.378,0.464,0.842
A Burns,NH,3B,0.255,133,495,71,126,32,5,15,63,41,99,18,8,3,8,4,0.315,0.43,0.745
J Cunningham,ALT,3B,0.246,101,309,46,76,16,4,8,27,27,69,3,4,6,4,6,0.319,0.401,0.72
D Maggi,ALT,3B,0.28,110,347,60,97,12,0,3,25,50,58,37,19,6,2,9,0.382,0.34,0.722
G Pierre,NH,3B,0.214,9,28,2,6,1,0,1,3,1,11,0,0,0,1,2,0.233,0.357,0.59
G Urshela,AKR,3B,0.3,24,90,15,27,9,0,5,19,6,16,1,1,0,1,2,0.347,0.567,0.914
W Gaynor,ERI,3B,0.293,27,82,17,24,10,1,6,16,9,30,0,0,0,0,2,0.363,0.659,1.021
D Lawley,BIN,3B,0.235,120,447,61,105,29,1,20,69,35,134,4,3,0,3,9,0.292,0.438,0.73
R Schimpf,NH,3B,0.27,50,185,35,50,17,1,15,37,28,56,3,0,0,3,1,0.37,0.616,0.986
S Nicol,HAR,3B,0.247,36,97,17,24,6,0,0,3,8,19,5,0,0,0,2,0.305,0.309,0.614
R Segedin,TRN,3B,0.283,92,325,46,92,21,1,8,49,52,60,1,0,0,4,12,0.398,0.428,0.826
C Jones,ERI,3B,0.304,113,415,42,126,31,2,5,42,24,73,5,7,4,4,7,0.347,0.424,0.772
A Fermin,NH,3B,0.262,42,126,17,33,6,0,5,16,8,10,0,0,0,2,6,0.307,0.429,0.735
D Bichette,TRN,3B,0.224,18,67,7,15,3,0,1,4,6,11,0,0,0,0,3,0.297,0.313,0.611
M Skole,HAR,3B,0.241,132,461,58,111,29,1,14,68,78,127,3,1,1,2,8,0.352,0.399,0.751
D Gamache,ALT,3B,0.275,39,138,22,38,11,0,6,27,11,32,0,1,2,1,1,0.34,0.486,0.825
T Hanover,ERI,3B,0.125,2,8,0,1,1,0,0,0,0,2,0,0,0,0,0,0.125,0.25,0.375
D Fiorito,TRN,3B,0.232,102,366,39,85,19,3,4,37,27,71,1,0,3,0,9,0.289,0.333,0.622
