Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 15,at Virginia Intermont,"L, 8-0",2,0,0,-,-,-,0,-,1,-,-
Feb 15,at Virginia Intermont,"L, 14-13",4,0,0,-,-,-,0,-,1,-,-
Feb 25,Bluefield,"L, 10-1",2,0,0,-,-,-,1,1,1,-,-
Feb 25,Bluefield,"W, 3-2",3,0,1,-,-,-,0,-,-,-,-
Mar 1,Washington Adventist,"W, 14-1",1,1,1,-,-,-,1,-,-,1,-
Mar 1,Washington Adventist,"W, 13-1",0,0,0,-,-,-,0,-,-,-,-
Mar 2,Randolph,"L, 4-3",3,0,0,-,-,-,0,-,1,-,-
Mar 2,Randolph,"L, 15-3",2,0,0,-,-,-,0,-,-,-,-
Mar 5,at East. Mennonite,"L, 11-0",1,0,0,-,-,-,0,-,-,-,-
Mar 5,at East. Mennonite,"W, 8-4",4,1,3,1,-,-,2,-,1,-,-
Mar 8,at WVU-Tech,"W, 7-5",1,0,0,-,-,-,0,1,1,-,-
Mar 8,at WVU-Tech,"L, 9-1",2,0,0,-,-,-,0,-,-,-,-
Mar 8,at WVU-Tech,"L, 11-5",3,0,2,-,-,-,0,1,-,-,-
Mar 13,Virginia-Wise,"L, 12-1",2,0,0,-,-,-,0,-,-,-,-
Mar 13,Virginia-Wise,"L, 13-5",2,1,1,-,-,-,0,1,1,-,-
Mar 20,Virginia Intermont,"L, 6-1",2,0,0,-,-,-,0,-,-,-,-
Mar 20,Virginia Intermont,"L, 10-1",2,0,0,-,-,-,0,-,2,-,-
Mar 23,at Wesley,"W, 4-1",3,1,1,1,-,-,0,-,1,-,-
Mar 23,at Wesley,"W, 12-4",4,0,2,-,-,-,0,-,-,-,-
Mar 28,Mary Baldwin,"W, 7-1",3,0,1,-,-,-,1,-,-,1,-
Mar 28,Mary Baldwin,"L, 9-1",3,1,0,-,-,-,0,-,-,-,-
Apr 2,Maine-Presque Isle,"W, 11-1",0,0,0,-,-,-,2,-,-,-,-
Apr 2,Maine-Presque Isle,"W, 13-2",3,1,1,-,-,-,0,-,-,1,-
Apr 5,at Bridgewater,"L, 5-2",2,0,0,-,-,-,0,-,-,-,-
Apr 5,at Bridgewater,"L, 11-6",4,0,1,-,-,-,0,-,-,-,-
Apr 8,at Davis & Elkins,"L, 4-3",2,0,0,-,-,-,0,1,2,-,-
Apr 8,at Davis & Elkins,"L, 9-1",0,0,0,-,-,-,0,-,-,-,-
Apr 12,at Virginia-Wise,"L, 8-0",2,0,0,-,-,-,0,-,1,-,-
Apr 12,at Virginia-Wise,"L, 9-2",0,0,0,-,-,-,0,-,-,-,-
Apr 16,at Randolph-Macon,"L, 3-1",3,0,0,-,-,-,0,-,1,-,-
