Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
L Castillo,NYM,2B,0.245,87,298,46,73,7,1,3,28,50,35,17,2,7,2,13,0.355,0.305,0.66
R Durham,MIL,2B,0.289,128,370,64,107,35,0,6,45,53,72,8,4,0,1,7,0.38,0.432,0.813
D Easley,NYM,2B,0.269,113,316,33,85,10,2,6,44,19,38,0,0,2,3,15,0.322,0.37,0.692
J Kent,LAD,2B,0.28,121,440,42,123,23,1,12,59,25,52,0,1,0,2,13,0.327,0.418,0.745
M Loretta,HOU,2B,0.28,101,261,27,73,15,0,4,38,29,30,0,0,0,5,9,0.35,0.383,0.733
A Nunez,NYM,2B,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
R Martinez,NYM,2B,0.25,7,16,0,4,3,0,0,3,2,3,0,0,0,0,1,0.333,0.438,0.771
M DeRosa,CHC,2B,0.285,149,505,103,144,30,3,21,87,69,106,6,0,2,8,9,0.376,0.481,0.857
R Belliard,WSH,2B,0.287,96,296,37,85,22,0,11,46,37,58,3,2,1,0,6,0.372,0.473,0.845
P Ozuna,LAD,2B,0.219,36,32,6,7,0,1,1,3,1,5,1,1,0,0,1,0.242,0.375,0.617
A Kennedy,STL,2B,0.28,115,339,42,95,17,4,2,36,21,43,7,1,0,4,13,0.321,0.372,0.692
D Newhan,HOU,2B,0.26,64,104,11,27,5,2,2,12,6,28,1,0,0,1,3,0.297,0.404,0.701
A Ojeda,ARI,2B,0.242,105,231,27,56,9,2,0,17,26,24,0,0,4,1,6,0.343,0.299,0.642
C Utley,PHI,2B,0.292,159,607,113,177,41,4,33,104,64,104,14,2,1,8,9,0.38,0.535,0.915
A Amezaga,FLA,2B,0.264,125,311,41,82,13,5,3,32,19,47,8,2,4,0,6,0.312,0.367,0.679
O Hudson,ARI,2B,0.305,107,407,54,124,29,3,8,41,40,62,4,1,3,3,18,0.367,0.45,0.817
F Sanchez,PIT,2B,0.271,145,569,75,154,26,2,9,52,21,63,0,1,8,6,13,0.298,0.371,0.669
B Phillips,CIN,2B,0.261,141,559,80,146,24,7,21,78,39,93,23,10,0,6,13,0.312,0.442,0.754
A Miles,STL,2B,0.317,134,379,49,120,15,2,4,31,23,37,3,3,5,1,13,0.355,0.398,0.753
C Barmes,COL,2B,0.29,107,393,47,114,25,6,11,44,17,69,13,4,4,1,9,0.322,0.468,0.79
J Baker,COL,2B,0.268,104,299,55,80,22,1,12,48,26,85,4,0,1,6,5,0.322,0.468,0.791
C Burke,ARI,2B,0.194,86,165,20,32,5,1,2,12,27,33,5,0,2,3,2,0.31,0.273,0.582
E Bruntlett,PHI,2B,0.217,120,212,37,46,9,1,2,15,21,35,9,2,2,0,7,0.297,0.297,0.594
R Weeks,MIL,2B,0.234,129,475,89,111,22,7,14,46,66,115,19,5,1,4,5,0.342,0.398,0.74
K Matsui,HOU,2B,0.293,96,375,58,110,26,3,6,33,37,53,20,5,7,3,3,0.354,0.427,0.781
R Cedeno,CHC,2B,0.269,99,216,36,58,12,0,2,28,18,41,4,1,1,0,6,0.328,0.352,0.68
K Johnson,ATL,2B,0.287,150,547,86,157,39,6,12,69,52,113,11,6,9,4,3,0.349,0.446,0.795
M Fontenot,CHC,2B,0.305,119,243,42,74,22,1,9,40,34,51,2,0,3,1,1,0.395,0.514,0.909
J Dillon,MIL,2B,0.213,56,75,13,16,3,0,1,6,13,21,1,0,1,0,1,0.337,0.293,0.63
