Name,Country,sex,tour,sl,tr,ju,yob,class,round,date,site id
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09GER02,0.0,0.0,27.9,1990.0,L,1.0,07/05/2009,GERBREM
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09GER02,38.5,0.0,0.0,1990.0,L,1.0,07/05/2009,GERBREM
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09GER02,34.5,0.0,0.0,1990.0,L,2.0,07/05/2009,GERBREM
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09GER02,32.5,0.0,0.0,1990.0,L,3.0,07/05/2009,GERBREM
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,0.0,0.0,31.9,1990.0,L,1.0,07/26/2009,NEDROO
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,0.0,2250.0,0.0,1990.0,L,1.0,07/26/2009,NEDROO
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,38.5,0.0,0.0,1990.0,L,1.0,07/26/2009,NEDROO
VAN GASTEREN Deborah,NED,F,09NED03B,38.5,2250.0,31.9,1990.0,L,1.0,07/26/2009,NEDROO
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,0.0,0.0,35.2,1990.0,L,2.0,07/26/2009,NEDROO
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,0.0,1830.0,0.0,1990.0,L,2.0,07/26/2009,NEDROO
 , , , , , , , , , , , 
VAN GASTEREN Deborah,NED,F,09NED03B,44.0,0.0,0.0,1990.0,L,2.0,07/26/2009,NEDROO
VAN GASTEREN Deborah,NED,F,09NED03B,44.0,1830.0,35.2,1990.0,L,2.0,07/26/2009,NEDROO
