Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11M999A,0.0,0.0,41.8,1986.0,L,1.0,W1,08/13/2011,USAM0156
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11M999A,0.0,2090.0,0.0,1986.0,L,1.0,W1,08/13/2011,USAM0156
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11M999A,44.5,0.0,0.0,1986.0,L,1.0,W1,08/13/2011,USAM0156
ROGERS Krista,USA,F,11M999A,44.5,2090.0,41.8,1986.0,L,1.0,W1,08/13/2011,USAM0156
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11M132R,0.0,0.0,41.4,1986.0,R,1.0,OW,08/06/2011,USAM0709
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11M132R,0.0,0.0,44.9,1986.0,R,2.0,OW,08/06/2011,USAM0709
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,12W019R,50.5,0.0,0.0,1986.0,L,1.0,OW,10/09/2011,USAW0419
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,12W019R,45.0,0.0,0.0,1986.0,L,2.0,OW,10/09/2011,USAW0419
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,12W019R,52.0,0.0,0.0,1986.0,L,3.0,OW,10/09/2011,USAW0419
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W119B,0.0,0.0,43.3,1986.0,L,1.0,W1,07/23/2011,USAW0426
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W119B,0.0,3350.0,0.0,1986.0,L,1.0,W1,07/23/2011,USAW0426
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W119B,39.5,0.0,0.0,1986.0,L,1.0,W1,07/23/2011,USAW0426
ROGERS Krista,USA,F,11W119B,39.5,3350.0,43.3,1986.0,L,1.0,W1,07/23/2011,USAW0426
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W169R,0.0,0.0,42.8,1986.0,R,1.0,OW,06/22/2011,USAW0473
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W169R,52.5,0.0,0.0,1986.0,R,1.0,OW,06/22/2011,USAW0473
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W169R,0.0,0.0,44.0,1986.0,R,2.0,OW,06/22/2011,USAW0473
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W169R,0.0,0.0,45.1,1986.0,R,3.0,OW,06/22/2011,USAW0473
 , , , , , , , , , , , , 
ROGERS Krista,USA,F,11W169R,36.5,0.0,0.0,1986.0,R,3.0,OW,06/22/2011,USAW0473
