Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 21,at N.C. Wesleyan,"L, 4-3",0,0,0,-,-,-,0,-,-,-,-
Feb 21,at N.C. Wesleyan,"L, 5-4",3,1,1,-,-,-,0,-,-,-,-
Feb 25,vs. Randolph,"L, 8-0",2,0,1,-,-,-,0,-,-,-,-
Feb 25,vs. Randolph,"L, 5-2",2,0,0,-,-,-,0,-,2,-,-
Feb 27,Davis & Elkins,"L, 11-2",1,1,0,-,-,-,0,2,-,-,-
Feb 27,Davis & Elkins,"W, 5-3",2,0,0,-,-,-,0,-,-,-,-
Mar 6,at Ferrum College,"L, 11-0",2,0,1,1,-,-,0,-,-,-,-
Mar 6,at Ferrum College,"L, 9-1",2,0,0,-,-,-,0,-,2,-,-
Mar 9,at Virginia-Wise,"L, 7-5",3,0,1,-,-,-,0,-,1,-,1
Mar 9,at Virginia-Wise,"L, 2-1",3,0,1,1,-,-,0,-,-,-,-
Mar 10,at Virginia Intermont,"L, 4-0",3,0,0,-,-,-,0,-,-,-,-
Mar 10,at Virginia Intermont,"L, 5-4",5,1,2,-,-,-,0,-,1,-,-
Mar 17,at Randolph,"L, 12-4",3,1,1,-,-,-,0,-,-,-,-
Mar 17,at Randolph,"W, 4-3",2,1,1,-,-,-,0,-,-,-,-
Mar 20,at Davis & Elkins,"W, 4-2",3,0,1,-,-,-,0,-,1,-,-
Mar 20,at Davis & Elkins,"L, 2-1",2,0,1,-,-,-,0,1,-,-,-
Mar 22,Washington Adventist,"W, 9-6",4,0,0,-,-,-,0,-,2,-,-
Mar 22,Washington Adventist,"W, 4-0",2,0,1,1,-,-,1,-,-,-,-
Mar 23,vs. PSU-Beaver,"L, 3-0",2,0,0,-,-,-,0,-,1,-,-
Mar 23,vs. Clark State CC,"W, 6-0",3,0,0,-,-,-,1,-,-,-,-
Mar 23,vs. VU-Lynchburg,"W, 11-1",0,0,0,-,-,-,0,1,-,-,-
Mar 27,WVU-Tech,"L, 9-1",3,0,1,-,-,-,0,-,-,-,1
Mar 27,WVU-Tech,"L, 5-1",3,0,0,-,-,-,0,-,1,-,-
Mar 29,WVU-Tech,"L, 5-1",3,0,0,-,-,-,0,-,2,-,-
Mar 29,WVU-Tech,"L, 12-0",2,0,0,-,-,-,0,-,2,-,-
Apr 5,Mary Baldwin,"L, 1-0",2,0,0,-,-,-,0,-,1,-,-
Apr 5,Mary Baldwin,"W, 8-0",3,1,1,-,-,-,1,-,1,1,-
Apr 10,at Averett,"L, 8-0",2,0,0,-,-,-,0,-,-,-,-
Apr 10,at Averett,"L, 4-1",2,0,0,-,-,-,0,-,-,-,-
Apr 13,at Washington Adventist,"W, 8-5",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Washington Adventist,"W, 14-2",2,0,0,-,-,-,0,-,1,-,-
Apr 16,Virginia-Wise,"W, 3-2",3,1,1,-,-,-,0,-,-,-,-
Apr 16,Virginia-Wise,"L, 8-0",2,0,0,-,-,-,0,-,1,-,-
Apr 19,at Randolph-Macon,"L, 8-1",3,0,2,-,-,-,0,-,-,-,-
Apr 19,at Randolph-Macon,"L, 10-2",2,0,0,-,-,-,0,-,-,-,-
